source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date	comment
en	Symphalangism of the thumb	HP:0009656	rdfs:label	de	Symphalangismus des Daumens	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Carpal synostosis	HP:0009702	rdfs:label	de	Karpalsynostose	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Subependymal nodules	HP:0009716	rdfs:label	de	Subependymale Knötchen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cortical tubers	HP:0009717	rdfs:label	de	Kortikale Verdickungen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hypomelanotic macule	HP:0009719	rdfs:label	de	Hypomelanotisches Makel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Shagreen patch	HP:0009721	rdfs:label	de	Shagreen-Fleck	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Dental enamel pits	HP:0009722	rdfs:label	de	Grübchen im Zahnschmelz	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cardiac rhabdomyoma	HP:0009729	rdfs:label	de	Herz-Rhabdomyom	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Rhabdomyoma	HP:0009730	rdfs:label	de	Rhabdomyom	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Plexiform neurofibroma	HP:0009732	rdfs:label	de	Plexiformes Neurofibrom	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Glioma	HP:0009733	rdfs:label	de	Gliom	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Optic nerve glioma	HP:0009734	rdfs:label	de	Optikusgliom	OFFICIAL	orcid:0000-0002-6601-4486	DOMAIN_EXPERT	2024-12-10	
en	Spinal neurofibroma	HP:0009735	rdfs:label	de	Spinales Neurofibrom	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Lisch nodules	HP:0009737	rdfs:label	de	Lisch-Knötchen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Thick nasal septum	HP:0009746	rdfs:label	de	Verdickte Nasenscheidewand	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Lumbosacral hirsutism	HP:0009747	rdfs:label	de	Lumbosakraler Hirsutismus	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Large earlobe	HP:0009748	rdfs:label	de	Großes Ohrläppchen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Aplasia of the pectoralis major muscle	HP:0009751	rdfs:label	de	Aplasie des Musculus pectoralis major	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Low hanging columella	HP:0009765	rdfs:label	de	Tief hängende Kolumella	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Osteolytic defects of the phalanges of the hand	HP:0009771	rdfs:label	de	Osteolytische Defekte der Phalangen der Hand	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Symphalangism affecting the phalanges of the hand	HP:0009773	rdfs:label	de	Symphalangismus, der die Phalangen der Hand betrifft	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Triangular shaped phalanges of the hand	HP:0009774	rdfs:label	de	Dreieckig geformte Phalangen der Hand	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Absent thumb	HP:0009777	rdfs:label	de	Fehlender Daumen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Short thumb	HP:0009778	rdfs:label	de	Kurzer Daumen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Lester's sign	HP:0009781	rdfs:label	de	Lester-Zeichen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Perianal abscess	HP:0009789	rdfs:label	de	Perianalabszess	OFFICIAL	orcid:0000-0002-9746-4412	TECHNICAL_SPECIALIST	2024-12-10	
en	Bifid sacrum	HP:0009791	rdfs:label	de	Gekrümmtes Kreuzbein	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Branchial anomaly	HP:0009794	rdfs:label	de	Verzweigungsanomalie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cholesteatoma	HP:0009797	rdfs:label	de	Cholesteatom	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Maternal diabetes	HP:0009800	rdfs:label	de	Mütterliche Diabetes	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Short phalanx of finger	HP:0009803	rdfs:label	de	Kurzes Fingerglied (Phalanx)	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Tooth agenesis	HP:0009804	rdfs:label	de	Zahn-Agenesie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Amelia involving the upper limbs	HP:0009812	rdfs:label	de	Amelie der oberen Gliedmaßen	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Upper limb phocomelia	HP:0009813	rdfs:label	de	Phokomelie der oberen Gliedmaßen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Upper limb undergrowth	HP:0009824	rdfs:label	de	Hypoplasie der oberen Gliedmaßen	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Limb undergrowth	HP:0009826	rdfs:label	de	Unterwuchs der Gliedmaßen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Peripheral neuropathy	HP:0009830	rdfs:label	de	Periphere Neuropathie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Broad distal phalanx of finger	HP:0009836	rdfs:label	de	Breite distale Fingerphalanx	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Cerebellar ataxia associated with quadrupedal gait	HP:0009878	rdfs:label	de	Kleinhirnataxie in Verbindung mit vierfüßigem Gang	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Simplified gyral pattern	HP:0009879	rdfs:label	de	Vereinfachtes Gyralmuster	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Short distal phalanx of finger	HP:0009882	rdfs:label	de	Kurze distale Fingerphalanx	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Tapered distal phalanges of finger	HP:0009884	rdfs:label	de	Verjüngte distale Fingerglieder	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	High anterior hairline	HP:0009890	rdfs:label	de	Hoher vorderer Haaransatz	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Underdeveloped supraorbital ridges	HP:0009891	rdfs:label	de	Unterentwickelte Supraorbitalkämme	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Thickened ears	HP:0009894	rdfs:label	de	Verdickte Ohren	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Crumpled ear	HP:0009901	rdfs:label	de	Verknittertes Ohr	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cleft helix	HP:0009902	rdfs:label	de	Helixspalte	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Thin ear helix	HP:0009905	rdfs:label	de	Dünne Ohrhelix	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Attached earlobe	HP:0009907	rdfs:label	de	Anhängendes Ohrläppchen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Anterior creases of earlobe	HP:0009908	rdfs:label	de	Vordere Falten des Ohrläppchens	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Uplifted earlobe	HP:0009909	rdfs:label	de	Abgehobenes Ohrläppchen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Duane anomaly	HP:0009921	rdfs:label	de	Duane-Anomalie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Thick nasal alae	HP:0009928	rdfs:label	de	Verdickte Nasenflügel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Enlarged naris	HP:0009931	rdfs:label	de	Vergrößerter Nasenrücken	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Narrow naris	HP:0009933	rdfs:label	de	Enge Nasenlöcher	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Duplication of thumb phalanx	HP:0009942	rdfs:label	de	Duplikation der Daumenphalanx	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Partial duplication of thumb phalanx	HP:0009944	rdfs:label	de	Teilweise Duplikation des Daumenglieds	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Short 1st metacarpal	HP:0010034	rdfs:label	de	Kurzer 1. Mittelhandknochen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Aplasia of the 1st metacarpal	HP:0010035	rdfs:label	de	Aplasie des 1. Mittelhandknochens	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Short 4th metacarpal	HP:0010044	rdfs:label	de	Kurzer 4. Mittelhandknochen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Short 5th metacarpal	HP:0010047	rdfs:label	de	Kurzer 5. Mittelhandknochen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Short metacarpal	HP:0010049	rdfs:label	de	Kurzer Mittelhandknochen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Broad hallux	HP:0010055	rdfs:label	de	Breiter Hallux	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Symphalangism affecting the phalanges of the hallux	HP:0010064	rdfs:label	de	Symphalangismus, der die Phalangen des Hallux betrifft	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Short proximal phalanx of hallux	HP:0010107	rdfs:label	de	Kurze proximale Phalanx des Hallux	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Short hallux	HP:0010109	rdfs:label	de	Kurzer Hallux	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Mesoaxial foot polydactyly	HP:0010112	rdfs:label	de	Mesoaxiale Polydaktylie (Fuß)	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Cone-shaped epiphyses of the phalanges of the hand	HP:0010230	rdfs:label	de	Kegelförmige Epiphysen der Phalangen der Hand	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Thin lower lip vermilion	HP:0010282	rdfs:label	de	Dünnes Unterlippenzinnoberleder	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Ankyloglossia	HP:0010296	rdfs:label	de	Ankyloglossie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Bifid tongue	HP:0010297	rdfs:label	de	Gegabelte Zunge	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormally low-pitched voice	HP:0010300	rdfs:label	de	Ungewöhnlich tiefe Stimme	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Stridor	HP:0010307	rdfs:label	de	Stridor	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Ebstein anomaly of the tricuspid valve	HP:0010316	rdfs:label	de	Ebstein-Anomalie der Trikuspidalklappe	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Polydactyly	HP:0010442	rdfs:label	de	Polydaktylie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Primum atrial septal defect	HP:0010445	rdfs:label	de	Primum Vorhofseptumdefekt	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Tricuspid stenosis	HP:0010446	rdfs:label	de	Trikuspidalstenose	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Precocious puberty in females	HP:0010465	rdfs:label	de	Vorzeitige Pubertät bei Frauen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Oligosacchariduria	HP:0010471	rdfs:label	de	Oligosaccharidurie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hyperextensibility at elbow	HP:0010485	rdfs:label	de	Überstreckbarkeit des Ellenbogens	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Small hypothenar eminence	HP:0010487	rdfs:label	de	Kleiner Hypothenar-Eminus	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Absent palmar crease	HP:0010489	rdfs:label	de	Fehlende Handwurzelfalte	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Patellar subluxation	HP:0010499	rdfs:label	de	Patellasubluxation	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Long toe	HP:0010511	rdfs:label	de	Lange Zehe	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Aplasia/Hypoplasia of the thymus	HP:0010515	rdfs:label	de	Aplasie/Hypoplasie des Thymus	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Dyslexia	HP:0010522	rdfs:label	de	Legasthenie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Disturbed sensory perception	HP:0010524	rdfs:label	de	Gestörte Sinneswahrnehmung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Echolalia	HP:0010529	rdfs:label	de	Echolalie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Paroxysmal vertigo	HP:0010532	rdfs:label	de	Paroxysmaler Schwindel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Sleep apnea	HP:0010535	rdfs:label	de	Schlafapnoe	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Central sleep apnea	HP:0010536	rdfs:label	de	Zentrale Schlafapnoe	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Vertical nystagmus	HP:0010544	rdfs:label	de	Vertikaler Nystagmus	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Muscle fibrillation	HP:0010546	rdfs:label	de	Muskelfibrillation	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Oculogyric crisis	HP:0010553	rdfs:label	de	Okulogyrische Krise	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cutaneous finger syndactyly	HP:0010554	rdfs:label	de	Kutane Fingersyndaktylie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Vertical clivus	HP:0010559	rdfs:label	de	Vertikaler Clivus	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Keloids	HP:0010562	rdfs:label	de	Keloide	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Bifid epiglottis	HP:0010564	rdfs:label	de	Gekrümmter Kehldeckel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Y-shaped metatarsals	HP:0010567	rdfs:label	de	Y-förmige Mittelfußknochen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Elevated circulating 7-dehydrocholesterol concentration	HP:0010569	rdfs:label	de	Erhöhte zirkulierende 7-Dehydrocholesterin-Konzentration	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Dysplasia of the femoral head	HP:0010575	rdfs:label	de	Dysplasie des Hüftkopfes	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Intracranial cystic lesion	HP:0010576	rdfs:label	de	Intrakranielle zystische Läsion	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cone-shaped epiphysis	HP:0010579	rdfs:label	de	Kegelförmige Epiphyse	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Irregular epiphyses	HP:0010582	rdfs:label	de	Unregelmäßige Epiphysen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Type 2 muscle fiber predominance	HP:0010602	rdfs:label	de	Überwiegen von Muskelfasern des Typs 2	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Chalazion	HP:0010605	rdfs:label	de	Chalazion	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Angiofibromas	HP:0010615	rdfs:label	de	Angiofibrome	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cutaneous syndactyly of toes	HP:0010621	rdfs:label	de	Kutane Syndaktylie der Zehen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Anterior pituitary hypoplasia	HP:0010627	rdfs:label	de	Hypoplasie der vorderen Hypophyse	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Facial palsy	HP:0010628	rdfs:label	de	Gesichtslähmung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormality of the epiphyses of the feet	HP:0010631	rdfs:label	de	Abnormität der Epiphysen der Füße	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Elevated alkaline phosphatase of bone origin	HP:0010639	rdfs:label	de	Erhöhte alkalische Phosphatase aus dem Knochen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cervical spine instability	HP:0010646	rdfs:label	de	Instabilität der Halswirbelsäule	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Dermal translucency	HP:0010648	rdfs:label	de	Transluzenz der Haut	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hypoplasia of the zygomatic bone	HP:0010669	rdfs:label	de	Hypoplasie des Jochbeins	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Enuresis nocturna	HP:0010677	rdfs:label	de	Nächtlicher Harndrang (Enuresis nocturna)	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal circulating immunoglobulin concentration	HP:0010701	rdfs:label	de	Abnormaler Immunglobulinspiegel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Increased circulating immunoglobulin concentration	HP:0010702	rdfs:label	de	Erhöhter zirkulierender Antikörperspiegel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	1-2 finger cutaneous syndactyly	HP:0010704	rdfs:label	de	Syndaktylie von 1-2 Fingern	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal hair pattern	HP:0010720	rdfs:label	de	Abnormes Haarmuster	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal hair whorl	HP:0010721	rdfs:label	de	Abnormaler Haarwirbel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Asymmetry of the ears	HP:0010722	rdfs:label	de	Asymmetrie der Ohren	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cherry red spot of the macula	HP:0010729	rdfs:label	de	Kirschroter Fleck auf der Makula	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Short metatarsal	HP:0010743	rdfs:label	de	Kurzer Mittelfußknochen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Medial flaring of the eyebrow	HP:0010747	rdfs:label	de	Mediales Aufflackern der Augenbraue	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Blepharochalasis	HP:0010749	rdfs:label	de	Blepharochalasis	OFFICIAL	orcid:0000-0002-6601-4486	DOMAIN_EXPERT	2024-12-10	
en	Dermatochalasis	HP:0010750	rdfs:label	de	Dermatochalasis	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Dimple chin	HP:0010751	rdfs:label	de	Grübchen am Kinn	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Aplasia of the premaxilla	HP:0010757	rdfs:label	de	Aplasie des Zwischenkiefers	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Absent toe	HP:0010760	rdfs:label	de	Fehlender Zeh	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Broad columella	HP:0010761	rdfs:label	de	Breite Kolumella	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Low insertion of columella	HP:0010763	rdfs:label	de	Niedrige Insertion der Kolumella	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Short eyelashes	HP:0010764	rdfs:label	de	Kurze Wimpern	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Palmar hyperkeratosis	HP:0010765	rdfs:label	de	Hyperkeratose der Handwurzel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Anomalous pulmonary venous return	HP:0010772	rdfs:label	de	Anomaler pulmonal-venöser Rückfluss	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Partial anomalous pulmonary venous return	HP:0010773	rdfs:label	de	Partieller anomaler pulmonal-venöser Rückfluss	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Vascular ring	HP:0010775	rdfs:label	de	Gefäßring	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hyperacusis	HP:0010780	rdfs:label	de	Hyperakusis	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Erythema	HP:0010783	rdfs:label	de	Erytheme	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Impaired visuospatial constructive cognition	HP:0010794	rdfs:label	de	Beeinträchtigung des visuell-räumlich-konstruktiven Denkens	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cerebellar glioma	HP:0010795	rdfs:label	de	Kleinhirn-Gliom	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Absent cupid's bow	HP:0010800	rdfs:label	de	Fehlender Amorbogen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Everted upper lip vermilion	HP:0010803	rdfs:label	de	Umgekehrtes Oberlippenzinnoberrot	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Tented upper lip vermilion	HP:0010804	rdfs:label	de	Zerrissenes Oberlippenzinnoberleder	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	U-Shaped upper lip vermilion	HP:0010806	rdfs:label	de	U-förmiges Oberlippenzinnoberteil	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Open bite	HP:0010807	rdfs:label	de	Offener Biss	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Protruding tongue	HP:0010808	rdfs:label	de	Vorstehende Zunge	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Broad uvula	HP:0010809	rdfs:label	de	Breites Zäpfchen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Long uvula	HP:0010810	rdfs:label	de	Langes Zäpfchen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Narrow uvula	HP:0010811	rdfs:label	de	Schmale Uvula	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Short uvula	HP:0010812	rdfs:label	de	Kurzes Zäpfchen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Generalized tonic seizure	HP:0010818	rdfs:label	de	Generalisierter tonischer Krampfanfall	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Atonic seizure	HP:0010819	rdfs:label	de	Atonischer Anfall	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Focal emotional seizure with laughing	HP:0010821	rdfs:label	de	Fokaler emotionaler Anfall mit Lachen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Impaired tactile sensation	HP:0010830	rdfs:label	de	Beeinträchtigtes Tastempfinden	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Impaired proprioception	HP:0010831	rdfs:label	de	Beeinträchtigte Propriozeption	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal circulating copper concentration	HP:0010836	rdfs:label	de	Abnormale zirkulierende Kupferkonzentration	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Decreased circulating ceruloplasmin concentration	HP:0010837	rdfs:label	de	Erniedrigte zirkulierende Ceruloplasmin-Konzentration	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Multifocal epileptiform discharges	HP:0010841	rdfs:label	de	Multifokale epileptiforme Entladungen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	EEG with focal slow activity	HP:0010843	rdfs:label	de	EEG mit fokaler langsamer Aktivität	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	EEG with multifocal slow activity	HP:0010844	rdfs:label	de	EEG mit multifokaler langsamer Aktivität	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	EEG with generalized slow activity	HP:0010845	rdfs:label	de	EEG mit generalisierter langsamer Aktivität	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	EEG with spike-wave complexes (<2.5 Hz)	HP:0010847	rdfs:label	de	EEG mit Spike-Wave-Komplexen (<2,5 Hz)	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	EEG with spike-wave complexes (2.5-3.5 Hz)	HP:0010848	rdfs:label	de	EEG mit Spike-Wave-Komplexen (2,5-3,5 Hz)	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	EEG with spike-wave complexes	HP:0010850	rdfs:label	de	EEG mit Spike-Wave-Komplexen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	EEG with burst suppression	HP:0010851	rdfs:label	de	EEG mit Burst-Unterdrückung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Delayed fine motor development	HP:0010862	rdfs:label	de	Verzögerung der feinmotorischen Entwicklung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Receptive language delay	HP:0010863	rdfs:label	de	Verzögerung der rezeptiven Sprache	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Severe intellectual disability	HP:0010864	rdfs:label	de	Geistige Behinderung, schwer	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	T-wave inversion	HP:0010872	rdfs:label	de	T-Wellen-Inversion	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Chaddock reflex	HP:0010875	rdfs:label	de	Chaddock-Reflex	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Monocular strabismus	HP:0010877	rdfs:label	de	Monokularer Strabismus	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Fetal cystic hygroma	HP:0010878	rdfs:label	de	Fetales zystisches Hygrom	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Increased nuchal translucency	HP:0010880	rdfs:label	de	Erhöhte Nackentransparenz	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormality of the umbilical cord	HP:0010881	rdfs:label	de	Abnormität der Nabelschnur	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Pulmonary valve atresia	HP:0010882	rdfs:label	de	Pulmonalklappenatresie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Acromelia	HP:0010884	rdfs:label	de	Akromelie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Osteochondritis dissecans	HP:0010886	rdfs:label	de	Osteochondritis dissecans	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hypervalinemia	HP:0010910	rdfs:label	de	Hypervalinämie	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Hyperleucinemia	HP:0010911	rdfs:label	de	Hyperleuzinämie	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Hyperisoleucinemia	HP:0010913	rdfs:label	de	Hyperisoleucinämie	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
