source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date
en	Any structural anomaly of the elastic fibers of the skin. Elastic fibers are the essential extracellular matrix macromolecules comprising an elastin core surrounded by a mantle of fibrillin-rich microfibrils	HP:0025082	IAO:0000115	nl	Any structural anomaly of the elastic fibers of the skin. Elastic fibers are the essential extracellular matrix macromolecules comprising an elastin core surrounded by a mantle of fibrillin-rich microfibrils	NOT_TRANSLATED			
en	An increased amount of desmosine measure in the skin. Desmosine is a cross-linking amino acid formed from lysyl residues in elastin	HP:0025083	IAO:0000115	nl	An increased amount of desmosine measure in the skin. Desmosine is a cross-linking amino acid formed from lysyl residues in elastin	NOT_TRANSLATED			
en	Inflammatory cells within the wall and ostia of the hair follicle, creating a follicular-based pustule	HP:0025084	IAO:0000115	nl	Inflammatory cells within the wall and ostia of the hair follicle, creating a follicular-based pustule	NOT_TRANSLATED			
en	Passage of many stools containing blood	HP:0025085	IAO:0000115	nl	Passage of many stools containing blood	NOT_TRANSLATED			
en	Passage of many stools containing blood and mucus	HP:0025086	IAO:0000115	nl	Passage of many stools containing blood and mucus	NOT_TRANSLATED			
en	Area of skin requiring an increased amount of time to return to its original shape after being stretched	HP:0025087	IAO:0000115	nl	Area of skin requiring an increased amount of time to return to its original shape after being stretched	NOT_TRANSLATED			
en	Complete shedding (separation) of the nail from the proximal matrix. Onychomadesis is the proximal separation of the nail plate from the nail matrix due to a temporary cessation of nail growth	HP:0025088	IAO:0000115	nl	Complete shedding (separation) of the nail from the proximal matrix. Onychomadesis is the proximal separation of the nail plate from the nail matrix due to a temporary cessation of nail growth	NOT_TRANSLATED			
en	Vomiting of material that is of fecal origin	HP:0025089	IAO:0000115	nl	Vomiting of material that is of fecal origin	NOT_TRANSLATED			
en	A structural anomaly of the mucous lining of the large intestine	HP:0025090	IAO:0000115	nl	A structural anomaly of the mucous lining of the large intestine	NOT_TRANSLATED			
en	Wrist sign	HP:0025091	rdfs:label	nl		NOT_TRANSLATED			
en	Diffuse hypertrophy or thickening of the stratum spinosum of the epidermis (prickle cell layer of the skin)	HP:0025092	IAO:0000115	nl	Diffuse hypertrophy or thickening of the stratum spinosum of the epidermis (prickle cell layer of the skin)	NOT_TRANSLATED			
en	A retinal exudate in the area surrounding the optic nerve head	HP:0025093	IAO:0000115	nl	A retinal exudate in the area surrounding the optic nerve head	NOT_TRANSLATED			
en	A subretinal scar with a disc-like shape in the region of the macula	HP:0025094	IAO:0000115	nl	A subretinal scar with a disc-like shape in the region of the macula	NOT_TRANSLATED			
en	A sudden violent, spasmodic, audible expiration of breath through the nose and mouth	HP:0025095	IAO:0000115	nl	A sudden violent, spasmodic, audible expiration of breath through the nose and mouth	NOT_TRANSLATED			
en	Unprovoked explosive pathological sneezing	HP:0025096	IAO:0000115	nl	Unprovoked explosive pathological sneezing	NOT_TRANSLATED			
en	Marked, involuntary jerking of the eyelids	HP:0025097	IAO:0000115	nl	Marked, involuntary jerking of the eyelids	NOT_TRANSLATED			
en	Structural abnormality of the hypothalamus related to defective development	HP:0025098	IAO:0000115	nl	Structural abnormality of the hypothalamus related to defective development	NOT_TRANSLATED			
en	Structural abnormality of the thalamus related to defective development	HP:0025099	IAO:0000115	nl	Structural abnormality of the thalamus related to defective development	NOT_TRANSLATED			
en	Any structural anomaly of the hippocampus,	HP:0025100	IAO:0000115	nl	Any structural anomaly of the hippocampus,	NOT_TRANSLATED			
en	Structural abnormality of the hippocampus related to defective development	HP:0025101	IAO:0000115	nl	Structural abnormality of the hippocampus related to defective development	NOT_TRANSLATED			
en	Structural abnormality of the basal ganglia related to defective development	HP:0025102	IAO:0000115	nl	Structural abnormality of the basal ganglia related to defective development	NOT_TRANSLATED			
en	A type of skin nodule that has a small depression that resembles a navel (i.e., is umbilicated)	HP:0025103	IAO:0000115	nl	A type of skin nodule that has a small depression that resembles a navel (i.e., is umbilicated)	NOT_TRANSLATED			
en	Umbilicated nodule	HP:0025103	rdfs:label	nl	Umbilicated nodule	NOT_TRANSLATED			
en	A capillary malformation is a flat, sharply defined vascular stain of the skin. It may cover a large surface area or it may be scattered and appear as little islands of color. In a capillary maformation, the predominant vessels are small, slow-flow vessels (i.e., arterioles and postcapillary venules)	HP:0025104	IAO:0000115	nl	A capillary malformation is a flat, sharply defined vascular stain of the skin. It may cover a large surface area or it may be scattered and appear as little islands of color. In a capillary maformation, the predominant vessels are small, slow-flow vessels (i.e., arterioles and postcapillary venules)	NOT_TRANSLATED			
en	A congenital skin lesion characterized by irregular hypopigmented macules that coalesce to form plaques and occur particularly on the chest. It is generally present at birth or develops in the first days of life. It is more common in females. Diagnosis is confirmed by applying gentle friction to the lesion and the surrounding skin and checking that the erythema produced in the healthy skin does not appear in the hypopigmented lesion. This pale macule becomes more conspicuous when the lesion and its surroundings are rubbed. The margin of the naevus is ill-defined and consists of an archipelago of small anaemic spots	HP:0025105	IAO:0000115	nl	A congenital skin lesion characterized by irregular hypopigmented macules that coalesce to form plaques and occur particularly on the chest. It is generally present at birth or develops in the first days of life. It is more common in females. Diagnosis is confirmed by applying gentle friction to the lesion and the surrounding skin and checking that the erythema produced in the healthy skin does not appear in the hypopigmented lesion. This pale macule becomes more conspicuous when the lesion and its surroundings are rubbed. The margin of the naevus is ill-defined and consists of an archipelago of small anaemic spots	NOT_TRANSLATED			
en	A variant of port-wine stain characterized by a pale red or even pink tone, in contrast to the darker hue of the port-wine stain. By analogy with the term port-wine stain, this variant rose-wine stain, or nevus roseus. Nevus roseus, however, cannot be definitely diagnosed until adulthood as port-wine stains are sometimes pink in children. While the natural history of port-wine stains includes hypertrophy, darkening, and nodularity, nevus roseus remains unchanged for life	HP:0025106	IAO:0000115	nl	A variant of port-wine stain characterized by a pale red or even pink tone, in contrast to the darker hue of the port-wine stain. By analogy with the term port-wine stain, this variant rose-wine stain, or nevus roseus. Nevus roseus, however, cannot be definitely diagnosed until adulthood as port-wine stains are sometimes pink in children. While the natural history of port-wine stains includes hypertrophy, darkening, and nodularity, nevus roseus remains unchanged for life	NOT_TRANSLATED			
en	A congenital vascular malformation that presents as localized or generalized erythematous-telangiectatic lesions with a reticular pattern; the lesions are almost always present at birth or develop in the first days of life. Cutis marmorata telangiectatica congenita (CMTC) appears as marble-like pattern (mottling) on the surface of the skin. In contrast to cutis marmorata, the marbling is more severe and always visible	HP:0025107	IAO:0000115	nl	A congenital vascular malformation that presents as localized or generalized erythematous-telangiectatic lesions with a reticular pattern; the lesions are almost always present at birth or develop in the first days of life. Cutis marmorata telangiectatica congenita (CMTC) appears as marble-like pattern (mottling) on the surface of the skin. In contrast to cutis marmorata, the marbling is more severe and always visible	NOT_TRANSLATED			
en	Angioma serpiginosum consists of punctate, tightly packed telangiectatic lesions. Characteristic histopathological features are dilated and tortuous capillaries involving the uppermost part of the dermis	HP:0025108	IAO:0000115	nl	Angioma serpiginosum consists of punctate, tightly packed telangiectatic lesions. Characteristic histopathological features are dilated and tortuous capillaries involving the uppermost part of the dermis	NOT_TRANSLATED			
en	Angioma serpentinum	HP:0025108	rdfs:label	nl	Angioma serpentinum	NOT_TRANSLATED			
en	Decrease in the level of pyruvate kinase (PK) within erythrocytes. PK catalyzes the reaction: ATP + pyruvate = ADP + phosphoenolpyruvate	HP:0025109	IAO:0000115	nl	Decrease in the level of pyruvate kinase (PK) within erythrocytes. PK catalyzes the reaction: ATP + pyruvate = ADP + phosphoenolpyruvate	NOT_TRANSLATED			
en	Yellow/white, sharply delineated lesion, typically of inflammatory nature, involving the macula	HP:0025110	IAO:0000115	nl	Yellow/white, sharply delineated lesion, typically of inflammatory nature, involving the macula	NOT_TRANSLATED			
en	Acquired aphakia	HP:0025111	rdfs:label	nl		NOT_TRANSLATED			
en	Decreased tolerance to sound	HP:0025112	IAO:0000115	nl	Decreased tolerance to sound	NOT_TRANSLATED			
en	An adverse response (dislike) to sound no matter what volume the sound is, characterized by a strong negative reaction to soft sounds that can sometimes be further triggered by seeing the source of the offending sound	HP:0025113	IAO:0000115	nl	An adverse response (dislike) to sound no matter what volume the sound is, characterized by a strong negative reaction to soft sounds that can sometimes be further triggered by seeing the source of the offending sound	NOT_TRANSLATED			
en	Hypergranulosis is an increased thickness of the stratum granulosum	HP:0025114	IAO:0000115	nl	Hypergranulosis is an increased thickness of the stratum granulosum	NOT_TRANSLATED			
en	Eosinophilic hyaline ovoid bodies which are often found in the subepidermal papillary regions or sometimes in the epidermis. Civatte bodies (CBs) are seen as rounded, homogenous, eosinophilic masses on routine H and E staining lying in the deeper parts of epidermis/epithelium and more frequently in dermis/connective tissue. They are known as CBs (in epithelium/epidermis), colloid bodies, or hyaline bodies (in connective tissue). They are 10-25 micrometers in diameter and situated mostly within or above the inflammatory cell infiltrate. In lichen planus, the number of necrotic keratinocytes may be so large that they are seen lying in clusters in the uppermost dermis. These bodies show a positive periodic acid Schiff reaction and are diastase resistant	HP:0025115	IAO:0000115	nl	Eosinophilic hyaline ovoid bodies which are often found in the subepidermal papillary regions or sometimes in the epidermis. Civatte bodies (CBs) are seen as rounded, homogenous, eosinophilic masses on routine H and E staining lying in the deeper parts of epidermis/epithelium and more frequently in dermis/connective tissue. They are known as CBs (in epithelium/epidermis), colloid bodies, or hyaline bodies (in connective tissue). They are 10-25 micrometers in diameter and situated mostly within or above the inflammatory cell infiltrate. In lichen planus, the number of necrotic keratinocytes may be so large that they are seen lying in clusters in the uppermost dermis. These bodies show a positive periodic acid Schiff reaction and are diastase resistant	NOT_TRANSLATED			
en	An intrauterine state characterized by suboptimal values in the fetal heart rate, oxygenation of fetal blood, or other parameters indicative of compromise of the fetus. Signs of fetal distress include repetitive variable decelerations, fetal tachycardia or bradycardia, late decelerations, or low biophysical profile	HP:0025116	IAO:0000115	nl	An intrauterine state characterized by suboptimal values in the fetal heart rate, oxygenation of fetal blood, or other parameters indicative of compromise of the fetus. Signs of fetal distress include repetitive variable decelerations, fetal tachycardia or bradycardia, late decelerations, or low biophysical profile	NOT_TRANSLATED			
en	Rete pegs (or ridges) are the epithelial extensions that project into the underlying connective tissue in both skin and mucous membranes. Rete ridge flattening refers to the loss of these projections so that the skin epithelium acquires a relatively flat appearance	HP:0025117	IAO:0000115	nl	Rete pegs (or ridges) are the epithelial extensions that project into the underlying connective tissue in both skin and mucous membranes. Rete ridge flattening refers to the loss of these projections so that the skin epithelium acquires a relatively flat appearance	NOT_TRANSLATED			
en	Rete ridge flattening	HP:0025117	rdfs:label	nl	Rete ridge flattening	NOT_TRANSLATED			
en	Lightening or darkening of the lips from their usual coloring	HP:0025118	IAO:0000115	nl	Lightening or darkening of the lips from their usual coloring	NOT_TRANSLATED			
en	An alteration of the color of the lip to take on a violet color. This term does not include cyanosis	HP:0025119	IAO:0000115	nl	An alteration of the color of the lip to take on a violet color. This term does not include cyanosis	NOT_TRANSLATED			
en	Abnormal circulating reverse T3 concentration	HP:0025120	rdfs:label	nl		NOT_TRANSLATED			
en	A type of epidermal acanthosis characterized by a jagged (sawtooth) appearance of the rete ridges of the epidermis	HP:0025122	IAO:0000115	nl	A type of epidermal acanthosis characterized by a jagged (sawtooth) appearance of the rete ridges of the epidermis	NOT_TRANSLATED			
en	Areas of white discoloration visible on the surface of the teeth (enamel) in the form of streaks or specks	HP:0025123	IAO:0000115	nl	Areas of white discoloration visible on the surface of the teeth (enamel) in the form of streaks or specks	NOT_TRANSLATED			
en	A tendency of teeth to fracture as manifested by a history of repeated fracture of the dental enamel without adequate trauma	HP:0025124	IAO:0000115	nl	A tendency of teeth to fracture as manifested by a history of repeated fracture of the dental enamel without adequate trauma	NOT_TRANSLATED			
en	White lesions of the oral mucosa are generally caused by a condition that increases the thickness of the epithelium. This increases the distance to the vascular bed and thereby tends to change the usual reddish color of the oral mucosa to white. Common causes include hyperkeratosis (thickening of the keratin layer), acanthosis (thickening of the spinous cell layer), increased edema in the epithelium (leukoedema), and reduced vascularity of the underlying lamina propria. Additionally, fibrin caps or surface ulcerations and collapsed bullae can appear white	HP:0025125	IAO:0000115	nl	White lesions of the oral mucosa are generally caused by a condition that increases the thickness of the epithelium. This increases the distance to the vascular bed and thereby tends to change the usual reddish color of the oral mucosa to white. Common causes include hyperkeratosis (thickening of the keratin layer), acanthosis (thickening of the spinous cell layer), increased edema in the epithelium (leukoedema), and reduced vascularity of the underlying lamina propria. Additionally, fibrin caps or surface ulcerations and collapsed bullae can appear white	NOT_TRANSLATED			
en	A corrugated white lesion of the oral mucosa that usually occurs on the lateral or ventral surfaces of the tongue and may have a shaggy or frayed appearance	HP:0025126	IAO:0000115	nl	A corrugated white lesion of the oral mucosa that usually occurs on the lateral or ventral surfaces of the tongue and may have a shaggy or frayed appearance	NOT_TRANSLATED			
en	A scaly, crusty lesion caused by damage from the ultraviolet radiation of the sun, with typical location on sun-exposed areas of the skin. Actinic keratosis lesions are often elevated, rough, and wartlike, and may be red, or occasionally tan, pink, or flesh-toned in color	HP:0025127	IAO:0000115	nl	A scaly, crusty lesion caused by damage from the ultraviolet radiation of the sun, with typical location on sun-exposed areas of the skin. Actinic keratosis lesions are often elevated, rough, and wartlike, and may be red, or occasionally tan, pink, or flesh-toned in color	NOT_TRANSLATED			
en	An abnormally reduced amount of adipose tissue in the abdominal cavity	HP:0025128	IAO:0000115	nl	An abnormally reduced amount of adipose tissue in the abdominal cavity	NOT_TRANSLATED			
en	A structural anomaly of the mucous lining of the small intestine	HP:0025129	IAO:0000115	nl	A structural anomaly of the mucous lining of the small intestine	NOT_TRANSLATED			
en	Lactase is produced in the small intestine in humans, Lactase is a member of the beta-galactosidase family of enzymes, and hydrolyzes D-lactose to form D-galactose and D-glucose, which can be absorbed by the small intestine. There are many ways of assessing lactase activity. In one test, an endoscopic biopsy from the postbulbar duodenum is incubated with lactose on a test plate, and a color reaction develops within 20 min as a result of hydrolyzed lactose (a positive result) in patients with normolactasia, whereas no reaction (a negative result) develops in patients with severe hypolactasia. Other, less direct, tests include the hydrogen breath test, and blood tests following lactose challenges	HP:0025130	IAO:0000115	nl	Lactase is produced in the small intestine in humans, Lactase is a member of the beta-galactosidase family of enzymes, and hydrolyzes D-lactose to form D-galactose and D-glucose, which can be absorbed by the small intestine. There are many ways of assessing lactase activity. In one test, an endoscopic biopsy from the postbulbar duodenum is incubated with lactose on a test plate, and a color reaction develops within 20 min as a result of hydrolyzed lactose (a positive result) in patients with normolactasia, whereas no reaction (a negative result) develops in patients with severe hypolactasia. Other, less direct, tests include the hydrogen breath test, and blood tests following lactose challenges	NOT_TRANSLATED			
en	Enlargement of the soft tissues of one or more fingers	HP:0025131	IAO:0000115	nl	Enlargement of the soft tissues of one or more fingers	NOT_TRANSLATED			
en	A deviation from normal concentration of the hormone estrogen in the blood circulation	HP:0025132	IAO:0000115	nl	A deviation from normal concentration of the hormone estrogen in the blood circulation	NOT_TRANSLATED			
en	A deviation from normal concentrations of estradiol in the circulation	HP:0025133	IAO:0000115	nl	A deviation from normal concentrations of estradiol in the circulation	NOT_TRANSLATED			
en	An elevation above normal limits of the concentration of estradiol in the circulation	HP:0025134	IAO:0000115	nl	An elevation above normal limits of the concentration of estradiol in the circulation	NOT_TRANSLATED			
en	A deviation from normal concentration of estriol in the circulation	HP:0025135	IAO:0000115	nl	A deviation from normal concentration of estriol in the circulation	NOT_TRANSLATED			
en	An elevation above normal limits of estriol concentration in the circulation	HP:0025136	IAO:0000115	nl	An elevation above normal limits of estriol concentration in the circulation	NOT_TRANSLATED			
en	A reduction below normal limits of estriol in the circulation	HP:0025137	IAO:0000115	nl	A reduction below normal limits of estriol in the circulation	NOT_TRANSLATED			
en	A deviation from the normal concentration of circulating estrone	HP:0025138	IAO:0000115	nl	A deviation from the normal concentration of circulating estrone	NOT_TRANSLATED			
en	An elevation above normal limits of the concentration of estrone in the circulation	HP:0025139	IAO:0000115	nl	An elevation above normal limits of the concentration of estrone in the circulation	NOT_TRANSLATED			
en	A reduction below normal limits of the concentration of estrone in the circulation	HP:0025140	IAO:0000115	nl	A reduction below normal limits of the concentration of estrone in the circulation	NOT_TRANSLATED			
en	Ectopic deposition of calcium salts found in the gingiva	HP:0025141	IAO:0000115	nl	Ectopic deposition of calcium salts found in the gingiva	NOT_TRANSLATED			
en	A symptom or manifestation indicating a systemic or general effect of a disease and that may affect the general well-being or status of an individual	HP:0025142	IAO:0000115	nl	A symptom or manifestation indicating a systemic or general effect of a disease and that may affect the general well-being or status of an individual	NOT_TRANSLATED			
en	A sudden sensation of feeling cold	HP:0025143	IAO:0000115	nl	A sudden sensation of feeling cold	NOT_TRANSLATED			
en	Involuntary contraction or twitching of the muscles	HP:0025144	IAO:0000115	nl	Involuntary contraction or twitching of the muscles	NOT_TRANSLATED			
en	Severe chills with violent shivering. A rigor is an episode of shaking or exaggerated shivering which can occur with a high fever	HP:0025145	IAO:0000115	nl	Severe chills with violent shivering. A rigor is an episode of shaking or exaggerated shivering which can occur with a high fever	NOT_TRANSLATED			
en	Deterioration of the tissue of the fovea, i.e.,the region of sharpest vision within the macula of the retina	HP:0025146	IAO:0000115	nl	Deterioration of the tissue of the fovea, i.e.,the region of sharpest vision within the macula of the retina	NOT_TRANSLATED			
en	A shiny appearance of the macula, which is often called a beaten bronze appearance	HP:0025147	IAO:0000115	nl	A shiny appearance of the macula, which is often called a beaten bronze appearance	NOT_TRANSLATED			
en	Beaten bronze macular sheen	HP:0025147	rdfs:label	nl	Beaten bronze macular sheen	NOT_TRANSLATED			
en	A fluorescein angiographic finding of absence of the normal background fluorescence (a dark choroid)	HP:0025148	IAO:0000115	nl	A fluorescein angiographic finding of absence of the normal background fluorescence (a dark choroid)	NOT_TRANSLATED			
en	Partial or complete wasting (loss) of muscularois propria tissue that was once present. The atrophy may involve a marked vacuolar degeneration of myocytes, loss of muscle fibers and some cases a highly characteristic honeycomb fibrosis	HP:0025149	IAO:0000115	nl	Partial or complete wasting (loss) of muscularois propria tissue that was once present. The atrophy may involve a marked vacuolar degeneration of myocytes, loss of muscle fibers and some cases a highly characteristic honeycomb fibrosis	NOT_TRANSLATED			
en	Sparse and small myenteric ganglia	HP:0025150	IAO:0000115	nl	Sparse and small myenteric ganglia	NOT_TRANSLATED			
en	Hyperplastic submucosal and myenteric plexus containing an increased number of ganglion cells, glial cells and nerve fibers	HP:0025151	IAO:0000115	nl	Hyperplastic submucosal and myenteric plexus containing an increased number of ganglion cells, glial cells and nerve fibers	NOT_TRANSLATED			
en	Lack of visual responsiveness or decrease in visual capabilities suggesting a lack of visual responsiveness or decrease in visual capabilities in an infant or young child in which visual behavior fails to meet normal developmental milestones	HP:0025152	IAO:0000115	nl	Lack of visual responsiveness or decrease in visual capabilities suggesting a lack of visual responsiveness or decrease in visual capabilities in an infant or young child in which visual behavior fails to meet normal developmental milestones	NOT_TRANSLATED			
en	Short-lived and not permanent. This term applies to a phenotypic abnormality that is temporary and of short duration	HP:0025153	IAO:0000115	nl	Short-lived and not permanent. This term applies to a phenotypic abnormality that is temporary and of short duration	NOT_TRANSLATED			
en	Presence of biliary veins that serve as a collateral channel to the systemic circulation	HP:0025154	IAO:0000115	nl	Presence of biliary veins that serve as a collateral channel to the systemic circulation	NOT_TRANSLATED			
en	A functional anomaly of the hepatobiliary system	HP:0025155	IAO:0000115	nl	A functional anomaly of the hepatobiliary system	NOT_TRANSLATED			
en	Inability to be weaned from intravenous (parenteral) nutrition, as judged by the hydration status (urine output, blood urea nitrogen, creatinine, urine sodium concentration), ability to maintain weight, stool output, and serum electrolyte status	HP:0025156	IAO:0000115	nl	Inability to be weaned from intravenous (parenteral) nutrition, as judged by the hydration status (urine output, blood urea nitrogen, creatinine, urine sodium concentration), ability to maintain weight, stool output, and serum electrolyte status	NOT_TRANSLATED			
en	An increased concentration of sedoheptulose in the urine. Sedoheptulose is a monosaccharide with seven carbon atoms and a ketone functional group	HP:0025157	IAO:0000115	nl	An increased concentration of sedoheptulose in the urine. Sedoheptulose is a monosaccharide with seven carbon atoms and a ketone functional group	NOT_TRANSLATED			
en	Increased amount of autofluorescence in the retina as ascertained by fundus autofluorescence imaging	HP:0025158	IAO:0000115	nl	Increased amount of autofluorescence in the retina as ascertained by fundus autofluorescence imaging	NOT_TRANSLATED			
en	Decreased amount of autofluorescence in the retina as ascertained by fundus autofluorescence imaging	HP:0025159	IAO:0000115	nl	Decreased amount of autofluorescence in the retina as ascertained by fundus autofluorescence imaging	NOT_TRANSLATED			
en	A temper tantrum is an emotional outburst usually triggered by a sense of frustration and manifested as whining and crying, screaming, kicking, hitting, and breath holding. Temper tantrums are normal in toddlers and young children and usually happen between the ages of one to three years. Temper tantrums may be considered abnormal if they occur at an unusually high frequency, are of unusual severity, or occur at an old age than usual	HP:0025160	IAO:0000115	nl	A temper tantrum is an emotional outburst usually triggered by a sense of frustration and manifested as whining and crying, screaming, kicking, hitting, and breath holding. Temper tantrums are normal in toddlers and young children and usually happen between the ages of one to three years. Temper tantrums may be considered abnormal if they occur at an unusually high frequency, are of unusual severity, or occur at an old age than usual	NOT_TRANSLATED			
en	Temper tantrums that occur more frequently than usual	HP:0025161	IAO:0000115	nl	Temper tantrums that occur more frequently than usual	NOT_TRANSLATED			
en	Temper tantrums whose severity is more severe than usual. For instance, a temper tantrum might be considered to be severe if a child loses control so completely that the child cannot control the tantrum on its own, continuing until it becomes exhausted or a parent intervenes	HP:0025162	IAO:0000115	nl	Temper tantrums whose severity is more severe than usual. For instance, a temper tantrum might be considered to be severe if a child loses control so completely that the child cannot control the tantrum on its own, continuing until it becomes exhausted or a parent intervenes	NOT_TRANSLATED			
en	A structural abnormality of the optic chiasm.The optic chiasm, located below the hypothalamus, is a partial crossing of the optic nerves	HP:0025163	IAO:0000115	nl	A structural abnormality of the optic chiasm.The optic chiasm, located below the hypothalamus, is a partial crossing of the optic nerves	NOT_TRANSLATED			
en	An elevated number of elastic fibers, that is of bundles of proteins and glycoproteins in the extracellular matrix in the reticular dermis. Elastic fibers can stretch and recoil back to their original length. This feature can be appreciated on histology with hematoxylin and eosin or other staining methods	HP:0025164	IAO:0000115	nl	An elevated number of elastic fibers, that is of bundles of proteins and glycoproteins in the extracellular matrix in the reticular dermis. Elastic fibers can stretch and recoil back to their original length. This feature can be appreciated on histology with hematoxylin and eosin or other staining methods	NOT_TRANSLATED			
en	Formation of clumps or aggregates that make up small protuberances from elastic fibers within the dermis (especially the reticular dermis)	HP:0025165	IAO:0000115	nl	Formation of clumps or aggregates that make up small protuberances from elastic fibers within the dermis (especially the reticular dermis)	NOT_TRANSLATED			
en	An increase of the diameter of elastic fibers in the dermis	HP:0025166	IAO:0000115	nl	An increase of the diameter of elastic fibers in the dermis	NOT_TRANSLATED			
en	Elastic fibers in the dermis exhibit an increased number of breaks associated with disorganization of the structure of the elastic fibers	HP:0025167	IAO:0000115	nl	Elastic fibers in the dermis exhibit an increased number of breaks associated with disorganization of the structure of the elastic fibers	NOT_TRANSLATED			
en	Abnormal function of the left ventricule during left ventricular relaxation and filling	HP:0025168	IAO:0000115	nl	Abnormal function of the left ventricule during left ventricular relaxation and filling	NOT_TRANSLATED			
en	Abnormality of left ventricular contraction, often defined operationally as an ejection fraction of less than 40 percent	HP:0025169	IAO:0000115	nl	Abnormality of left ventricular contraction, often defined operationally as an ejection fraction of less than 40 percent	NOT_TRANSLATED			
en	A central nervous system neoplasm with neuronal and, less consistently, glial differentiation	HP:0025170	IAO:0000115	nl	A central nervous system neoplasm with neuronal and, less consistently, glial differentiation	NOT_TRANSLATED			
en	A tumor of the central nervous system that has components of both neurocytic and glial areas, whereby usually the glial component of the tumour predominates. Rossette-forming glioneuronal tumors (RGNT) have biphasic cytoarchitecture with two elements; neurocytic rosettes resembling Homer-Wright rosettes, and astrocytic component resembling a pilocytic astrocytoma. RGNTs are low-grade tumors that lack histopathological signs of malignancy	HP:0025171	IAO:0000115	nl	A tumor of the central nervous system that has components of both neurocytic and glial areas, whereby usually the glial component of the tumour predominates. Rossette-forming glioneuronal tumors (RGNT) have biphasic cytoarchitecture with two elements; neurocytic rosettes resembling Homer-Wright rosettes, and astrocytic component resembling a pilocytic astrocytoma. RGNTs are low-grade tumors that lack histopathological signs of malignancy	NOT_TRANSLATED			
en	Thickening of the interlobular septa of the lungs as seen on a high-resolution computed tomography scan with a smooth appearance of the interlobular septa	HP:0025172	IAO:0000115	nl	Thickening of the interlobular septa of the lungs as seen on a high-resolution computed tomography scan with a smooth appearance of the interlobular septa	NOT_TRANSLATED			
en	Thickening of the interlobular septa of the lungs as seen on a high-resolution computed tomography scan with a nodular or beaded appearance of the interlobular septa	HP:0025173	IAO:0000115	nl	Thickening of the interlobular septa of the lungs as seen on a high-resolution computed tomography scan with a nodular or beaded appearance of the interlobular septa	NOT_TRANSLATED			
en	Thickening of the interlobular septa of the lungs as seen on a high-resolution computed tomography scan with an irregular appearance of the interlobular septa. THis feature is often associated with distortion of lung architecture	HP:0025174	IAO:0000115	nl	Thickening of the interlobular septa of the lungs as seen on a high-resolution computed tomography scan with an irregular appearance of the interlobular septa. THis feature is often associated with distortion of lung architecture	NOT_TRANSLATED			
en	Honeycombing represents destroyed and fibrotic lung tissue containing numerous cystic airspaces with thick fibrous walls, representing the late stage of various lung diseases, with complete loss of acinar architecture. The cysts range in size from a few millimeters to several centimeters in diameter, have variable wall thickness, and are lined by metaplastic bronchiolar epithelium. On chest radiographs, honeycombing appears as closely approximated ring shadows, typically 3-10 mm in diameter with walls 1-3 mm in thickness, that resemble a honeycomb; the finding implies end-stage lung disease. On CT scans, the appearance is of clustered cystic air spaces, typically of comparable diameters on the order of 3-10 mm but occasionally as large as 2.5 cm. Honeycombing is usually subpleural and is characterized by well-defined walls. It is a CT feature of established pulmonary fibrosis. Because honeycombing is often considered specific for pulmonary fibrosis and is an important criterion in the diagnosis of usual interstitial pneumonia, the term should be used with care, as it may directly impact patient care	HP:0025175	IAO:0000115	nl	Honeycombing represents destroyed and fibrotic lung tissue containing numerous cystic airspaces with thick fibrous walls, representing the late stage of various lung diseases, with complete loss of acinar architecture. The cysts range in size from a few millimeters to several centimeters in diameter, have variable wall thickness, and are lined by metaplastic bronchiolar epithelium. On chest radiographs, honeycombing appears as closely approximated ring shadows, typically 3-10 mm in diameter with walls 1-3 mm in thickness, that resemble a honeycomb; the finding implies end-stage lung disease. On CT scans, the appearance is of clustered cystic air spaces, typically of comparable diameters on the order of 3-10 mm but occasionally as large as 2.5 cm. Honeycombing is usually subpleural and is characterized by well-defined walls. It is a CT feature of established pulmonary fibrosis. Because honeycombing is often considered specific for pulmonary fibrosis and is an important criterion in the diagnosis of usual interstitial pneumonia, the term should be used with care, as it may directly impact patient care	NOT_TRANSLATED			
en	A fine reticular pattern on high-resolution computed tomography, with the visible lines separated by a few millimeters. Regions of the lung with intralobular interstitial thickening characteristically show a fine lacelike or netlike appearance	HP:0025176	IAO:0000115	nl	A fine reticular pattern on high-resolution computed tomography, with the visible lines separated by a few millimeters. Regions of the lung with intralobular interstitial thickening characteristically show a fine lacelike or netlike appearance	NOT_TRANSLATED			
en	Thickening of the peribronchovascular interstitium, a connective tissue sheath that surrounds the central bronchi and pulmonary arteries. The peribronchovascular interstitium extends from the level of the pulmonary hila into the peripheral lung. This feature may be ascertained on high-resolution computer tomography	HP:0025177	IAO:0000115	nl	Thickening of the peribronchovascular interstitium, a connective tissue sheath that surrounds the central bronchi and pulmonary arteries. The peribronchovascular interstitium extends from the level of the pulmonary hila into the peripheral lung. This feature may be ascertained on high-resolution computer tomography	NOT_TRANSLATED			
en	Increase in thickness of the subpleural interstitium	HP:0025178	IAO:0000115	nl	Increase in thickness of the subpleural interstitium	NOT_TRANSLATED			
