source_language	translation_language	subject_id	source_value	predicate_id	translation_value	translation_status
en	es	HP:0009626	Contractures of the interphalangeal joint of the thumb	rdfs:label	Contracturas de la articulación interfalángica del dedo pulgar	OFFICIAL
en	es	HP:0009714	Abnormality of the epididymis	rdfs:label	Anomalía del epidídimo	OFFICIAL
en	es	HP:0009723	Abnormality of the subungual region	rdfs:label	Anomalía de la región subungueal	OFFICIAL
en	es	HP:0009735	Spinal neurofibromas	rdfs:label	Neurofibromas espinales	OFFICIAL
en	es	HP:0009736	Tibial pseudoarthrosis	rdfs:label	Seudoartrosis tibial	OFFICIAL
en	es	HP:0009738	Abnormality of the antihelix	rdfs:label	Anomalía del antihelix	OFFICIAL
en	es	HP:0009745	Spinalarachnoid cyst	rdfs:label	Quiste espinal aracnoideo	OFFICIAL
en	es	HP:0009779	3rd-4th toe syndactyly	rdfs:label	Sindactilia de dedos 3-4 del pie	OFFICIAL
en	es	HP:0009804	Reduced number of teeth	rdfs:label	Reducción del número de dientes	OFFICIAL
en	es	HP:0009809	Abnormality of upper limb metaphysis	rdfs:label	Anomalía de metáfisis del miembro superior	OFFICIAL
en	es	HP:0009896	Abnormality of the antitragus	rdfs:label	Anomalía del antitragus	OFFICIAL
en	es	HP:0009912	Abnormality of the tragus	rdfs:label	Anomalía del trago	OFFICIAL
en	es	HP:0009922	Vascular remnant arising from the disc	rdfs:label	Persistencia de la arteria hialoidea	OFFICIAL
en	es	HP:0009929	Abnormality of the columella	rdfs:label	Anomalía de la columela	OFFICIAL
en	es	HP:0010009	Abnormality of the 1st metacarpal	rdfs:label	Anomalía del primer metacarpiano	OFFICIAL
en	es	HP:0010010	Abnormality of the 2nd metacarpal	rdfs:label	Anomalía del segundo metacarpiano	OFFICIAL
en	es	HP:0010011	Abnormality of the 3rd metacarpal	rdfs:label	Anomalía del tercer metacarpiano	OFFICIAL
en	es	HP:0010012	Abnormality of the 4th metacarpal	rdfs:label	Anomalía del cuarto metacarpiano	OFFICIAL
en	es	HP:0010013	Abnormality of the 5th metacarpal	rdfs:label	Anomalía del quinto metacarpiano	OFFICIAL
en	es	HP:0010057	Abnormality of the phalanges of the hallux	rdfs:label	Anomalía de las falanges del dedo gordo del pie	OFFICIAL
en	es	HP:0010160	Abnormality of the epiphyses of the toes	rdfs:label	Anomalía de las epífisis de los dedos de los pies	OFFICIAL
en	es	HP:0010161	Abnormality of the phalanges of the toes	rdfs:label	Anomalía de las falanges de los dedos de los pies	OFFICIAL
en	es	HP:0010221	Pseudoepiphysis of the 2nd metacarpal	rdfs:label	Pseudoepífisis del segundo metacarpiano	OFFICIAL
en	es	HP:0010222	Abnormality of the epiphysis of the 3rd metacarpal	rdfs:label	Anomalía de la epífisis del tercer metacarpiano	OFFICIAL
en	es	HP:0010224	Abnormality of the epiphysis of the 4th metacarpal	rdfs:label	Anomalía de la epífisis del cuarto metacarpiano	OFFICIAL
en	es	HP:0010226	Abnormality of the epiphysis of the 5th metacarpal	rdfs:label	Anomalía de la epífisis del quinto metacarpiano	OFFICIAL
en	es	HP:0010289	Cleft of alveolar ridge of maxilla	rdfs:label	Hendidura de la cresta alveolar	OFFICIAL
en	es	HP:0010299	Abnormality of dentin	rdfs:label	Anomalía de la dentina	OFFICIAL
en	es	HP:0010319	Abnormality of the 2nd toe	rdfs:label	Anomalía del segundo dedo del pie	OFFICIAL
en	es	HP:0010320	Abnormality of the 3rd toe	rdfs:label	Anomalía del tercer dedo del pie	OFFICIAL
en	es	HP:0010321	Abnormality of the 4th toe	rdfs:label	Anomalía del cuarto dedo del pie	OFFICIAL
en	es	HP:0010322	Abnormality of the 5th toe	rdfs:label	Anomalía del quinto dedo del pie	OFFICIAL
en	es	HP:0010324	Abnormality of phalanx of the 2nd toe	rdfs:label	Anomalía de la falange del segundo dedo del pie	OFFICIAL
en	es	HP:0010353	Symphalangism affecting the phalanges of the 2nd toe	rdfs:label	Sinfalangismo afectando las falanges del segundo dedo del pie	OFFICIAL
en	es	HP:0010358	Abnormality of the proximal phalanx of the 2nd toe	rdfs:label	Anomalía de la falange proximal del segundo dedo del pie	OFFICIAL
en	es	HP:0010370	Abnormality of the proximal phalanx of the 3rd toe	rdfs:label	Anomalía de la falange proximal del tercer dedo del pie	OFFICIAL
en	es	HP:0010382	Abnormality of the proximal phalanx of the 4th toe	rdfs:label	Anomalía de la falange proximal del cuarto dedo del pie	OFFICIAL
en	es	HP:0010394	Abnormality of the proximal phalanx of the 5th toe	rdfs:label	Anomalía de la falange proximal del quinto dedo del pie	OFFICIAL
en	es	HP:0010440	Ectopic accesory toe-like appendage	rdfs:label	Apéndice accesorio con forma de dedo del pie	OFFICIAL
en	es	HP:0010444	Pulmonary insufficiency	rdfs:label	Insuficiencia pulmonar	OFFICIAL
en	es	HP:0010456	Abnormality of the greater sacrosciatic notch	rdfs:label	Anomalía del hendidura sacrociática mayor	OFFICIAL
en	es	HP:0010457	Widening of the sacrosciatic notch	rdfs:label	Ensanchamiento de la hendidura sacrociática	OFFICIAL
en	es	HP:0010524	Agnosia	rdfs:label	Agnosia	OFFICIAL
en	es	HP:0010527	Astereognosia	rdfs:label	Astereognosia	OFFICIAL
en	es	HP:0010530	Palatal myoclonus	rdfs:label	Mioclono palatino	OFFICIAL
en	es	HP:0010569	Elevated 7-dehydrocholesterol	rdfs:label	7-dehidrocolesterol elevado	OFFICIAL
en	es	HP:0010570	Low maternal serum alpha-fetoprotein	rdfs:label	Alfa-fetoproteína disminuída en suero materno	OFFICIAL
en	es	HP:0010571	Elevated levels of phytanic acid	rdfs:label	Niveles elevados de ácido fitánico	OFFICIAL
en	es	HP:0010587	Triangular epiphyses	rdfs:label	Epífisis triangulares	OFFICIAL
en	es	HP:0010593	Abnormality of fibular epiphyses	rdfs:label	Anomalía de las epífisis de peroné	OFFICIAL
en	es	HP:0010600	Abnormality of the distal ulnar epiphysis	rdfs:label	Anomalía de la epífisis distal del cúbito	OFFICIAL
en	es	HP:0010601	Abnormality of the proximal ulnar epiphysis	rdfs:label	Anomalía de la epífisis cubital proximal	OFFICIAL
en	es	HP:0010630	Abnormality of metatarsal epiphysis	rdfs:label	Anomalía de epífisis de los metatarsianos	OFFICIAL
en	es	HP:0010640	Abnormality of the nasal cavity	rdfs:label	Anomalía de la cavidad nasal	OFFICIAL
en	es	HP:0010662	Abnormality of the diencephalon	rdfs:label	Anomalía del diencéfalo	OFFICIAL
en	es	HP:0010663	Abnormality of thalamus morphology	rdfs:label	Alteración en la morfología del tálamo	OFFICIAL
en	es	HP:0010668	Abnormality of the zygomatic bone	rdfs:label	Anomalía del hueso cigomático	OFFICIAL
en	es	HP:0010674	Abnormality of the curvature of the vertebral column	rdfs:label	Anomalía de la curvatura de la columna vertebral	OFFICIAL
en	es	HP:0010692	2nd-5th finger syndactyly	rdfs:label	Sindactilia de dedos 2-5 de la mano	OFFICIAL
en	es	HP:0010701	Abnormal immunoglobulin level	rdfs:label	Nivel anormal de inmunoglobulinas	OFFICIAL
en	es	HP:0010702	Increased antibody level in blood	rdfs:label	Hipergammaglobulinemia	OFFICIAL
en	es	HP:0010704	1st-2nd finger syndactyly	rdfs:label	Sindactilia de dedos 1-2 de la mano	OFFICIAL
en	es	HP:0010705	4th-5th finger syndactyly	rdfs:label	Sindactilia de dedos 4-5 de la mano	OFFICIAL
en	es	HP:0010706	1st-3rd finger syndactyly	rdfs:label	Sindactilia de dedos 1-3 de la mano	OFFICIAL
en	es	HP:0010707	1st-4th finger syndactyly	rdfs:label	Sindactilia de dedos 1-4 de la mano	OFFICIAL
en	es	HP:0010708	1st-5th finger syndactyly	rdfs:label	Sindactilia de dedos 1-5 de la mano	OFFICIAL
en	es	HP:0010709	2nd-4thr finger syndactyly	rdfs:label	Sindactilia de dedos 2-4 de la mano	OFFICIAL
en	es	HP:0010710	3rd-5th finger syndactyly	rdfs:label	Sindactilia de dedos 3-5 de la mano	OFFICIAL
en	es	HP:0010711	1st-2nd toe syndactyly	rdfs:label	Sindactilia de dedos 1-2 del pie	OFFICIAL
en	es	HP:0010712	1st-4th toe syndactyly	rdfs:label	Sindactilia de dedos 1-4 del pie	OFFICIAL
en	es	HP:0010713	1st-5th toe syndactyly	rdfs:label	Sindactilia de dedos 1-5 del pie	OFFICIAL
en	es	HP:0010714	2nd-4th toe syndactyly	rdfs:label	Sindactilia de dedos 2-4 del pie	OFFICIAL
en	es	HP:0010715	2nd-5th toe syndactyly	rdfs:label	Sindactilia de dedos 2-5 de los pies	OFFICIAL
en	es	HP:0010716	3rd-5th toe syndactyly	rdfs:label	Sindactilia de dedos 3-5 del pie	OFFICIAL
en	es	HP:0010790	Hyoplasia of the Leydig cells	rdfs:label	Hipoplasia de las células de Leydig	OFFICIAL
en	es	HP:0010818	Generalized tonic seizures	rdfs:label	Convulsiones tónicas generalizadas	OFFICIAL
en	es	HP:0010819	Atonic seizures	rdfs:label	Convulsiones atónicas	OFFICIAL
en	es	HP:0010820	Dacrystic seizures	rdfs:label	Convulsiones dacrísticas	OFFICIAL
en	es	HP:0010821	Gelastic seizures	rdfs:label	Crisis gelásticas	OFFICIAL
en	es	HP:0010827	Abnormality of the seventh cranial nerve	rdfs:label	Anomalía del VII par craneal o nervio facial	OFFICIAL
en	es	HP:0010837	Decreased serum ceruloplasmin	rdfs:label	Ceruloplasmina en suero disminuida	OFFICIAL
en	es	HP:0010876	Abnormal circulating protein level	rdfs:label	Anomalía del nivel de proteínas circulantes	OFFICIAL
en	es	HP:0010937	Abnormality of the nasal skeleton	rdfs:label	Anomalía del esqueleto nasal	OFFICIAL
en	es	HP:0010938	Abnormality of the external nose	rdfs:label	Anomalía nasal externa	OFFICIAL
en	es	HP:0010939	Abnormality of the nasal bone	rdfs:label	Anomalía del hueso nasal	OFFICIAL
en	es	HP:0010948	Abnormality of the fetal cardiovascular system	rdfs:label	Anomalía del sistema cardiovascular fetal	OFFICIAL
en	es	HP:0010950	Abnormality of the fourth ventricle	rdfs:label	Anomalía del cuarto ventrículo	OFFICIAL
en	es	HP:0010951	Abnormality of the third ventricle	rdfs:label	Anomalía del tercer ventrículo	OFFICIAL
en	es	HP:0010959	Congenital cystic adenomatoid malformation of the lung	rdfs:label	Malformación adenomatoidea quística congénita del pulmón	OFFICIAL
en	es	HP:0010960	Bronchopulmonary sequestration	rdfs:label	Secuestro broncopulmonar	OFFICIAL
en	es	HP:0010961	Intralobar sequestration	rdfs:label	Secuestro intralobar	OFFICIAL
en	es	HP:0010962	Extralobar sequestration	rdfs:label	Secuestro extralobar	OFFICIAL
en	es	HP:0010965	Abnormal circulating phytanic acid level	rdfs:label	Anomalía del metabolismo del ácido fitánico	OFFICIAL
en	es	HP:0010976	B lymphocytopenia	rdfs:label	Linfocitopenia B	OFFICIAL
en	es	HP:0010985	Gonosomal inheritance	rdfs:label	Herencia gonosomal	OFFICIAL
en	es	HP:0010991	Abnormality of the abdominal musculature	rdfs:label	Anomalía de la musculatura abdominal	OFFICIAL
en	es	HP:0010993	Abnormality of the cerebral subcortex	rdfs:label	Anomalía de la subcorteza cerebral	OFFICIAL
en	es	HP:0010996	Abnormal circulating monocarboxylic acid cocentration	rdfs:label	Anomalía del metabolismo de los ácidos monocarboxílicos	OFFICIAL
en	es	HP:0011006	Abnormality of the musculature of the neck	rdfs:label	Anomalía de la musculatura del cuello	OFFICIAL
en	es	HP:0011016	Abnormality of urine glucose concentration	rdfs:label	Anomalía de la concentración de glucosa urinaria	OFFICIAL
en	es	HP:0011021	Abnormality of circulating enzyme level	rdfs:label	Anomalía del nivel enzimático circulante	OFFICIAL
en	es	HP:0011027	Abnormality of the fallopian tube	rdfs:label	Anomalía de la trompa de Falopio	OFFICIAL
en	es	HP:0011038	Abnormality of renal resorption	rdfs:label	Anomalía de la reabsorción renal	OFFICIAL
en	es	HP:0011039	Abnormality of the helix	rdfs:label	Anomalía de la hélice	OFFICIAL
en	es	HP:0011040	Abnormality of the intrahepatic bile duct	rdfs:label	Anomalía de la vía biliar intrahepática	OFFICIAL
en	es	HP:0011042	Abnormal blood potassium concentration	rdfs:label	Anomalía de la homeostasis de potasio	OFFICIAL
en	es	HP:0011043	Abnormality of circulating adrenocorticotropin level	rdfs:label	Alteración del nivel plasmático de adrenocorticotropina	OFFICIAL
en	es	HP:0011063	Abnormality of incisor morphology	rdfs:label	Anomalía de la morfología de los incisivos	OFFICIAL
en	es	HP:0011069	Increased number of teeth	rdfs:label	Aumento del número de dientes	OFFICIAL
en	es	HP:0011070	Abnormality of molar morphology	rdfs:label	Anomalía de la morfología molar	OFFICIAL
en	es	HP:0011071	Abnormality of permanent molar morphology	rdfs:label	Anomalía de la morfología molar permanente	OFFICIAL
en	es	HP:0011080	Abnormality of premolar morphology	rdfs:label	Anomalía de la morfología premolar	OFFICIAL
en	es	HP:0011094	Overbite	rdfs:label	Sobremordida	OFFICIAL
en	es	HP:0011097	Epileptic spasms	rdfs:label	Espasmos epilépticos	OFFICIAL
en	es	HP:0011110	Tonsillitis	rdfs:label	Amigdalitis	OFFICIAL
en	es	HP:0011111	Abnormality of immune serum protein physiology	rdfs:label	Alteración de la función de proteínas séricas inmunitarias	OFFICIAL
en	es	HP:0011112	Abnormality of serum cytokine level	rdfs:label	Alteración del nivel de citoquinas en suero	OFFICIAL
en	es	HP:0011115	Abnormality of chemokine secretion	rdfs:label	Alteración de la secreción de quimioquinas	OFFICIAL
en	es	HP:0011116	Abnormality of interferon secretion	rdfs:label	Alteración de la secreción de interferón	OFFICIAL
en	es	HP:0011117	Abnormality of interleukin secretion	rdfs:label	Alteración de la secreción de interleuquina	OFFICIAL
en	es	HP:0011119	Abnormality of the nasal dorsum	rdfs:label	Anomalía del dorso nasal	OFFICIAL
en	es	HP:0011121	Abnormality of skin morphology	rdfs:label	Anomalía de la morfología de la piel	OFFICIAL
en	es	HP:0011124	Abnormality of epidermal morphology	rdfs:label	Anomalía de la morfología de la epidermis	OFFICIAL
en	es	HP:0011131	Perianal rash	rdfs:label	Erupción perianal	OFFICIAL
en	es	HP:0011138	Abnormality of skin adnexa morphology	rdfs:label	Anomalía de anexos de la piel	OFFICIAL
en	es	HP:0011146	obsolete Dialeptic seizures	rdfs:label	Crisis convulsivas dialépticas	OFFICIAL
en	es	HP:0011150	Myoclonic absence	rdfs:label	Crisis de ausencia mioclónicas	OFFICIAL
en	es	HP:0011151	Obtundation status	rdfs:label	Estado obnubilado	OFFICIAL
en	es	HP:0011155	Focal autonomic seizures with altered responsiveness	rdfs:label	Convulsiones autonómicas focales con respuesta alterada	OFFICIAL
en	es	HP:0011156	Focal autonomic seizures without altered responsiveness	rdfs:label	Convulsiones autonómicas focales sin respuesta alterada	OFFICIAL
en	es	HP:0011158	Focal sensory auditory seizure	rdfs:label	Auras auditivas	OFFICIAL
en	es	HP:0011159	Epigastric auras	rdfs:label	Auras epigástricas	OFFICIAL
en	es	HP:0011160	Focal sensory gustatory seizure	rdfs:label	Auras gustativas	OFFICIAL
en	es	HP:0011161	Olfactory auras	rdfs:label	Auras olfativas	OFFICIAL
en	es	HP:0011162	Psychic auras	rdfs:label	Auras psíquicas	OFFICIAL
en	es	HP:0011163	Somatosensory auras	rdfs:label	Auras somatosensoriales	OFFICIAL
en	es	HP:0011164	Vegetative auras	rdfs:label	Auras vegetativas	OFFICIAL
en	es	HP:0011165	Visual auras	rdfs:label	Auras visuales	OFFICIAL
en	es	HP:0011166	Focal myoclonic seizures	rdfs:label	Convulsiones mioclónicas focales	OFFICIAL
en	es	HP:0011167	Focal tonic seizures	rdfs:label	Convulsiones tónicas focales	OFFICIAL
en	es	HP:0011168	Eyelid myoclonias	rdfs:label	Mioclonías en los párpados	OFFICIAL
en	es	HP:0011169	Generalized clonic seizures	rdfs:label	Convulsiones clónicas generalizadas	OFFICIAL
en	es	HP:0011170	Myoclonic atonic seizures	rdfs:label	Convulsiones atónicas mioclónicas	OFFICIAL
en	es	HP:0011171	Simple febrile seizures	rdfs:label	Crisis febriles simples	OFFICIAL
en	es	HP:0011172	Complex febrile seizures	rdfs:label	Convulsiones febriles complejas	OFFICIAL
en	es	HP:0011173	Hypokinetic seizures	rdfs:label	Convulsiones hipocinéticas	OFFICIAL
en	es	HP:0011174	Hyperkinetic seizures	rdfs:label	Convulsiones hiperquinéticas	OFFICIAL
en	es	HP:0011175	Versive seizures	rdfs:label	Convulsiones versivas	OFFICIAL
en	es	HP:0011227	Elevated C-reactive protein level	rdfs:label	Nivel elevado de proteína c-reactiva	OFFICIAL
en	es	HP:0011278	Intrapulmonary sequestration	rdfs:label	Secuestro intrapulmonar	OFFICIAL
en	es	HP:0011279	Abnormality of urine bicarbonate concentration	rdfs:label	Anomalía en la concentración de bicarbonato urinario	OFFICIAL
en	es	HP:0011281	Abnormality of urine catecholamine concentration	rdfs:label	Anomalía en la concentración de catecolaminas en orina	OFFICIAL
en	es	HP:0011282	Abnormality of hindbrain morphology	rdfs:label	Alteración en la morfología del cerebro posterior o romboencéfalo	OFFICIAL
en	es	HP:0011283	Abnormality of the metencephalon	rdfs:label	Anomalía del metencéfalo	OFFICIAL
en	es	HP:0011314	Abnormality of long bone morphology	rdfs:label	Anomalía de la morfología de los huesos largos	OFFICIAL
en	es	HP:0011328	Abnormality of fontanelles	rdfs:label	Anomalía de las fontanelas	OFFICIAL
en	es	HP:0011348	Abnormality of the sixth cranial nerve	rdfs:label	Anomalía del VI par craneal o abducente	OFFICIAL
en	es	HP:0011349	Abducens palsy	rdfs:label	Parálisis del vi par craneal (abducente)	OFFICIAL
en	es	HP:0011357	Abnormality of hair density	rdfs:label	Anomalía de la densidad del cabello	OFFICIAL
en	es	HP:0011376	Morphological abnormality of the vestibule of the inner ear	rdfs:label	Anomalía morfológica del vestíbulo del oído interno	OFFICIAL
en	es	HP:0011380	Morphological abnormality of the semicircular canal	rdfs:label	Anomalía morfológica del canal semicircular	OFFICIAL
en	es	HP:0011390	Morphological abnormality of the inner ear	rdfs:label	Anomalía morfológica del oído interno	OFFICIAL
en	es	HP:0011391	Morphological abnormality of the nerves of the inner ear	rdfs:label	Anomalía morfológica de los nervios del oído interno	OFFICIAL
en	es	HP:0011398	Central hypotonia	rdfs:label	Hipotonía central	OFFICIAL
en	es	HP:0011399	Tibialis atrophy	rdfs:label	Atrofia de músculo tibial	OFFICIAL
en	es	HP:0011403	Abnormal umbilical cord blood vessels	rdfs:label	Vasos sanguíneos de cordón umbilical anormales	OFFICIAL
en	es	HP:0011409	Abnormality of placental membranes	rdfs:label	Anomalía de membrana placentaria	OFFICIAL
en	es	HP:0011410	Caesarian section	rdfs:label	Cesárea	OFFICIAL
en	es	HP:0011432	High maternal serum alpha-fetoprotein	rdfs:label	Alfa-fetoproteína elevada en suero materno	OFFICIAL
en	es	HP:0011433	High maternal serum chorionic gonadotropin	rdfs:label	Gonadotropina elevada en suero materno	OFFICIAL
en	es	HP:0011434	Low maternal serum chorionic gonadotropin	rdfs:label	Gonadotropina disminuída en suero materno	OFFICIAL
en	es	HP:0011435	Low maternal serum PAPP-A	rdfs:label	PAPP-A baja en suero materno	OFFICIAL
en	es	HP:0011441	Abnormality of the medulla oblongata	rdfs:label	Anomalía de la médula oblongada o bulbo raquídeo	OFFICIAL
en	es	HP:0011442	Abnormality of central motor function	rdfs:label	Alteración de la función motora central	OFFICIAL
en	es	HP:0011446	Abnormality of higher mental function	rdfs:label	Alteración en las funciones mentales superiores	OFFICIAL
en	es	HP:0011451	Congenital microcephaly	rdfs:label	Microcefalia congénita	OFFICIAL
en	es	HP:0011453	Abnormality of the incus	rdfs:label	Anomalía del yunque	OFFICIAL
en	es	HP:0011454	Abnormality of the malleus	rdfs:label	Anomalía del martillo	OFFICIAL
en	es	HP:0011472	Abnormality of small intestinal villus morphology	rdfs:label	Anomalía de la morfología de las vellosidades intestinales	OFFICIAL
en	es	HP:0011486	Abnormality of corneal thickness	rdfs:label	Anomalía del grosor corneal	OFFICIAL
en	es	HP:0011492	Abnormality of corneal stroma	rdfs:label	Anomalía del estroma corneal	OFFICIAL
en	es	HP:0011497	Iris neovascularization	rdfs:label	Neovascularización del iris	OFFICIAL
en	es	HP:0011513	Retinal cavernous angioma	rdfs:label	Angioma cavernoso de retina	OFFICIAL
en	es	HP:0011605	Congenitally corrected transposition of the great arteries with ventricular septal defect	rdfs:label	Transposición corregida de las grandes arterias con comunicación interventricular	OFFICIAL
en	es	HP:0011712	Right bundle branch block	rdfs:label	Bloqueo de rama derecha	OFFICIAL
en	es	HP:0011730	Abnormality of central sensory function	rdfs:label	Alteración en la función sensorial central	OFFICIAL
en	es	HP:0011732	Abnormality of adrenal morphology	rdfs:label	Alteración de la morfología adrenal	OFFICIAL
en	es	HP:0011751	Abnormality of the posterior pituitary	rdfs:label	Alteración de la hipófisis posterior	OFFICIAL
en	es	HP:0011766	Abnormality of the parathyroid morphology	rdfs:label	Alteración de la morfología paratiroidea	OFFICIAL
en	es	HP:0011772	Abnormality of thyroid morphology	rdfs:label	Alteración de la morfología del tiroides	OFFICIAL
en	es	HP:0011785	Thyrotoxicosis with toxic multinodular goitre	rdfs:label	Tirotoxicosis con bocio multinodular tóxico	OFFICIAL
en	es	HP:0011789	Thyroid-stimulating hormone receptor defect	rdfs:label	Déficit del receptor de la hormona estimulante de la tiroides (TSHR)	OFFICIAL
en	es	HP:0011805	Abnormal muscle morphology	rdfs:label	Anomalía de la morfología muscular	OFFICIAL
en	es	HP:0011814	Increased urinary hypoxanthine	rdfs:label	Aumento de hipoxantina urinaria	OFFICIAL
en	es	HP:0011821	Abnormality of facial skeleton	rdfs:label	Anomalía del esqueleto facial	OFFICIAL
en	es	HP:0011842	Abnormality of skeletal morphology	rdfs:label	Anomalía de la morfología esquelética	OFFICIAL
en	es	HP:0011843	Abnormality of skeletal physiology	rdfs:label	Anomalía de la función ósea	OFFICIAL
en	es	HP:0011861	Bilateral trilobed lungs	rdfs:label	Pulmones trilobulados bilaterales	OFFICIAL
en	es	HP:0011867	Abnormality of the wing of the ilium	rdfs:label	Anomalía del ala del ilion	OFFICIAL
en	es	HP:0011892	Low levels of vitamin K	rdfs:label	Deficiencia de vitamina k	OFFICIAL
en	es	HP:0011897	Neutrophilia	rdfs:label	Neutrofilia	OFFICIAL
en	es	HP:0011911	Abnormality of metacarpophalangeal joint	rdfs:label	Anomalía de la articulación metacarpofalángica	OFFICIAL
en	es	HP:0011931	Abnormality of the cerebellar peduncle	rdfs:label	Anomalía del pedúnculo cerebeloso	OFFICIAL
en	es	HP:0011932	Abnormality of the superior cerebellar peduncle	rdfs:label	Anomalía del pedúnculo cerebeloso superior	OFFICIAL
en	es	HP:0011939	3rd-4th finger cutaneous syndactyly	rdfs:label	Sindactilia cutánea completa de dedos 3-4 de la mano	OFFICIAL
en	es	HP:0011942	Increased urinary sulfite	rdfs:label	Aumento del sulfito urinario	OFFICIAL
en	es	HP:0011976	Elevated urinary catecholamines	rdfs:label	Catecolaminas urinarias elevadas	OFFICIAL
en	es	HP:0011979	Elevated urinary dopamine	rdfs:label	Dopamina urinaria elevada	OFFICIAL
en	es	HP:0011990	Abnormality of neutrophil physiology	rdfs:label	Alteración de la función de los neutrófilos	OFFICIAL
en	es	HP:0011991	Abnormal neutrophil count	rdfs:label	Recuento anormal de neutrófilos	OFFICIAL
en	es	HP:0011992	Abnormality of neutrophil morphology	rdfs:label	Alteración de la morfología de los neutrófilos	OFFICIAL
en	es	HP:0012002	Experiential auras	rdfs:label	Auras psíquicas o experienciales	OFFICIAL
en	es	HP:0012003	Affective auras	rdfs:label	Aura afectiva	OFFICIAL
en	es	HP:0012004	Mnemonic auras	rdfs:label	Auras mnemónicas	OFFICIAL
en	es	HP:0012005	Deja vu	rdfs:label	"Deja vu o fenómeno de lo ""ya visto"""	OFFICIAL
en	es	HP:0012006	Jamais vu	rdfs:label	"Jamais vu o fenómeno de lo ""jamás visto"""	OFFICIAL
en	es	HP:0012007	Hallucinatory auras	rdfs:label	Auras alucinatorias	OFFICIAL
en	es	HP:0012008	Illusory auras	rdfs:label	Auras ilusorias	OFFICIAL
en	es	HP:0012053	Low serum calcifediol	rdfs:label	Calcifediol sérico bajo (25-hidroxicolecalciferol)	OFFICIAL
en	es	HP:0012071	Abnormal circulating acetylcarnitine concentration	rdfs:label	Anomalía en la homeostasis ácido-base	OFFICIAL
en	es	HP:0012100	Abnormal circulating creatinine level	rdfs:label	Nivel de creatinina circulante anormal	OFFICIAL
en	es	HP:0012116	Abnormal albumin level	rdfs:label	Nivel de albúmina anormal	OFFICIAL
en	es	HP:0012144	Abnormality monocyte morphology	rdfs:label	Alteración de las células del linaje de monocitos / macrófagos	OFFICIAL
en	es	HP:0012178	Reduced natural killer cell activity	rdfs:label	Disminución de la actividad de las células asesinas naturales	OFFICIAL
en	es	HP:0012208	Nonmotile sperm	rdfs:label	Espermatozoides inmóviles	OFFICIAL
en	es	HP:0012234	Agranulocytosis	rdfs:label	Agranulocitosis	OFFICIAL
en	es	HP:0012290	Mouth neoplasm	rdfs:label	Neoplasia de la boca	OFFICIAL
en	es	HP:0012294	Abnormality of the occipital bone	rdfs:label	Anomalía del hueso occipital	OFFICIAL
en	es	HP:0012308	Decreased serum complement C9	rdfs:label	Disminución sérica de C9 del complemento	OFFICIAL
en	es	HP:0012311	Monocytosis	rdfs:label	Monocitosis	OFFICIAL
en	es	HP:0012312	Monocytopenia	rdfs:label	Monocitopenia	OFFICIAL
en	es	HP:0012313	Heberden's node	rdfs:label	Ganglio de Heberden	OFFICIAL
en	es	HP:0012314	Bouchard's node	rdfs:label	Ganglio de Bouchard	OFFICIAL
en	es	HP:0012336	Reduced cerebrospinal fluid 5-methyltetrahydrofolate concentration	rdfs:label	Disminución de la concentración de 5-metiltetrahidrofolato en líquido cefalorraquídeo	OFFICIAL
en	es	HP:0012343	Decreased serum ferritin	rdfs:label	Disminución de la ferritina en suero	OFFICIAL
en	es	HP:0012369	Abnormality of malar bones	rdfs:label	Anomalía malar	OFFICIAL
en	es	HP:0012379	Abnormal enzyme/coenzyme activity	rdfs:label	Actividad anormal de la enzima/coenzima	OFFICIAL
en	es	HP:0012380	Reduced carnitine O-palmitoyltransferase activity	rdfs:label	Disminución de la actividad de carnitin o-palmitoitransferasa	OFFICIAL
en	es	HP:0012400	Abnormal aldolase level	rdfs:label	Nivel de aldolasa anormal	OFFICIAL
en	es	HP:0012427	Excessive femoral anteversion	rdfs:label	Anteversión exagerada del fémur	OFFICIAL
en	es	HP:0012434	Delayed social development	rdfs:label	Retraso en el desarrollo social	OFFICIAL
en	es	HP:0012443	Abnormality of brain morphology	rdfs:label	Alteración de la morfología cerebral	OFFICIAL
en	es	HP:0012446	Low CSF 5-methyltetrahydrofolate	rdfs:label	Nivel bajo de 5-metiltetrahidrofolato en líquido cefaloraquídeo	OFFICIAL
en	es	HP:0012476	Specific pneumococcal antibody deficiency	rdfs:label	Deficiencia específica de anticuerpos neumocócicos	OFFICIAL
en	es	HP:0012480	Abnormality of cerebral veins	rdfs:label	Anomalía de las venas cerebrales	OFFICIAL
en	es	HP:0012501	Abnormality of the brainstem white matter	rdfs:label	Anomalía de la sustancia blanca del tallo cerebral	OFFICIAL
en	es	HP:0012503	Abnormality of the pituitary gland	rdfs:label	Alteración de la hipófisis	OFFICIAL
en	es	HP:0012517	Reduced catalase activity	rdfs:label	Disminución de la actividad de la catalasa	OFFICIAL
en	es	HP:0012520	Perivascular spaces	rdfs:label	Espacios perivasculares	OFFICIAL
en	es	HP:0012544	Elevated aldolase level	rdfs:label	Nivel de aldolasa elevada	OFFICIAL
en	es	HP:0012545	Reduced aldolase level	rdfs:label	Reducción del nivel de aldolasa	OFFICIAL
en	es	HP:0012581	Solitary renal cyst	rdfs:label	Quiste renal solitario	OFFICIAL
