source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	comment	translation_date
en	Developmental stagnation at onset of seizures	HP:0006834	rdfs:label	it	Stagnazione dello sviluppo all'inizio delle crisi epilettiche	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Acute encephalopathy	HP:0006846	rdfs:label	it	Encefalopatia acuta	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Cerebellar vermis atrophy	HP:0006855	rdfs:label	it	Atrofia del verme cerebellare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Midline central nervous system lipomas	HP:0006866	rdfs:label	it	Lipomi del sistema nervoso centrale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Lobar holoprosencephaly	HP:0006870	rdfs:label	it	Oloprosencefalia lobare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Cerebral hypoplasia	HP:0006872	rdfs:label	it	Ipoplasia cerebrale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pontocerebellar atrophy	HP:0006879	rdfs:label	it	Atrofia pontocerebellare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Impaired distal vibration sensation	HP:0006886	rdfs:label	it	Riduzione della sensazione di vibrazione distale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Borderline intellectual disability	HP:0006889	rdfs:label	it	Disabilità intellettiva, borderline	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Thick cerebral cortex	HP:0006891	rdfs:label	it	Corteccia cerebrale spessa	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Frontotemporal cerebral atrophy	HP:0006892	rdfs:label	it	Atrofia cerebrale frontotemporale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Lower limb hypertonia	HP:0006895	rdfs:label	it	Ipertonia degli arti inferiori	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abducens palsy	HP:0006897	rdfs:label	it	Paralisi dell'abducente	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Frontal cortical atrophy	HP:0006913	rdfs:label	it	Atrofia della corticale frontale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Inability to walk by childhood/adolescence	HP:0006915	rdfs:label	it	Incapacità di camminare nell'infanzia/adolescenza	CANDIDATE	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	obsolete Abnormal aggressive, impulsive or violent behavior	HP:0006919	rdfs:label	it	Comportamento aggressivo, impulsivo o violento anormale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Impaired distal tactile sensation	HP:0006937	rdfs:label	it	Sensazione tattile distale alterata	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abolished vibration sense	HP:0006944	rdfs:label	it	Abolizione del senso delle vibrazioni	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Retrocerebellar cyst	HP:0006951	rdfs:label	it	Cisti retrocerebellare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Lateral ventricle dilatation	HP:0006956	rdfs:label	it	Dilatazione del ventricolo laterale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal auditory evoked potentials	HP:0006958	rdfs:label	it	Potenziali evocati uditivi anormali	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Proximal spinal muscular atrophy	HP:0006959	rdfs:label	it	Atrofia muscolare spinale prossimale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Periventricular leukomalacia	HP:0006970	rdfs:label	it	Leucomalacia periventricolare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Sleep-wake cycle disturbance	HP:0006979	rdfs:label	it	Disturbo del ciclo sonno-veglia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Upper limb spasticity	HP:0006986	rdfs:label	it	Spasticità degli arti superiori	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Alobar holoprosencephaly	HP:0006988	rdfs:label	it	Oloprosencefalia alobare	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Dysplastic corpus callosum	HP:0006989	rdfs:label	it	Corpo calloso displasico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Diffuse leukoencephalopathy	HP:0006994	rdfs:label	it	Leucoencefalopatia diffusa	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Basal ganglia gliosis	HP:0006999	rdfs:label	it	Gliosi dei gangli basali	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Motor axonal neuropathy	HP:0007002	rdfs:label	it	Neuropatia assonale motoria	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Central nervous system degeneration	HP:0007009	rdfs:label	it	Degenerazione del sistema nervoso centrale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Poor fine motor coordination	HP:0007010	rdfs:label	it	Scarsa coordinazione motoria fine	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Poor gross motor coordination	HP:0007015	rdfs:label	it	Scarsa coordinazione motoria lorda	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Progressive forgetfulness	HP:0007017	rdfs:label	it	Dimenticanza progressiva	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Attention deficit hyperactivity disorder	HP:0007018	rdfs:label	it	Disturbo da deficit di attenzione e iperattività	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pain insensitivity	HP:0007021	rdfs:label	it	Insensibilità al dolore	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Nonprogressive encephalopathy	HP:0007030	rdfs:label	it	Encefalopatia non progressiva	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Cerebellar dysplasia	HP:0007033	rdfs:label	it	Displasia cerebellare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Generalized hyperreflexia	HP:0007034	rdfs:label	it	Iperriflessia generalizzata	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Multifocal cerebral white matter abnormalities	HP:0007052	rdfs:label	it	Anomalie multifocali della sostanza bianca cerebrale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Poor hand-eye coordination	HP:0007057	rdfs:label	it	Scarsa coordinazione mano-occhio	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Progressive language deterioration	HP:0007064	rdfs:label	it	Deterioramento progressivo del linguaggio	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Distal peripheral sensory neuropathy	HP:0007067	rdfs:label	it	Neuropatia sensoriale periferica distale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Inferior cerebellar vermis hypoplasia	HP:0007068	rdfs:label	it	Ipoplasia del verme cerebellare inferiore	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Profound static encephalopathy	HP:0007069	rdfs:label	it	Encefalopatia statica profonda	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Thick corpus callosum	HP:0007074	rdfs:label	it	Corpo calloso spesso	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Extrapyramidal muscular rigidity	HP:0007076	rdfs:label	it	Rigidità muscolare extrapiramidale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Decreased amplitude of sensory action potentials	HP:0007078	rdfs:label	it	Diminuzione dell'ampiezza dei potenziali d'azione sensoriali	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Dilated third ventricle	HP:0007082	rdfs:label	it	Terzo ventricolo dilatato	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hyperactive patellar reflex	HP:0007083	rdfs:label	it	Riflesso rotuleo iperattivo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Social and occupational deterioration	HP:0007086	rdfs:label	it	Deterioramento sociale e lavorativo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Facial-lingual fasciculations	HP:0007089	rdfs:label	it	Fascicolazioni facciali-linguali	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Chiari type I malformation	HP:0007099	rdfs:label	it	Malformazione di Chiari di tipo I	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Infantile encephalopathy	HP:0007105	rdfs:label	it	Encefalopatia infantile	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Demyelinating peripheral neuropathy	HP:0007108	rdfs:label	it	Neuropatia periferica demielinizzante	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Periventricular cysts	HP:0007109	rdfs:label	it	Cisti periventricolari	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Temporal cortical atrophy	HP:0007112	rdfs:label	it	Atrofia corticale temporale	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Proximal amyotrophy	HP:0007126	rdfs:label	it	Amiotrofia prossimale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Progressive peripheral neuropathy	HP:0007133	rdfs:label	it	Neuropatia periferica progressiva	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Sensorimotor neuropathy	HP:0007141	rdfs:label	it	Neuropatia sensomotoria	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Slowed slurred speech	HP:0007164	rdfs:label	it	Rallentamento dell'eloquio	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Paroxysmal dyskinesia	HP:0007166	rdfs:label	it	Discinesia parossistica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Motor polyneuropathy	HP:0007178	rdfs:label	it	Polineuropatia motoria	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Interosseus muscle atrophy	HP:0007181	rdfs:label	it	Atrofia del muscolo interosseo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Focal T2 hyperintense basal ganglia lesion	HP:0007183	rdfs:label	it	Lesione focale T2 iperintensa dei gangli della base	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Congenital facial diplegia	HP:0007188	rdfs:label	it	Diplegia facciale congenita	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Neuronal loss in the cerebral cortex	HP:0007190	rdfs:label	it	Perdita di neuroni nella corteccia cerebrale	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Diffuse white matter abnormalities	HP:0007204	rdfs:label	it	Anomalie diffuse della sostanza bianca	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Facial paralysis	HP:0007209	rdfs:label	it	Paralisi facciale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Lower limb amyotrophy	HP:0007210	rdfs:label	it	Amiotrofia degli arti inferiori	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Intracerebral periventricular calcifications	HP:0007229	rdfs:label	it	Calcificazioni periventricolari intracerebrali	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Decreased distal sensory nerve action potential	HP:0007230	rdfs:label	it	Ridotto potenziale d'azione del nervo sensitivo distale	CANDIDATE	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Recurrent subcortical infarcts	HP:0007236	rdfs:label	it	Infarti sottocorticali ricorrenti	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Progressive gait ataxia	HP:0007240	rdfs:label	it	Atassia progressiva dell'andatura	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal pyramidal sign	HP:0007256	rdfs:label	it	Segno piramidale anormale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Cerebral dysmyelination	HP:0007266	rdfs:label	it	Dismielinizzazione cerebrale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Chronic axonal neuropathy	HP:0007267	rdfs:label	it	Neuropatia assonale cronica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Atypical absence seizure	HP:0007270	rdfs:label	it	Crisi di assenza atipica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Progressive psychomotor deterioration	HP:0007272	rdfs:label	it	Progressivo deterioramento psicomotorio	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Developmental stagnation	HP:0007281	rdfs:label	it	Ristagno dello sviluppo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Oromotor apraxia	HP:0007301	rdfs:label	it	Aprassia omotoria	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Bipolar affective disorder	HP:0007302	rdfs:label	it	Disturbo affettivo bipolare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	CNS demyelination	HP:0007305	rdfs:label	it	Demielinizzazione del SNC	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Short stepped shuffling gait	HP:0007311	rdfs:label	it	Andatura a passi corti e scalcinati	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Generalized dystonia	HP:0007325	rdfs:label	it	Distonia generalizzata	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Mixed demyelinating and axonal polyneuropathy	HP:0007327	rdfs:label	it	Polineuropatia mista demielinizzante e assonale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Impaired pain sensation	HP:0007328	rdfs:label	it	Sensazione del dolore alterata	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Focal hemifacial clonic seizure	HP:0007332	rdfs:label	it	Crisi clonica emifacciale focale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hypoplasia of the frontal lobes	HP:0007333	rdfs:label	it	Ipoplasia dei lobi frontali	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Bilateral tonic-clonic seizure with focal onset	HP:0007334	rdfs:label	it	Crisi tonico-clonica bilaterale con esordio focale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hypermetric saccades	HP:0007338	rdfs:label	it	Saccadi ipermetriche	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Lower limb muscle weakness	HP:0007340	rdfs:label	it	Debolezza muscolare degli arti inferiori	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Subcortical white matter calcifications	HP:0007346	rdfs:label	it	Calcificazioni della sostanza bianca sottocorticale	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Upper limb hyperreflexia	HP:0007350	rdfs:label	it	Iperreflessia degli arti superiori	CANDIDATE	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Upper limb postural tremor	HP:0007351	rdfs:label	it	Tremore posturale degli arti superiori	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Cerebellar calcifications	HP:0007352	rdfs:label	it	Calcificazioni cerebellari	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Focal-onset seizure	HP:0007359	rdfs:label	it	Crisi epilettica ad insorgenza focale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Aplasia/Hypoplasia of the cerebellum	HP:0007360	rdfs:label	it	Aplasia/ipoplasia del cervelletto	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Aplasia/Hypoplasia of the brainstem	HP:0007362	rdfs:label	it	Aplasia/ipoplasia del tronco encefalico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Aplasia/Hypoplasia of the cerebrum	HP:0007364	rdfs:label	it	Aplasia/ipoplasia del cervello	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Atrophy/Degeneration affecting the brainstem	HP:0007366	rdfs:label	it	Atrofia/degenerazione del tronco encefalico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Atrophy/Degeneration affecting the cerebrum	HP:0007369	rdfs:label	it	Atrofia/degenerazione del cervello	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Aplasia/Hypoplasia of the corpus callosum	HP:0007370	rdfs:label	it	Aplasia/ipoplasia del corpo calloso	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Corpus callosum atrophy	HP:0007371	rdfs:label	it	Atrofia del corpo calloso	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal choroid plexus morphology	HP:0007376	rdfs:label	it	Morfologia anomala del plesso coroideo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormality of somatosensory evoked potentials	HP:0007377	rdfs:label	it	Anormalità dei potenziali evocati somatosensoriali	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Facial telangiectasia	HP:0007380	rdfs:label	it	Telangectasia facciale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Aplasia cutis congenita of scalp	HP:0007385	rdfs:label	it	Aplasia cutis congenita del cuoio capelluto	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Excessive wrinkled skin	HP:0007392	rdfs:label	it	Pelle eccessivamente rugosa	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Prominent superficial blood vessels	HP:0007394	rdfs:label	it	Vasi sanguigni superficiali prominenti	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Macular atrophy	HP:0007401	rdfs:label	it	Atrofia maculare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Palmoplantar hyperhidrosis	HP:0007410	rdfs:label	it	Iperidrosi palmoplantare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Nevus flammeus of the forehead	HP:0007413	rdfs:label	it	Nevo flammeo della fronte	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Discoid lupus rash	HP:0007417	rdfs:label	it	Rash discoide	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Alopecia totalis	HP:0007418	rdfs:label	it	Alopecia totalis	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Spontaneous hematomas	HP:0007420	rdfs:label	it	Ematomi spontanei	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Reticulated skin pigmentation	HP:0007427	rdfs:label	it	Pigmentazione reticolare della pelle	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Few cafe-au-lait spots	HP:0007429	rdfs:label	it	Poche macchie cafe-au-lait	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Generalized edema	HP:0007430	rdfs:label	it	Edema generalizzato	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hyperpigmented/hypopigmented macules	HP:0007441	rdfs:label	it	Macule iperpigmentate/ipopigmentate	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Partial albinism	HP:0007443	rdfs:label	it	Albinismo parziale	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Autoamputation of digits	HP:0007460	rdfs:label	it	Autoamputazione delle dita	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Congenital nonbullous ichthyosiform erythroderma	HP:0007479	rdfs:label	it	Eritroderma ittiosiforme congenito non bolloso	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Absence of subcutaneous fat	HP:0007485	rdfs:label	it	Assenza di grasso sottocutaneo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Prematurely aged appearance	HP:0007495	rdfs:label	it	Aspetto precocemente invecchiato	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Follicular hyperkeratosis	HP:0007502	rdfs:label	it	Ipercheratosi follicolare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Generalized hypopigmentation	HP:0007513	rdfs:label	it	Ipopigmentazione generalizzata	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Edema of the dorsum of hands	HP:0007514	rdfs:label	it	Edema del dorso delle mani	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Punctate palmoplantar hyperkeratosis	HP:0007530	rdfs:label	it	Ipercheratosi palmoplantare punteggiata	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Plantar hyperkeratosis	HP:0007556	rdfs:label	it	Ipercheratosi plantare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Localized epidermolytic hyperkeratosis	HP:0007559	rdfs:label	it	Ipercheratosi epidermolitica localizzata	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Multiple cafe-au-lait spots	HP:0007565	rdfs:label	it	Macchie multiple cafe-au-lait	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Reticular hyperpigmentation	HP:0007588	rdfs:label	it	Iperpigmentazione reticolare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Bilateral single transverse palmar creases	HP:0007598	rdfs:label	it	Singola piega palmare trasversale bilaterale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Excessive wrinkling of palmar skin	HP:0007605	rdfs:label	it	Eccessivo raggrinzimento della pelle palmare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Nevus flammeus nuchae	HP:0007616	rdfs:label	it	Nevo flammeo nucale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Mandibular condyle hypoplasia	HP:0007628	rdfs:label	it	Ipoplasia del condilo mandibolare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Dyschromatopsia	HP:0007641	rdfs:label	it	Discromatopsia	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Absent lower eyelashes	HP:0007646	rdfs:label	it	Assenza delle ciglia inferiori	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Ectropion of lower eyelids	HP:0007651	rdfs:label	it	Ectropion delle palpebre inferiori	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Eversion of lateral third of lower eyelids	HP:0007655	rdfs:label	it	Eversione del terzo laterale delle palpebre inferiori	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Reduced visual acuity	HP:0007663	rdfs:label	it	Riduzione dell'acuità visiva	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Curly eyelashes	HP:0007665	rdfs:label	it	Ciglia arricciate	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Progressive night blindness	HP:0007675	rdfs:label	it	Cecità notturna progressiva	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hypoplasia of the iris	HP:0007676	rdfs:label	it	Ipoplasia dell'iride	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Lacrimal duct stenosis	HP:0007678	rdfs:label	it	Stenosi del dotto lacrimale	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Unilateral ptosis	HP:0007687	rdfs:label	it	Ptosi unilaterale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Flat cornea	HP:0007720	rdfs:label	it	Cornea piatta	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Retinal pigment epithelial atrophy	HP:0007722	rdfs:label	it	Atrofia dell'epitelio pigmentato della retina	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Iris hypopigmentation	HP:0007730	rdfs:label	it	Iride ipopigmentata	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Bone spicule pigmentation of the retina	HP:0007737	rdfs:label	it	Pigmentazione a spicole ossee della retina	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hypoplasia of the fovea	HP:0007750	rdfs:label	it	Ipoplasia della fovea	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Macular dystrophy	HP:0007754	rdfs:label	it	Distrofia maculare	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Retinal telangiectasia	HP:0007763	rdfs:label	it	Telangectasia retinica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Deep anterior chamber	HP:0007765	rdfs:label	it	Camera anteriore profonda	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Optic disc hypoplasia	HP:0007766	rdfs:label	it	Ipoplasia del disco ottico	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Impaired smooth pursuit	HP:0007772	rdfs:label	it	Inseguimento liscio alterato	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Sparse lower eyelashes	HP:0007776	rdfs:label	it	Ciglia inferiori rade	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Posterior subcapsular cataract	HP:0007787	rdfs:label	it	Cataratta sottocapsulare posteriore	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Increased axial length of the globe	HP:0007800	rdfs:label	it	Aumentata lunghezza assiale del bulbo oculare	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Retinal pigment epithelial mottling	HP:0007814	rdfs:label	it	Macchie dell'epitelio pigmentato retinico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Presenile cataracts	HP:0007819	rdfs:label	it	Cataratta presenile	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Attenuation of retinal blood vessels	HP:0007843	rdfs:label	it	Attenuazione dei vasi sanguigni retinici	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Congenital horizontal nystagmus	HP:0007859	rdfs:label	it	Nistagmo orizzontale congenito	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Almond-shaped palpebral fissure	HP:0007874	rdfs:label	it	Fessura palpebrale a mandorla	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Slowed horizontal saccades	HP:0007885	rdfs:label	it	Saccadi orizzontali rallentate	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Hypopigmentation of the fundus	HP:0007894	rdfs:label	it	Ipopigmentazione del fondo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Exudative retinopathy	HP:0007898	rdfs:label	it	Retinopatia essudativa	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Vitreous hemorrhage	HP:0007902	rdfs:label	it	Emorragia vitrea	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Ocular hypertension	HP:0007906	rdfs:label	it	Ipertensione oculare	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Congenital bilateral ptosis	HP:0007911	rdfs:label	it	Ptosi bilaterale congenita	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal flash visual evoked potentials	HP:0007928	rdfs:label	it	Potenziali evocati visivi da flash anomali	CANDIDATE	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Broad lateral eyebrow	HP:0007933	rdfs:label	it	Sopracciglio ampio lateralmente	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Corneal opacity	HP:0007957	rdfs:label	it	Opacità corneale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
