source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date
en	A anomaly in the rate of programmed cell death (apoptosis) in lymphocytes	HP:0030886	IAO:0000115	nl	A anomaly in the rate of programmed cell death (apoptosis) in lymphocytes	NOT_TRANSLATED			
en	Abnormal lymphocyte apoptosis	HP:0030886	rdfs:label	nl	Afwijkende lymfocytaire apoptose	CANDIDATE			
en	A elevation in the rate of apoptosis in lymphocytes	HP:0030887	IAO:0000115	nl	A elevation in the rate of apoptosis in lymphocytes	NOT_TRANSLATED			
en	Increased lymphocyte apoptosis	HP:0030887	rdfs:label	nl	Toegenomen lymfocytaire apoptose	CANDIDATE			
en	Abnormality of intestinal smooth muscle morphology	HP:0030935	rdfs:label	nl	Abnormality of intestinal smooth muscle morphology	NOT_TRANSLATED			
en	Multiple cream-yellow colored hypopigmented lesions typically located at the level of the choroid or retinal pigment epithelium; ovoid, cream-colored with indistinct borders. They are between 50 and 1,500 micrometers in size with a characteristic nasal, radial distribution in the postequatorial fundus	HP:0030952	IAO:0000115	nl	Multiple cream-yellow colored hypopigmented lesions typically located at the level of the choroid or retinal pigment epithelium; ovoid, cream-colored with indistinct borders. They are between 50 and 1,500 micrometers in size with a characteristic nasal, radial distribution in the postequatorial fundus	NOT_TRANSLATED			
en	Birdshot retinochoroidopathy	HP:0030952	rdfs:label	nl	Birdshot choroïdale leasies	CANDIDATE			
en	An addictive behavior defined as drinking excessive amounts of alcohol over a long period of time, having difficulty reducing the amount of alcohol consumed, strongly desiring alcohol and experiencing withdrawal symptoms when not drinking alcohol	HP:0030955	IAO:0000115	nl	An addictive behavior defined as drinking excessive amounts of alcohol over a long period of time, having difficulty reducing the amount of alcohol consumed, strongly desiring alcohol and experiencing withdrawal symptoms when not drinking alcohol	NOT_TRANSLATED			
en	Alcoholism	HP:0030955	rdfs:label	nl	Alcoholisme	CANDIDATE			
en	Lens of the eye is smaller than normal and spherically shaped	HP:0030961	IAO:0000115	nl	Lens of the eye is smaller than normal and spherically shaped	NOT_TRANSLATED			
en	A type of low sperm count where ejaculated semen contains less than 100,000 spermatozoa per ml. With cryptozoospermia, the sperm count may fluctuate and a zero sperm count in the ejaculate may be initially measured. If sperm are observed in a second semen sample following centrifugation, the diagnosis of cryptozoospermia can be made (and azoospermia can be ruled out)	HP:0030974	IAO:0000115	nl	A type of low sperm count where ejaculated semen contains less than 100,000 spermatozoa per ml. With cryptozoospermia, the sperm count may fluctuate and a zero sperm count in the ejaculate may be initially measured. If sperm are observed in a second semen sample following centrifugation, the diagnosis of cryptozoospermia can be made (and azoospermia can be ruled out)	NOT_TRANSLATED			
en	Peritoneal effusion	HP:0030995	rdfs:label	nl	Peritoneale effusie	CANDIDATE			
en	Simulataneous inflammation of multiple nerves	HP:0031003	IAO:0000115	nl	Simulataneous inflammation of multiple nerves	NOT_TRANSLATED			
en	Arteria lusoria	HP:0031014	rdfs:label	nl	Arteria lusoria	CANDIDATE			
en	An increased blood concentration of the carcinoembryonic antigen (CEA). CEA is a member of the immunoglobulin supergene family. The human CEA gene family is clustered on chromosome 19q and comprises 29 genes. CEA is highly expressed in embryonic tissue and in some cancers, and is a widely used tumor marker	HP:0031029	IAO:0000115	nl	An increased blood concentration of the carcinoembryonic antigen (CEA). CEA is a member of the immunoglobulin supergene family. The human CEA gene family is clustered on chromosome 19q and comprises 29 genes. CEA is highly expressed in embryonic tissue and in some cancers, and is a widely used tumor marker	NOT_TRANSLATED			
en	Elevated carcinoembryonic antigen level	HP:0031029	rdfs:label	nl	Verhoogd carcinoembryonisch antigeen niveau	CANDIDATE			
en	Elevated carcinoma antigen 125 level	HP:0031030	rdfs:label	nl	Verhoogd carcinoom antigeen 125 niveau	CANDIDATE			
en	A deviation from normal blood concentration of retinol-binding protein (RBP). The most commonly used indicator of vitamin A status is the serum retinol concentration (retinol is one of the several compounds known as vitamin A). The serum RBP concentration is used as a surrogate measure for serum retinol	HP:0031031	IAO:0000115	nl	A deviation from normal blood concentration of retinol-binding protein (RBP). The most commonly used indicator of vitamin A status is the serum retinol concentration (retinol is one of the several compounds known as vitamin A). The serum RBP concentration is used as a surrogate measure for serum retinol	NOT_TRANSLATED			
en	Abnormal retinol-binding protein level	HP:0031031	rdfs:label	nl	Afwijkend retinol-bindend eiwit niveau	CANDIDATE			
en	A reduced blood concentration of retinol-binding protein. This finding predicts vitamin A deficiency with high sensitivity and specificity	HP:0031032	IAO:0000115	nl	A reduced blood concentration of retinol-binding protein. This finding predicts vitamin A deficiency with high sensitivity and specificity	NOT_TRANSLATED			
en	Decreased retinol-binding protein level	HP:0031032	rdfs:label	nl	Afgenomen retinol-bindend eiwit niveau	CANDIDATE			
en	A deviation from the normal blood concentration of the insulin like growth factor binding protein acid labile subunit (IGFALS; Entrez Gene ID 3483). The acid-labile subunit (IGFALS) acts in the insulin-like growth (IGF) system by binding circulating IGF1 in a ternary complex with binding protein (IGFBP)-3 to prevent IGF1 from crossing the endothelial barrier	HP:0031034	IAO:0000115	nl	A deviation from the normal blood concentration of the insulin like growth factor binding protein acid labile subunit (IGFALS; Entrez Gene ID 3483). The acid-labile subunit (IGFALS) acts in the insulin-like growth (IGF) system by binding circulating IGF1 in a ternary complex with binding protein (IGFBP)-3 to prevent IGF1 from crossing the endothelial barrier	NOT_TRANSLATED			
en	Abnormal insulin like growth factor binding protein acid labile subunit level	HP:0031034	rdfs:label	nl	Abnormal insulin like growth factor binding protein acid labile subunit level	NOT_TRANSLATED			
en	A decreased blood concentration of growth hormone binding protein	HP:0031036	IAO:0000115	nl	A decreased blood concentration of growth hormone binding protein	NOT_TRANSLATED			
en	Reduced growth-hormone binding protein level	HP:0031036	rdfs:label	nl	Afgenomen groeihormoon bindend eiwit niveau	CANDIDATE			
en	A type of maturation arrest in which only spermatogonia or spermatocytes are found	HP:0031039	IAO:0000115	nl	A type of maturation arrest in which only spermatogonia or spermatocytes are found	NOT_TRANSLATED			
en	Early spermatogenesis maturation arrest	HP:0031039	rdfs:label	nl	Early spermatogenesis maturation arrest	NOT_TRANSLATED			
en	A type of maturation arrest in which spermatids are detected without spermatozoa	HP:0031040	IAO:0000115	nl	A type of maturation arrest in which spermatids are detected without spermatozoa	NOT_TRANSLATED			
en	Late spermatogenesis maturation arrest	HP:0031040	rdfs:label	nl	Late spermatogenesis maturation arrest	NOT_TRANSLATED			
en	Inflammed tongue with hyperplastic (enlarged) fungiform papillae that is said to resemble a strawberry or raspberry	HP:0031042	IAO:0000115	nl	Inflammed tongue with hyperplastic (enlarged) fungiform papillae that is said to resemble a strawberry or raspberry	NOT_TRANSLATED			
en	Femoral torsion, also known as femoral rotation or femoral version, refers to the twist between the proximal and distal parts of the femur on the transverse plane. Femoral anteversion averages between 30-40 degress at birth, and between 8-14 degrees in adults. This term applies if the amount of femoral torsion deviates from this range	HP:0031069	IAO:0000115	nl	Femoral torsion, also known as femoral rotation or femoral version, refers to the twist between the proximal and distal parts of the femur on the transverse plane. Femoral anteversion averages between 30-40 degress at birth, and between 8-14 degrees in adults. This term applies if the amount of femoral torsion deviates from this range	NOT_TRANSLATED			
en	An anomolous response to stimulation by adminstration of the adrenocorticotropic hormone (ACTH). ACTH stimulation normally stimulates the adrenal glands to release cortisol and adrenaline	HP:0031074	IAO:0000115	nl	An anomolous response to stimulation by adminstration of the adrenocorticotropic hormone (ACTH). ACTH stimulation normally stimulates the adrenal glands to release cortisol and adrenaline	NOT_TRANSLATED			
en	A reduced concentration of prealbumin in the blood. Prealbumin, also known as transthyretin, has a half-life in plasma of about 2 days, much shorter than that of albumin. Prealbumin is therefore more sensitive to changes in protein-energy status than albumin, and its concentration closely reflects recent dietary intake rather than overall nutritional status	HP:0031085	IAO:0000115	nl	A reduced concentration of prealbumin in the blood. Prealbumin, also known as transthyretin, has a half-life in plasma of about 2 days, much shorter than that of albumin. Prealbumin is therefore more sensitive to changes in protein-energy status than albumin, and its concentration closely reflects recent dietary intake rather than overall nutritional status	NOT_TRANSLATED			
en	Decreased prealbumin level	HP:0031085	rdfs:label	nl	Verlaagd prealbumine niveau	CANDIDATE			
en	Any anomaly of the structure of the humerus	HP:0031095	IAO:0000115	nl	Any anomaly of the structure of the humerus	NOT_TRANSLATED			
en	A reduced concentration of inhibin B in the blood	HP:0031100	IAO:0000115	nl	A reduced concentration of inhibin B in the blood	NOT_TRANSLATED			
en	Decreased inhibin B level	HP:0031100	rdfs:label	nl	Verlaagd inhibine B niveau	CANDIDATE			
en	Increased antimullerian hormone level	HP:0031102	rdfs:label	nl	Toegenomen Anti-Müller-Hormoon niveau	CANDIDATE			
en	Decreased antimullerian hormone level	HP:0031103	rdfs:label	nl	Afgenomen Anti-Müller-Hormoon niveau	CANDIDATE			
en	Cor triatrium sinister	HP:0031134	rdfs:label	nl	Cor triatrium sinister	CANDIDATE			
en	Abnormal B-type natriuretic peptide level	HP:0031138	rdfs:label	nl	Afwijkend B-type natriuretisch peptide niveau	CANDIDATE			
en	An elevated level of circulating N-terminal part of the prohormone of B-type natriuretic peptide (BNP)	HP:0031185	IAO:0000115	nl	An elevated level of circulating N-terminal part of the prohormone of B-type natriuretic peptide (BNP)	NOT_TRANSLATED			
en	Increased circulating NT-proBNP concentration	HP:0031185	rdfs:label	nl	Verhoogd NT-proBNP niveau	CANDIDATE			
en	Numerous lymphocytes surrounding blood vessels in the superfical part of the dermis	HP:0031190	IAO:0000115	nl	Numerous lymphocytes surrounding blood vessels in the superfical part of the dermis	NOT_TRANSLATED			
en	A type of acellular urinary casts that contain lipid droplets, oval fat bodies or cholesterol crystals, and are often associated with the free forms of these elements. Their identification may require the use of polarised light microscopy, under which fatty particles embedded into the cast matrix appear as Maltese crosses	HP:0031203	IAO:0000115	nl	A type of acellular urinary casts that contain lipid droplets, oval fat bodies or cholesterol crystals, and are often associated with the free forms of these elements. Their identification may require the use of polarised light microscopy, under which fatty particles embedded into the cast matrix appear as Maltese crosses	NOT_TRANSLATED			
en	Elevated circulating 17-hydroxyprogesterone	HP:0031213	rdfs:label	nl	Verhoogd circulerend 17-hydroxyprogesteron	CANDIDATE			
en	Any anomolous structure of the renal corpuscle, which is the initial component of the nephron that filters blood. The renal corpuscle consists of a knot of capillaries (glomerulus) that is surrounded by a double-walled capsule (Bowman capsule) that opens into a renal tubule	HP:0031263	IAO:0000115	nl	Any anomolous structure of the renal corpuscle, which is the initial component of the nephron that filters blood. The renal corpuscle consists of a knot of capillaries (glomerulus) that is surrounded by a double-walled capsule (Bowman capsule) that opens into a renal tubule	NOT_TRANSLATED			
en	A circumscribed area of pus or necrotic debris in the skin	HP:0031292	IAO:0000115	nl	A circumscribed area of pus or necrotic debris in the skin	NOT_TRANSLATED			
en	Unroofed coronary sinus	HP:0031297	rdfs:label	nl	Niet overdekte sinus coronaris	OFFICIAL	orcid:0000-0002-5648-2155	DOMAIN_EXPERT	2024-11-26
en	Transthyretin cardiac amyloidosis	HP:0031327	rdfs:label	nl	Transthyretin cardiac amyloidosis	NOT_TRANSLATED			
en	Abnormal cadiomyocyte dystrophin staining	HP:0031339	rdfs:label	nl	Abnormal cadiomyocyte dystrophin staining	NOT_TRANSLATED			
en	Levotransposition of the great arteries	HP:0031349	rdfs:label	nl	Levo-transpositie van de grote slagaders	CANDIDATE			
en	Difficulty initiating sleep, that is, increased sleep onset latency	HP:0031354	IAO:0000115	nl	Difficulty initiating sleep, that is, increased sleep onset latency	NOT_TRANSLATED			
en	Abnormal difficulty in staying asleep. Affected individuals tend to wake up at night and have difficulty returning to sleep	HP:0031355	IAO:0000115	nl	Abnormal difficulty in staying asleep. Affected individuals tend to wake up at night and have difficulty returning to sleep	NOT_TRANSLATED			
en	A type of insomnia characterized by waking up (too) early in the morning	HP:0031356	IAO:0000115	nl	A type of insomnia characterized by waking up (too) early in the morning	NOT_TRANSLATED			
en	Absence of wakefulness and conscience, but (in contrast to coma) with involuntary opening of the eyes and movements (such as teeth grinding, yawning, or thrashing of the extremities)	HP:0031358	IAO:0000115	nl	Absence of wakefulness and conscience, but (in contrast to coma) with involuntary opening of the eyes and movements (such as teeth grinding, yawning, or thrashing of the extremities)	NOT_TRANSLATED			
en	A decreased proliferative response of lymphocytes in vitro or in vivo, when stimulated with mitogens, such as phytohemagglutinin (PHA)	HP:0031381	IAO:0000115	nl	A decreased proliferative response of lymphocytes in vitro or in vivo, when stimulated with mitogens, such as phytohemagglutinin (PHA)	NOT_TRANSLATED			
en	Decreased lymphocyte proliferation in response to mitogen	HP:0031381	rdfs:label	nl	Verminderde proliferatie van lymfocyten als reactie op mitogeen	CANDIDATE			
en	A decreased proliferative response of lymphocytes in vitro or in vivo, when stimulated with an anti-CD3 antibody against the T-cell co-receptor, CD3	HP:0031382	IAO:0000115	nl	A decreased proliferative response of lymphocytes in vitro or in vivo, when stimulated with an anti-CD3 antibody against the T-cell co-receptor, CD3	NOT_TRANSLATED			
en	Decreased lymphocyte proliferation in response to anti-CD3	HP:0031382	rdfs:label	nl	Verminderde proliferatie van lymfocyten als reactie op anti-CD3	CANDIDATE			
en	Abnormal MHC II surface expression	HP:0031389	rdfs:label	nl	Afwijkende MHC II oppervlakte expressie	CANDIDATE			
en	A reduction from the normal level of major histocompatibility complex class II molecules expressed at the cell surface	HP:0031390	IAO:0000115	nl	A reduction from the normal level of major histocompatibility complex class II molecules expressed at the cell surface	NOT_TRANSLATED			
en	Reduced MHC II surface expression	HP:0031390	rdfs:label	nl	Afgenomen MHC II oppervlakte expressie	CANDIDATE			
en	Elevated MHC II surface expression	HP:0031391	rdfs:label	nl	Toegenomen MHC II oppervlakte expressie	CANDIDATE			
en	Any abnormality in the proportion of CD4-positive T cells relative to the total number of T cells	HP:0031392	IAO:0000115	nl	Any abnormality in the proportion of CD4-positive T cells relative to the total number of T cells	NOT_TRANSLATED			
en	Abnormal proportion of CD4-positive T cells	HP:0031392	rdfs:label	nl	Afwijkende proportie van CD4 T-cellen	CANDIDATE			
en	Any abnormality in the proportion of CD8 T cells relative to the total number of T cells	HP:0031393	IAO:0000115	nl	Any abnormality in the proportion of CD8 T cells relative to the total number of T cells	NOT_TRANSLATED			
en	Abnormal proportion of CD8-positive T cells	HP:0031393	rdfs:label	nl	Afwijkende proportie van CD8 T-cellen	CANDIDATE			
en	Abnormal proportion of naive T cells	HP:0031396	rdfs:label	nl	Afwijkende proportie van naïeve T-cellen	CANDIDATE			
en	Decreased proportion of naive T cells	HP:0031397	rdfs:label	nl	Afgenomen proportie van naïeve T-cellen	CANDIDATE			
en	Increased proportion of naive T cells	HP:0031398	rdfs:label	nl	Toegenomen proportie van naïeve T-cellen	CANDIDATE			
en	An abnormal proportion of CD4-negative, CD8-negative (double negative or DN) alpha-beta regulatory T cells (Tregs) as compared to total number of T cells	HP:0031399	IAO:0000115	nl	An abnormal proportion of CD4-negative, CD8-negative (double negative or DN) alpha-beta regulatory T cells (Tregs) as compared to total number of T cells	NOT_TRANSLATED			
en	Abnormal proportion of double-negative alpha-beta regulatory T cell	HP:0031399	rdfs:label	nl	Afwijkende proportie van dubbel-negatieve, alfa-beta, regulatoire T-cellen	CANDIDATE			
en	An abnormally decreased proportion of CD4-negative, CD8-negative (double negative or DN) alpha-beta regulatory T cells (Tregs) as compared to total number of T cells	HP:0031401	IAO:0000115	nl	An abnormally decreased proportion of CD4-negative, CD8-negative (double negative or DN) alpha-beta regulatory T cells (Tregs) as compared to total number of T cells	NOT_TRANSLATED			
en	Reduced proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells	HP:0031401	rdfs:label	nl	Gereduceerd aantal CD4-negatieve, CD8-negatieve, alpha-beta regulatoire T-cellen	CANDIDATE			
en	A lesion that is observed following light damage to the macula. Damage to the retinal by exposure to intense visible light, usually the sun. Intense light exposure such as staring at the sun causes fine structural anomalies in the outer segments of the photoreceptors and the retinal pigment epithelium (RPE) cells of the macula. Symptoms usually develop within 1 to 4 h after exposure and include decreased vision, metamorphopsia, micropsia, and central or paracentral scotomas. Fundus examination typically shows a small yellow spot with a surrounding gray zone in the foveolar or parafoveolar area. Spontaneous evolution leads to the improvement of visual acuity	HP:0031420	IAO:0000115	nl	A lesion that is observed following light damage to the macula. Damage to the retinal by exposure to intense visible light, usually the sun. Intense light exposure such as staring at the sun causes fine structural anomalies in the outer segments of the photoreceptors and the retinal pigment epithelium (RPE) cells of the macula. Symptoms usually develop within 1 to 4 h after exposure and include decreased vision, metamorphopsia, micropsia, and central or paracentral scotomas. Fundus examination typically shows a small yellow spot with a surrounding gray zone in the foveolar or parafoveolar area. Spontaneous evolution leads to the improvement of visual acuity	NOT_TRANSLATED			
en	Small yellow foveal lesion with surrounding gray zone	HP:0031420	rdfs:label	nl	Kleine gele foveale laesie met omringende grijze zone	CANDIDATE			
en	A deviation from the normal concentration of beta-C-terminal telopeptide of type I collagen in the blood circulation, a marker of the rate of bone turnover	HP:0031424	IAO:0000115	nl	A deviation from the normal concentration of beta-C-terminal telopeptide of type I collagen in the blood circulation, a marker of the rate of bone turnover	NOT_TRANSLATED			
en	Abnormal circulating beta-C-terminal telopeptide concentration	HP:0031424	rdfs:label	nl	Afwijkend circulerend beta-C-terminaal telopeptide niveau	CANDIDATE			
en	A abnormal elevation above the normal concentration of beta-C-terminal telopeptide of type I collagen in the blood circulation	HP:0031425	IAO:0000115	nl	A abnormal elevation above the normal concentration of beta-C-terminal telopeptide of type I collagen in the blood circulation	NOT_TRANSLATED			
en	Increased circulating beta-C-terminal telopeptide concentration	HP:0031425	rdfs:label	nl	Toegenomen circulerend beta-C-terminaal telopeptide niveau	CANDIDATE			
en	A reduction from the normal concentration of beta-C-terminal telopeptide of type I collagen in the blood circulation	HP:0031426	IAO:0000115	nl	A reduction from the normal concentration of beta-C-terminal telopeptide of type I collagen in the blood circulation	NOT_TRANSLATED			
en	Decreased circulating beta-C-terminal telopeptide concentration	HP:0031426	rdfs:label	nl	Afgenomen circulerend beta-C-terminaal telopeptide niveau	CANDIDATE			
en	Repetitive use of words, phrases, intonation, or sounds of speech, often of the speech of others	HP:0031431	IAO:0000115	nl	Repetitive use of words, phrases, intonation, or sounds of speech, often of the speech of others	NOT_TRANSLATED			
en	Persistent repetition of words	HP:0031431	rdfs:label	nl	Persisterende herhaling van woorden	CANDIDATE			
en	Repeated and inappropriate mechanical repetition of actions	HP:0031432	IAO:0000115	nl	Repeated and inappropriate mechanical repetition of actions	NOT_TRANSLATED			
en	Persistent repetition of actions	HP:0031432	rdfs:label	nl	Persisterende herhaling van acties	CANDIDATE			
en	A deficit in emotional awareness characterized by difficulties in recognizing and expressing feelings and emotions manifested as a limited ability to respond to facial clues or other signs of emotions in others often accompanied by detached connections to others	HP:0031433	IAO:0000115	nl	A deficit in emotional awareness characterized by difficulties in recognizing and expressing feelings and emotions manifested as a limited ability to respond to facial clues or other signs of emotions in others often accompanied by detached connections to others	NOT_TRANSLATED			
en	An anomaly of the expressive patterns of speech that involve intonation, stress pattern, loudness variations, pausing, articulatory force, and rhythm	HP:0031434	IAO:0000115	nl	An anomaly of the expressive patterns of speech that involve intonation, stress pattern, loudness variations, pausing, articulatory force, and rhythm	NOT_TRANSLATED			
en	Abnormal speech prosody	HP:0031434	rdfs:label	nl	Afwijkende spraak prosodie	CANDIDATE			
en	A speech pattern characterized by abnormally reduced or lacking variability of the pitch of the voice	HP:0031435	IAO:0000115	nl	A speech pattern characterized by abnormally reduced or lacking variability of the pitch of the voice	NOT_TRANSLATED			
en	A speech pattern characterized by abnormally elevated variability of the pitch of the voice	HP:0031436	IAO:0000115	nl	A speech pattern characterized by abnormally elevated variability of the pitch of the voice	NOT_TRANSLATED			
en	Increased pitch variability of speech	HP:0031436	rdfs:label	nl	Verhoogde variabiliteit van toonhoogte van spraak	CANDIDATE			
en	A deviation from the normal concentration in the circulation of angiostatin, an endogenous angiogenesis inhibitor, which blocks the growth of new blood vessels	HP:0031439	IAO:0000115	nl	A deviation from the normal concentration in the circulation of angiostatin, an endogenous angiogenesis inhibitor, which blocks the growth of new blood vessels	NOT_TRANSLATED			
en	Abnormal angiostatin level	HP:0031439	rdfs:label	nl	Afwijkende angiostatine niveau	CANDIDATE			
en	Mutliple skin lesions resembling those characteristic of the disease lichen planus. These lesions are violaceous (reddish-purple), shiny, isolated, flat-topped papules and plaques	HP:0031452	IAO:0000115	nl	Mutliple skin lesions resembling those characteristic of the disease lichen planus. These lesions are violaceous (reddish-purple), shiny, isolated, flat-topped papules and plaques	NOT_TRANSLATED			
en	Mutliple lesions of the oral mucosa resembling those characteristic of the disease lichen planus. These are symmetric reticular lesions that resemble a white, lacelike network, as well as by papules, plaques, erythematous lesions, and erosions	HP:0031453	IAO:0000115	nl	Mutliple lesions of the oral mucosa resembling those characteristic of the disease lichen planus. These are symmetric reticular lesions that resemble a white, lacelike network, as well as by papules, plaques, erythematous lesions, and erosions	NOT_TRANSLATED			
en	A stable tendency to experience negative emotions, i.e., a disposition to experience aversive emotional states	HP:0031467	IAO:0000115	nl	A stable tendency to experience negative emotions, i.e., a disposition to experience aversive emotional states	NOT_TRANSLATED			
en	Negative affectivity	HP:0031467	rdfs:label	nl	Negatieve affectiviteit	CANDIDATE			
en	Fears of rejection by and/or separation from significant others, associated with fears of excessive dependency and complete loss of autonomy	HP:0031468	IAO:0000115	nl	Fears of rejection by and/or separation from significant others, associated with fears of excessive dependency and complete loss of autonomy	NOT_TRANSLATED			
en	Negative opinion about oneself characterized by low self-confidence and exaggeratedly critical feelings about oneself	HP:0031469	IAO:0000115	nl	Negative opinion about oneself characterized by low self-confidence and exaggeratedly critical feelings about oneself	NOT_TRANSLATED			
en	Low self esteem	HP:0031469	rdfs:label	nl	Negatief zelfbeeld	CANDIDATE			
en	Engagement in dangerous, risky, and potentially self-damaging activities, unnecessarily and without regard to consequences; lack of concern for one's limitations and denial of the reality of personal danger	HP:0031472	IAO:0000115	nl	Engagement in dangerous, risky, and potentially self-damaging activities, unnecessarily and without regard to consequences; lack of concern for one's limitations and denial of the reality of personal danger	NOT_TRANSLATED			
en	Risk taking	HP:0031472	rdfs:label	nl	Risico nemen	CANDIDATE			
en	Persistent or frequent angry feelings; anger or irritability in response to minor slights and insults	HP:0031473	IAO:0000115	nl	Persistent or frequent angry feelings; anger or irritability in response to minor slights and insults	NOT_TRANSLATED			
en	Hostility	HP:0031473	rdfs:label	nl	Vijandigheid	CANDIDATE			
en	A vascular malformation located in the lip that is characterized bynectatic papillary dermal capillaries and postcapillary venules in the upper reticular dermis	HP:0031487	IAO:0000115	nl	A vascular malformation located in the lip that is characterized bynectatic papillary dermal capillaries and postcapillary venules in the upper reticular dermis	NOT_TRANSLATED			
en	Oocyte arrest at metaphase I	HP:0031516	rdfs:label	nl	Oocyte arrest at metaphase I	NOT_TRANSLATED			
en	Keratoacanthoma (KA) is a common benign epithelial tumour that originates from the pilosebaceous glands. In most cases, it is characterized by rapid evolution, followed by spontaneous resolution over 4 to 6 months. KA usually presents as a solitary flesh-coloured nodule with a central keratin plug on the sun-exposed skin of elderly individuals	HP:0031525	IAO:0000115	nl	Keratoacanthoma (KA) is a common benign epithelial tumour that originates from the pilosebaceous glands. In most cases, it is characterized by rapid evolution, followed by spontaneous resolution over 4 to 6 months. KA usually presents as a solitary flesh-coloured nodule with a central keratin plug on the sun-exposed skin of elderly individuals	NOT_TRANSLATED			
en	Edema/fluid accumulating between the retinal pigment epithelium and Bruch's membrane	HP:0031526	IAO:0000115	nl	Edema/fluid accumulating between the retinal pigment epithelium and Bruch's membrane	NOT_TRANSLATED			
en	Edema/fluid accumulating within the retinal layers	HP:0031527	IAO:0000115	nl	Edema/fluid accumulating within the retinal layers	NOT_TRANSLATED			
en	Intraretinal fluid	HP:0031527	rdfs:label	nl	Intraretinaal vocht	CANDIDATE			
en	Focal subretinal deposits	HP:0031529	rdfs:label	nl	Focale subretinale deposities	CANDIDATE			
en	Multifocal subretinal deposits	HP:0031530	rdfs:label	nl	Multifocale subretinale deposities	CANDIDATE			
en	Deposits accumulating between the retinal pigment epithelium and Bruch's membrane	HP:0031531	IAO:0000115	nl	Deposits accumulating between the retinal pigment epithelium and Bruch's membrane	NOT_TRANSLATED			
en	Focal sub-RPE deposits	HP:0031532	rdfs:label	nl	Focale sub-RPE deposities	CANDIDATE			
en	Multifocal sub-RPE deposits	HP:0031533	rdfs:label	nl	Multifocale sub-RPE deposities	CANDIDATE			
en	There is a soft tissue cleft medial to the inner canthus with a cleft of the root of the eyebrow. The frontal process of the maxilla is flat and broadened, and the ethmoid labyrinth is increased in tranverse dimension, thereby producing orbital hypertelorism. The cribriform plate is of normal width. The frontal sinus is enlarged. Even though the frontal bone is flattened, bony clefts with encephalocele have not been observed. There is a lateral displacement of the inner canthus with a mild thinning, aplasia, or irregularity of the medial end of the eyebrow. There are no eyelid clefts. The soft tissue contour of the forehead is normal, with only a short downward prolongation of the paramedian frontal hairline to mark the superior extent of the soft tissue cleft. Flattening of the frontal process of the maxilla, an increase in the transverse dimension of the ethmoid sinus, and a laterally convex bowing of the medial orbital wall produce orbital hypertelorism. Superiorly there is a minor flattening of the frontal bone medially, and the nasofrontal angle is somewhat obtuse. The extensive pneumatization of the sinuses on the cleft side extends backward through the frontal and ethmoid sinuses and into the sphenoid sinus. The anatomy of the sphenoid, including the pterygoid processes, is otherwise normal. The anterior and middle cranial fossae floors are both broadened on the cleft side with minor widening of the cribriform plate	HP:0031584	IAO:0000115	nl	There is a soft tissue cleft medial to the inner canthus with a cleft of the root of the eyebrow. The frontal process of the maxilla is flat and broadened, and the ethmoid labyrinth is increased in tranverse dimension, thereby producing orbital hypertelorism. The cribriform plate is of normal width. The frontal sinus is enlarged. Even though the frontal bone is flattened, bony clefts with encephalocele have not been observed. There is a lateral displacement of the inner canthus with a mild thinning, aplasia, or irregularity of the medial end of the eyebrow. There are no eyelid clefts. The soft tissue contour of the forehead is normal, with only a short downward prolongation of the paramedian frontal hairline to mark the superior extent of the soft tissue cleft. Flattening of the frontal process of the maxilla, an increase in the transverse dimension of the ethmoid sinus, and a laterally convex bowing of the medial orbital wall produce orbital hypertelorism. Superiorly there is a minor flattening of the frontal bone medially, and the nasofrontal angle is somewhat obtuse. The extensive pneumatization of the sinuses on the cleft side extends backward through the frontal and ethmoid sinuses and into the sphenoid sinus. The anatomy of the sphenoid, including the pterygoid processes, is otherwise normal. The anterior and middle cranial fossae floors are both broadened on the cleft side with minor widening of the cribriform plate	NOT_TRANSLATED			
en	A conspicuously unhappy disposition characterized by negative assumptions, self-defeating talk, fear of failure, and negative ruminations about past events	HP:0031588	IAO:0000115	nl	A conspicuously unhappy disposition characterized by negative assumptions, self-defeating talk, fear of failure, and negative ruminations about past events	NOT_TRANSLATED			
en	Frequent thinking about or preoccupation with killing oneself	HP:0031589	IAO:0000115	nl	Frequent thinking about or preoccupation with killing oneself	NOT_TRANSLATED			
en	An anomaly in the system of mucociliary transport, which functions to transport the mucous layer lining the respiratory epithelium by ciliary nbeating	HP:0031602	IAO:0000115	nl	An anomaly in the system of mucociliary transport, which functions to transport the mucous layer lining the respiratory epithelium by ciliary nbeating	NOT_TRANSLATED			
en	Any anomaly of the pigmentation of the fundus, the posterior part of the eye including the retina and optic nerve	HP:0031605	IAO:0000115	nl	Any anomaly of the pigmentation of the fundus, the posterior part of the eye including the retina and optic nerve	NOT_TRANSLATED			
en	Abnormality of fundus pigmentation	HP:0031605	rdfs:label	nl	Afwijking van de fundus pigmentatie	CANDIDATE			
