source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status	translator
en	pt	HP:0010402	rdfs:label	Triangular shaped proximal phalanx of the 2nd toe	Falange proximal do 2º dedo do pé em formato triangular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010403	rdfs:label	Duplication of the proximal phalanx of the 2nd toe	Duplicação da falange proximal do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010404	rdfs:label	Aplasia/Hypoplasia of the middle phalanx of the 2nd toe	Aplasia/Hipoplasia da falange média do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010405	rdfs:label	Broad middle phalanx of the 2nd toe	Falange média do 2º dedo do pé larga	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010406	rdfs:label	Bullet-shaped middle phalanx of the 2nd toe	Falange média do 2º dedo do pé em formato de bala	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010407	rdfs:label	Curved middle phalanx of the 2nd toe	Falange média do 2º dedo do pé curva	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010408	rdfs:label	Osteolytic defects of the middle phalanx of the 2nd toe	Defeitos osteolíticos da falange média do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010409	rdfs:label	Patchy sclerosis of the middle phalanx of the 2nd toe	Esclerose irregular da falange média do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010410	rdfs:label	Symphalangism affecting the middle phalanx of the 2nd toe	Sinfalangismo da falange média do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010411	rdfs:label	Triangular shaped middle phalanx of the 2nd toe	Falange média do 2º dedo do pé em formato triangular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010412	rdfs:label	Duplication of the middle phalanx of the 2nd toe	Duplicação da falange média do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010413	rdfs:label	Aplasia/Hypoplasia of the distal phalanx of the 2nd toe	Aplasia/Hipoplasia da falange distal do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010414	rdfs:label	Broad distal phalanx of the 2nd toe	Falange distal do 2º dedo do pé larga	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010415	rdfs:label	Bullet-shaped distal phalanx of the 2nd toe	Falange distal do 2º dedo do pé em formato de bala	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010416	rdfs:label	Curved distal phalanx of the 2nd toe	Falange distal do 2º dedo do pé curva	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010417	rdfs:label	Osteolytic defects of the distal phalanx of the 2nd toe	Defeitos osteolíticos da falange distal do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010418	rdfs:label	Patchy sclerosis of the distal phalanx of the 2nd toe	Esclerose irregular da falange distal do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010419	rdfs:label	Symphalangism affecting the distal phalanx of the 2nd toe	Sinfalangismo da falange distal do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010420	rdfs:label	Triangular shaped distal phalanx of the 2nd toe	Falange distal do 2º dedo do pé em formato triangular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010421	rdfs:label	Duplication of the distal phalanx of the 2nd toe	Duplicação da falange distal do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010422	rdfs:label	Complete duplication of the proximal phalanx of the 2nd toe	Duplicação completa da falange proximal do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010423	rdfs:label	Partial duplication of the proximal phalanx of the 2nd toe	Duplicação parcial da falange proximal do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010424	rdfs:label	Complete duplication of the distal phalanx of the 2nd toe	Duplicação completa da falange distal do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010425	rdfs:label	Partial duplication of the distal phalanx of the 2nd toe	Duplicação parcial da falange distal do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010426	rdfs:label	Complete duplication of the middle phalanx of the 2nd toe	Duplicação completa da falange média do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010427	rdfs:label	Partial duplication of the middle phalanx of the 2nd toe	Duplicação parcial da falange média do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010428	rdfs:label	Partial duplication of phalanx of the 2nd toe	Duplicação parcial da falange do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010429	rdfs:label	Complete duplication of the phalanges of the 2nd toe	Duplicação completa das falanges do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010430	rdfs:label	Aplasia of the phalanges of the 2nd toe	Aplasia das falanges do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010431	rdfs:label	Short phalanx of the 2nd toe	Falange do 2º dedo do pé curta	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010432	rdfs:label	Absent distal phalanx of the 2nd toe	Falange distal do 2º dedo do pé ausente	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010433	rdfs:label	Short distal phalanx of the 2nd toe	Falange distal do 2º dedo do pé curta	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010434	rdfs:label	Aplasia of the middle phalanx of the 2nd toe	Aplasia da falange média do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010435	rdfs:label	Short middle phalanx of the 2nd toe	Falange média do 2º dedo do pé curta	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010436	rdfs:label	Aplasia of the proximal phalanx of the 2nd toe	Aplasia da falange proximal do 2º dedo do pé	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010437	rdfs:label	Short proximal phalanx of the 2nd toe	Falange proximal do 2º dedo do pé curta	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010438	rdfs:label	Abnormal ventricular septum morphology	Morfologia anormal do septo ventricular	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010440	rdfs:label	Ectopic accessory toe-like appendage	Apêndice acessório ectópico semelhante ao dedo do pé	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010441	rdfs:label	Ectopic accessory finger-like appendage	Acessório ectópico apêndice semelhante a um dedo	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010442	rdfs:label	Polydactyly	Polidactilia	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010443	rdfs:label	Bifid femur	Fêmur bífido	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010444	rdfs:label	Pulmonic regurgitation	Insuficiência da valva pulmonar	CANDIDATE	orcid:0009-0005-0193-5224
en	pt	HP:0010445	rdfs:label	Primum atrial septal defect	Defeito do septo atrial do tipo Ostium Primum	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010446	rdfs:label	Tricuspid stenosis	Estenose da Valva Tricúspide	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010447	rdfs:label	Anal fistula	Fístula anal	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010448	rdfs:label	Colonic atresia	Atresia do cólon	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010450	rdfs:label	Esophageal stenosis	Estenose esofágica	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010451	rdfs:label	Aplasia/Hypoplasia of the spleen	Aplasia/Hipoplasia do baço	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010452	rdfs:label	Ectopia of the spleen	Ectopia do baço	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010453	rdfs:label	Pelvic bone asymmetry	Assimetria óssea pélvica	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010454	rdfs:label	Acetabular spurs	Esporões acetabulares	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010456	rdfs:label	Abnormal greater sciatic notch morphology	Morfologia alterada da incisura isquiátrica maior	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010458	rdfs:label	Female pseudohermaphroditism	Pseudo-hermafroditismo feminino	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010459	rdfs:label	True hermaphroditism	Hermafroditismo Verdadeiro	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010460	rdfs:label	Abnormality of the female genitalia	Anomalia da genitália feminina	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010461	rdfs:label	Abnormality of the male genitalia	Anomalia da genitália masculina	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010462	rdfs:label	Aplasia/Hypoplasia of the ovary	Aplasia/Hipoplasia do ovário	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010463	rdfs:label	Aplasia of the ovary	Aplasia do ovário	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010464	rdfs:label	Streak ovary	Ovários estriados	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010465	rdfs:label	Precocious puberty in females	Puberdade precoce em mulheres	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010468	rdfs:label	Aplasia/Hypoplasia of the testes	Aplasia/Hipoplasia dos testículos	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010469	rdfs:label	Absent testis	Testículos ausentes	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010470	rdfs:label	Supernumerary testes	Testículos supranumerários	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010471	rdfs:label	Oligosacchariduria	Oligossacaridúria	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010472	rdfs:label	Abnormal circulating porphyrin concentration	Concentração anormal de porfirina circulante	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010473	rdfs:label	Porphyrinuria	Excreção urinária de porfirinas aumentada	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010474	rdfs:label	Bladder stones	Cálculo vesical	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010475	rdfs:label	Cloacal exstrophy	Extrofia de cloaca	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010476	rdfs:label	Aplasia/Hypoplasia of the bladder	Aplasia/Hipoplasia da bexiga	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010477	rdfs:label	Aplasia of the bladder	Aplasia da bexiga	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010478	rdfs:label	Abnormality of the urachus	Anomalia do úraco	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010479	rdfs:label	Patent urachus	Úraco patente	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010480	rdfs:label	Urethral fistula	Fístula uretral	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010481	rdfs:label	Urethral valve	Válvula uretral	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010482	rdfs:label	Acromelia of the upper limbs	Acromelia dos membros superiores	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010483	rdfs:label	Amniotic constriction rings of arms	Bandas de constrição amniótica nos braços	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010484	rdfs:label	Hypertrophy of the upper limb	Hipertrofia do membro superior	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010485	rdfs:label	Hyperextensibility at elbow	Hiperextensibilidade no cotovelo	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010486	rdfs:label	Abnormality of the hypothenar eminence	Anomalia da eminência hipotenar	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010487	rdfs:label	Small hypothenar eminence	Eminência hipotenar pequena	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010488	rdfs:label	Aplasia/Hypoplasia of the palmar creases	Aplasia/Hipoplasia das pregas palmares	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010489	rdfs:label	Absent palmar crease	Prega palmar ausente	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010490	rdfs:label	Abnormality of the palmar creases	Anomalia das incisuras palmares	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010491	rdfs:label	Digital constriction ring	Anel de constrição digital	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010492	rdfs:label	Osseous finger syndactyly	Sindactilia óssea dos dedos	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010493	rdfs:label	Long metacarpals	Metacarpos longos	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010494	rdfs:label	Acromelia of the lower limbs	Acromelia dos membros inferiores	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010495	rdfs:label	Amniotic constriction rings of legs	Bandas de constrição amniótica nas pernas	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010496	rdfs:label	Hypertrophy of the lower limb	Hipertrofia do membro inferior	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010497	rdfs:label	Sirenomelia	Sirenomelia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010498	rdfs:label	Bipartite patella	Patela bipartida	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010499	rdfs:label	Patellar subluxation	Subluxação patelar	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010500	rdfs:label	Hyperextensibility of the knee	Hiperextensibilidade do joelho	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010501	rdfs:label	Limitation of knee mobility	Limitação da mobilidade do joelho	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010502	rdfs:label	Fibular bowing	Curvatura fibular	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010503	rdfs:label	Fibular duplication	Duplicação fibular	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010504	rdfs:label	Increased length of the tibia	Aumento do comprimento da tíbia	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010505	rdfs:label	Limitation of movement at ankles	Limitação de movimento nos tornozelos	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010506	rdfs:label	Abnormal plantar dermatoglyphics	Dermatoglifos plantares anormais	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010507	rdfs:label	Foot asymmetry	Assimetria do pé	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010508	rdfs:label	Metatarsus valgus	Metatarso valgo	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010509	rdfs:label	Aplasia of the tarsal bones	Aplasia dos ossos do tarso	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010510	rdfs:label	Hypermobility of toe joints	Hipermobilidade das articulações dos dedos dos pés	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010511	rdfs:label	Long toe	Dedo longo do pé	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010512	rdfs:label	Adrenal calcification	Calcificação suprarrenal	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010513	rdfs:label	Pituitary calcification	Calcificação hipofisária	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010514	rdfs:label	Hyperpituitarism	Hiperpituitarismo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010515	rdfs:label	Aplasia/Hypoplasia of the thymus	Aplasia/Hipoplasia do timo	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010516	rdfs:label	Thymus hyperplasia	Hiperplasia do timo	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010517	rdfs:label	Ectopic thymus tissue	Tecido tímico ectópico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010518	rdfs:label	Thyroglossal cyst	Cisto tireoglosso	OFFICIAL	orcid:0009-0005-0193-5224|orcid:0000-0001-6276-958
en	pt	HP:0010519	rdfs:label	Increased fetal movement	Aumento do movimento fetal	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010521	rdfs:label	Gait apraxia	Apraxia da marcha	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010522	rdfs:label	Dyslexia	Dislexia	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010523	rdfs:label	Alexia	Alexia	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010524	rdfs:label	Disturbed sensory perception	Percepção sensorial perturbada	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010525	rdfs:label	Finger agnosia	Agnosia digital	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010526	rdfs:label	Dysgraphia	Disgrafia	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010527	rdfs:label	Astereognosis	Agnosia tátil	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010528	rdfs:label	Prosopagnosia	Prosopagnosia	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010529	rdfs:label	Echolalia	Ecolalia	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010530	rdfs:label	Palatal tremor	Tremor palatal	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010531	rdfs:label	Spinal myoclonus	Mioclonia espinhal	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010532	rdfs:label	Paroxysmal vertigo	Vertigem paroxística	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010533	rdfs:label	Spasmus nutans	Spasmus nutans	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010534	rdfs:label	Transient global amnesia	Amnésia Global Transitória	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010535	rdfs:label	Sleep apnea	Apneia do sono	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010536	rdfs:label	Central sleep apnea	Apneia central, apneia de causa central	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010537	rdfs:label	Wide cranial sutures	Suturas cranianas amplas	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010538	rdfs:label	Small sella turcica	Sela túrcica pequena	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010539	rdfs:label	Thin calvarium	Calvário fino	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010541	rdfs:label	Cutis gyrata of scalp	Cutis gyrata do couro cabeludo	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010542	rdfs:label	Vestibular nystagmus	Nistagmo associado a afecções do aparelho vestibular	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010543	rdfs:label	Opsoclonus	Opsoclonia	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010544	rdfs:label	Vertical nystagmus	Nistagmo Vertical	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010546	rdfs:label	Muscle fibrillation	Fibrilação muscular	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010547	rdfs:label	Muscle flaccidity	Flacidez muscular	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010548	rdfs:label	Percussion myotonia	Miotonia por percussão	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010549	rdfs:label	Weakness due to upper motor neuron dysfunction	Fraqueza devido à disfunção do neurônio motor superior	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010550	rdfs:label	Paraplegia	Paraplegia	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010551	rdfs:label	Paraplegia/paraparesis	Paraplegia/paraparesia	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010553	rdfs:label	Oculogyric crisis	Crise oculogirica	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010554	rdfs:label	Cutaneous finger syndactyly	Sindactilia cutânea dos dedos	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010557	rdfs:label	Overlapping fingers	Dedos sobrepostos	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010558	rdfs:label	Abnormality of the clivus	Anomalia do clivo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010559	rdfs:label	Vertical clivus	Clivo vertical	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010560	rdfs:label	Undulate clavicles	Clavículas onduladas	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010561	rdfs:label	Undulate ribs	Costelas onduladas	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010562	rdfs:label	Keloids	Queloides	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010564	rdfs:label	Bifid epiglottis	Epiglote bífida	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010565	rdfs:label	Aplasia/Hypoplasia of the Epiglottis	Aplasia/Hipoplasia da epiglote	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010566	rdfs:label	Hamartoma	Hamartoma	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010567	rdfs:label	Y-shaped metatarsals	Metatarsos em formato de Y	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010568	rdfs:label	Hamartoma of the eye	Hamartoma do olho	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010569	rdfs:label	Elevated circulating 7-dehydrocholesterol concentration	Concentração elevada de 7-desidrocolesterol circulante	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010570	rdfs:label	Low maternal circulating alpha-fetoprotein concentration	Baixa concentração de alfa-fetoproteína materna circulante	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010571	rdfs:label	Elevated circulating phytanic acid concentration	Concentração elevada de ácido fitânico circulante	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010574	rdfs:label	Abnormality of the epiphysis of the femoral head	Anomalia da epífise da cabeça femoral	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010575	rdfs:label	Dysplasia of the femoral head	Displasia da cabeça femoral	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010576	rdfs:label	Intracranial cystic lesion	Lesão cística intracraniana	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010577	rdfs:label	Absent epiphyses	Epífises ausentes	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010579	rdfs:label	Cone-shaped epiphysis	Epífise em forma de cone	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010580	rdfs:label	Enlarged epiphyses	Epífises aumentadas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010582	rdfs:label	Irregular epiphyses	Epífises irregulares	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010584	rdfs:label	Pseudoepiphyses	Pseudoepífises	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010585	rdfs:label	Small epiphyses	Epífises pequenas	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010587	rdfs:label	Triangular epiphysis	Epífise triangular	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010588	rdfs:label	Premature epimetaphyseal fusion	Fusão epimetafisária prematura	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010590	rdfs:label	Abnormality of the distal femoral epiphysis	Anomalia da epífise femoral distal	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010591	rdfs:label	Abnormality of the proximal tibial epiphysis	Anomalia da epífise proximal da tíbia	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010592	rdfs:label	Abnormality of the distal tibial epiphysis	Anomalia da epífise tibial distal	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010593	rdfs:label	Abnormal fibular epiphysis morphology	Morfologia anormal da epífise fibular	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010594	rdfs:label	Abnormality of the proximal fibular epiphysis	Anomalia da epífise fibular proximal	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010595	rdfs:label	Abnormality of the distal fibular epiphysis	Anomalia da epífise fibular distal	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010596	rdfs:label	Abnormality of the proximal radial epiphysis	Anomalia da epífise radial proximal	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010597	rdfs:label	Abnormality of the distal radial epiphysis	Anomalia da epífise radial distal	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010598	rdfs:label	Abnormality of the proximal humeral epiphysis	Anomalia da epífise proximal do úmero	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010599	rdfs:label	Abnormality of the distal humeral epiphysis	Anomalia da epífise distal do úmero	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010600	rdfs:label	Abnormal distal ulnar epiphysis morphology	Morfologia anormal da epífise ulnar distal	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010601	rdfs:label	Abnormal proximal ulnar epiphysis morphology	Morfologia anormal da epífise ulnar proximal	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010602	rdfs:label	Type 2 muscle fiber predominance	Predominância de fibras musculares tipo 2	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010603	rdfs:label	Odontogenic keratocysts of the jaw	Ceratocistos odontogênicos na mandíbula	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010604	rdfs:label	Cyst of the eyelid	Cisto na pálpebra	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010605	rdfs:label	Chalazion	Calázio	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010606	rdfs:label	Hordeolum	Hordéolo	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010607	rdfs:label	Hordeolum externum	Hordéolo externo	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010608	rdfs:label	Hordeolum internum	Hordéolo interno	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010609	rdfs:label	Skin tags	Acrocordão	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010614	rdfs:label	Fibroma	Fibroma	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010615	rdfs:label	Angiofibromas	Angiofibroma	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010616	rdfs:label	Lung fibroma	Fibroma pulmonar	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010617	rdfs:label	Cardiac fibroma	Fibroma cardíaco	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010618	rdfs:label	Ovarian fibroma	Fibroma ovariano	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010619	rdfs:label	Fibroadenoma of the breast	Fibroadenoma mamário	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010620	rdfs:label	Malar prominence	Proeminência malar	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010621	rdfs:label	Cutaneous syndactyly of toes	Sindactilia cutânea dos dedos dos pés	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010622	rdfs:label	Neoplasm of the skeletal system	Neoplasia do sistema esquelético	OFFICIAL	orcid:0000-0001-6276-958
en	pt	HP:0010624	rdfs:label	Aplastic/hypoplastic toenail	Unha do pé aplásica/hipoplásica	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0010625	rdfs:label	Anterior pituitary dysgenesis	Disgenesia hipofisária anterior	OFFICIAL	orcid:0000-0001-6276-958
