term,term_label,layperson
http://purl.obolibrary.org/obo/HP_0100849,Neoplasm of the scrotum,Scrotum tumor
http://purl.obolibrary.org/obo/HP_0009205,Cone-shaped epiphysis of the middle phalanx of the 5th finger,Cone-shaped end part of the middle bone of the pinky finger
http://purl.obolibrary.org/obo/HP_0025337,Red eye,Red eyes
http://purl.obolibrary.org/obo/HP_0030284,Triangular tongue,Triangle shaped tongue
http://purl.obolibrary.org/obo/HP_0011958,Retinal perforation,Torn retina
http://purl.obolibrary.org/obo/HP_0009985,Duplication of phalanx of 5th finger,Partial/complete duplication of pinkie finger bone
http://purl.obolibrary.org/obo/HP_0004408,Abnormality of the sense of smell,Abnormal sense of smell
http://purl.obolibrary.org/obo/HP_0100424,Partial duplication of the proximal phalanx of the 5th toe,Partial duplication of the innermost bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0001780,Abnormality of toe,Abnormalities of the toes
http://purl.obolibrary.org/obo/HP_0011845,Short second metatarsal,Short 2nd long bone of foot
http://purl.obolibrary.org/obo/HP_0009194,Small epiphyses of the metacarpals,Small end part of the long bone of hand
http://purl.obolibrary.org/obo/HP_0011228,Horizontal eyebrow,Flat eyebrow
http://purl.obolibrary.org/obo/HP_0500163,Hypoornithinemia,Low blood ornithine levels
http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,Lower limb deformities
http://purl.obolibrary.org/obo/HP_0000529,Progressive visual loss,"Visual loss, progressive"
http://purl.obolibrary.org/obo/HP_0000194,Open mouth,Gaped jawed appearance
http://purl.obolibrary.org/obo/HP_0001963,Abnormal speech discrimination,Abnormal speech discrimination
http://purl.obolibrary.org/obo/HP_0002219,Facial hypertrichosis,Increased facial hair growth
http://purl.obolibrary.org/obo/HP_0010143,Irregular epiphysis of the distal phalanx of the hallux,Irregular end part of the outermost bone of the big toe
http://purl.obolibrary.org/obo/HP_0009554,Preauricular hair displacement,Hair growing down to cheek
http://purl.obolibrary.org/obo/HP_0012810,Wide nasal base,Wide base of nose
http://purl.obolibrary.org/obo/HP_0100502,Vitamin B12 deficiency,Vitamin B12 deficiency
http://purl.obolibrary.org/obo/HP_0010509,Aplasia of the tarsal bones,Absent ankle bone
http://purl.obolibrary.org/obo/HP_0010026,Aplasia/Hypoplasia of the 1st metacarpal,Absent/small 1st long bone of hand
http://purl.obolibrary.org/obo/HP_0009875,Triangular shaped distal phalanges of the hand,Triangular shaped outermost bone of the hand
http://purl.obolibrary.org/obo/HP_0008684,Aplasia/hypoplasia of the uterus,Absent/small uterus
http://purl.obolibrary.org/obo/HP_0001596,Alopecia,Hair loss
http://purl.obolibrary.org/obo/HP_0002166,Impaired vibration sensation in the lower limbs,Decreased vibratory sense in the lower extremities
http://purl.obolibrary.org/obo/HP_0000080,Abnormality of reproductive system physiology,Genital functional abnormality
http://purl.obolibrary.org/obo/HP_0000248,Brachycephaly,Short and broad skull
http://purl.obolibrary.org/obo/HP_0000678,Dental crowding,Dental overcrowding
http://purl.obolibrary.org/obo/HP_0007886,Absent extraocular muscles,Missing eye muscles
http://purl.obolibrary.org/obo/HP_0001089,Iris atrophy,Iris degeneration
http://purl.obolibrary.org/obo/HP_0011831,Deviated nasal tip,Asymmetry of tip of nose
http://purl.obolibrary.org/obo/HP_0005609,Gallbladder dysfunction,Gallbladder dysfunction
http://purl.obolibrary.org/obo/HP_0410018,Recurrent ear infections,Recurrent ear infections
http://purl.obolibrary.org/obo/HP_0100932,Sclerosis of the proximal phalanx of the 3rd toe,Increased bone density in the innermost bone of the 3rd toe
http://purl.obolibrary.org/obo/HP_0002604,Gastrointestinal telangiectasia,"Small, enlarged blood vessels near skin"
http://purl.obolibrary.org/obo/HP_0000978,Bruising susceptibility,Bruise easily
http://purl.obolibrary.org/obo/HP_0010084,Duplication of the distal phalanx of the hallux,Duplication of the outermost bone of big toe
http://purl.obolibrary.org/obo/HP_0004411,Deviated nasal septum,Deviated nasal septum
http://purl.obolibrary.org/obo/HP_0000062,Ambiguous genitalia,Ambiguous external genitalia
http://purl.obolibrary.org/obo/HP_0100809,Scalp tenderness,Scalp tenderness
http://purl.obolibrary.org/obo/HP_0100391,Short distal phalanx of the 5th toe,Short outermost bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0100077,Absent epiphyses of the 5th toe,Absent end part of the little toe bone
http://purl.obolibrary.org/obo/HP_0003028,Abnormality of the ankles,Abnormality of the ankles
http://purl.obolibrary.org/obo/HP_0001903,Anemia,Low number of red blood cells or hemoglobin
http://purl.obolibrary.org/obo/HP_0011219,Short face,Vertical shortening of face
http://purl.obolibrary.org/obo/HP_0012809,Narrow nasal base,Narrow base of nose
http://purl.obolibrary.org/obo/HP_0001371,Flexion contracture,Flexed joint that cannot be straightened
http://purl.obolibrary.org/obo/HP_0010371,Aplasia/Hypoplasia of the phalanges of the 4th toe,Absent/small bones of 4th toe
http://purl.obolibrary.org/obo/HP_0008079,Absent fifth metatarsal,Absent 5th long bone of foot
http://purl.obolibrary.org/obo/HP_0008551,Microtia,Small ears
http://purl.obolibrary.org/obo/HP_0006264,Aplasia/Hypoplasia of the 2nd finger,Absent/small index finger
http://purl.obolibrary.org/obo/HP_0001471,Aplasia/Hypoplasia of the musculature of the pelvis,Absent/small pelvis muscles
http://purl.obolibrary.org/obo/HP_0011959,Unilateral hypoplasia of pectoralis major muscle,Small pec muscle on one side
http://purl.obolibrary.org/obo/HP_0032154,Aphthous ulcer,Canker sore
http://purl.obolibrary.org/obo/HP_0003917,Pointed humeral metaphysis,Pointed wide portion of long bone of upper arm
http://purl.obolibrary.org/obo/HP_0008985,Increased intramuscular fat,Increased intramuscular fat
http://purl.obolibrary.org/obo/HP_0000385,Small earlobe,Small earlobes
http://purl.obolibrary.org/obo/HP_0001677,Coronary artery atherosclerosis,Plaque build-up in arteries supplying blood to heart
http://purl.obolibrary.org/obo/HP_0002515,Waddling gait,'Waddling' gait
http://purl.obolibrary.org/obo/HP_0010190,Patchy sclerosis of distal toe phalanx,Uneven increase in bone density in outermost toe bone
http://purl.obolibrary.org/obo/HP_0003710,Exercise-induced muscle cramps,Muscle cramps with exertion
http://purl.obolibrary.org/obo/HP_0010348,Broad phalanges of the 2nd toe,Broad bones of the 2nd toe
http://purl.obolibrary.org/obo/HP_0008400,Onycholysis of distal fingernails,Detachment of outermost fingernails
http://purl.obolibrary.org/obo/HP_0009832,Abnormal distal phalanx morphology of finger,Abnormality of the outermost finger bone
http://purl.obolibrary.org/obo/HP_0010038,Short 2nd metacarpal,Shortened 2nd long bone of hand
http://purl.obolibrary.org/obo/HP_0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,Enlarged end part of the middle bone of the pinky finger
http://purl.obolibrary.org/obo/HP_0100497,Vitamin B3 deficiency,Vitamin B3 deficiency
http://purl.obolibrary.org/obo/HP_0009672,Small epiphysis of the proximal phalanx of the thumb,Small end part of thumb innermost long bone
http://purl.obolibrary.org/obo/HP_0007900,Hypoplastic lacrimal duct,Underdeveloped tear duct
http://purl.obolibrary.org/obo/HP_0100928,Sclerosis of 4th toe phalanx,Increased bone density in 4th toe bone
http://purl.obolibrary.org/obo/HP_0010706,1-3 finger syndactyly,Webbed 1st-3rd finger
http://purl.obolibrary.org/obo/HP_0008093,Short 4th toe,Short fourth toe
http://purl.obolibrary.org/obo/HP_0012471,Thick vermilion border,Full lips
http://purl.obolibrary.org/obo/HP_0009837,Bullet-shaped distal phalanges of the hand,Bullet-shaped outermost finger bone of the hand
http://purl.obolibrary.org/obo/HP_0008222,Female infertility,Female infertility
http://purl.obolibrary.org/obo/HP_0000232,Everted lower lip vermilion,Outward turned lower lip
http://purl.obolibrary.org/obo/HP_0010113,Absent hallux epiphysis,Absent end part of big toe bone
http://purl.obolibrary.org/obo/HP_0001620,High pitched voice,High pitched voice
http://purl.obolibrary.org/obo/HP_0006107,Fingerpad telangiectases,Small dilated blood vessels in fingerpads
http://purl.obolibrary.org/obo/HP_0010390,Triangular shaped phalanges of the 5th toe,Triangular shaped little toe bone
http://purl.obolibrary.org/obo/HP_0009585,Patchy sclerosis of the proximal phalanx of the 2nd finger,Uneven increase in bone density in innermost index finger bone
http://purl.obolibrary.org/obo/HP_0012849,Small intestinal bleeding,Small intestinal bleeding
http://purl.obolibrary.org/obo/HP_0010413,Aplasia/Hypoplasia of the distal phalanx of the 2nd toe,Absent/small outermost 2nd toe bone
http://purl.obolibrary.org/obo/HP_0002982,Tibial bowing,Bowed shankbone
http://purl.obolibrary.org/obo/HP_0002587,Projectile vomiting,Projectile vomiting
http://purl.obolibrary.org/obo/HP_0010728,Aplasia of the retina,Absent retina
http://purl.obolibrary.org/obo/HP_0000978,Bruising susceptibility,Easy bruising
http://purl.obolibrary.org/obo/HP_0010072,Patchy sclerosis of the 1st metatarsal,Uneven increase in bone density of the 1st long bone of foot
http://purl.obolibrary.org/obo/HP_0009203,Absent epiphysis of the middle phalanx of the 5th finger,Absent end part of the middle bone of the pinkie finger
http://purl.obolibrary.org/obo/HP_0012100,Abnormal circulating creatinine concentration,Abnormal blood creatinine level
http://purl.obolibrary.org/obo/HP_0001807,Ridged nail,Grooved nails
http://purl.obolibrary.org/obo/HP_0100428,Broad proximal phalanx of the 3rd toe,Wide innermost bone of 3rd toe
http://purl.obolibrary.org/obo/HP_0001281,Tetany,Intermittent involuntary muscle spasm
http://purl.obolibrary.org/obo/HP_0010040,Aplasia of the 3rd metacarpal,Absent 3rd long bone of hand
http://purl.obolibrary.org/obo/HP_0000327,Hypoplasia of the maxilla,Upper jaw retrusion
http://purl.obolibrary.org/obo/HP_0004209,Clinodactyly of the 5th finger,Permanent curving of the pinkie finger
http://purl.obolibrary.org/obo/HP_0012210,Abnormal renal morphology,Structural kidney abnormalities
http://purl.obolibrary.org/obo/HP_0100899,Sclerosis of finger phalanx,Increased bone density in the finger bone
http://purl.obolibrary.org/obo/HP_0001262,Excessive daytime somnolence,More than typical sleepiness during day
http://purl.obolibrary.org/obo/HP_0009381,Short finger,Stubby finger
http://purl.obolibrary.org/obo/HP_0006311,Generalized microdontia,Decreased tooth mass
http://purl.obolibrary.org/obo/HP_0100386,Aplasia of the proximal phalanx of the 5th toe,Absent innermost bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0009058,Increased muscle lipid content,Increased muscle lipid content
http://purl.obolibrary.org/obo/HP_0003593,Infantile onset,Onset in first year of life
http://purl.obolibrary.org/obo/HP_0000421,Epistaxis,Nose bleed
http://purl.obolibrary.org/obo/HP_0000924,Abnormality of the skeletal system,Skeletal anomalies
http://purl.obolibrary.org/obo/HP_0040054,Short upper eyelashes,Short upper eyelashes
http://purl.obolibrary.org/obo/HP_0006504,obsolete Anomaly of the limb diaphyses morphology,Abnormality of shaft of long bone of the limbs
http://purl.obolibrary.org/obo/HP_0030237,Hand muscle weakness,Hand muscle weakness
http://purl.obolibrary.org/obo/HP_0100936,Sclerosis of the middle phalanx of the 3rd toe,Increased bone density in the middle bone of the 3rd toe
http://purl.obolibrary.org/obo/HP_0003316,Butterfly vertebrae,Butterfly vertebrae
http://purl.obolibrary.org/obo/HP_0009161,Aplasia/Hypoplasia of the middle phalanx of the 5th finger,Absent/underdeveloped middle bone of little finger
http://purl.obolibrary.org/obo/HP_0100235,Synostosis involving bones of the toes,Fusion involving bones of the toes
http://purl.obolibrary.org/obo/HP_0100907,Sclerosis of the middle phalanx of the 5th finger,Increased bone density in the middle bone of the pinkie finger
http://purl.obolibrary.org/obo/HP_0040181,Chapped lip,Dry lips
http://purl.obolibrary.org/obo/HP_0100384,Absent proximal phalanx of the 3rd toe,Absent innermost bone of the 3rd toe
http://purl.obolibrary.org/obo/HP_0005586,Hyperpigmentation in sun-exposed areas,Increased pigmentation in sun-exposed areas
http://purl.obolibrary.org/obo/HP_0011229,Broad eyebrow,Flared eyebrow
http://purl.obolibrary.org/obo/HP_0009800,Maternal diabetes,gestational diabetes
http://purl.obolibrary.org/obo/HP_0006353,Hypoplasia of the tooth germ,Small tooth bud
http://purl.obolibrary.org/obo/HP_0009643,Bullet-shaped distal phalanx of the thumb,Bullet-shaped outermost bone of the thumb
http://purl.obolibrary.org/obo/HP_0100699,Scarring,Scarring
http://purl.obolibrary.org/obo/HP_0006589,Flaring of lower rib cage,Flaring of lower rib cage
http://purl.obolibrary.org/obo/HP_0100377,Aplasia/hypoplasia of the proximal phalanx of the 5th toe,Absent/small innermost little toe bone
http://purl.obolibrary.org/obo/HP_0010153,Fragmentation of the epiphysis of the 1st metatarsal,Fragmentation of the end part of the 1st long bone of foot
http://purl.obolibrary.org/obo/HP_0012428,Prominent calcaneus,Prominent heel bone
http://purl.obolibrary.org/obo/HP_0009228,Bullet-shaped proximal phalanx of the 5th finger,Bullet-shaped innermost pinky finger bone
http://purl.obolibrary.org/obo/HP_0006338,Malformation of mandibular premolar,Malformation of lower premolar
http://purl.obolibrary.org/obo/HP_0011064,Abnormal number of incisors,Abnormal number of front teeth
http://purl.obolibrary.org/obo/HP_0000802,Impotence,Difficulty getting a full erection
http://purl.obolibrary.org/obo/HP_0000324,Facial asymmetry,Facial asymmetry
http://purl.obolibrary.org/obo/HP_0004267,Narrow small joints of the hand,Narrow small joints of the hand
http://purl.obolibrary.org/obo/HP_0011335,Frontal hirsutism,Hairy forehead
http://purl.obolibrary.org/obo/HP_0009262,Bracket epiphysis of the proximal phalanx of the 4th finger,Bracket shaped end part of the innermost bone of the ring finger
http://purl.obolibrary.org/obo/HP_0002992,Abnormality of tibia morphology,Abnormality of the shankbone
http://purl.obolibrary.org/obo/HP_0002359,Frequent falls,Frequent falls
http://purl.obolibrary.org/obo/HP_0010476,Aplasia/Hypoplasia of the bladder,Absent/small bladder
http://purl.obolibrary.org/obo/HP_0001260,Dysarthria,Difficulty articulating speech
http://purl.obolibrary.org/obo/HP_0030082,Abnormal drinking behavior,Abnormal drinking behavior
http://purl.obolibrary.org/obo/HP_0000831,Insulin-resistant diabetes mellitus,Insulin-resistant diabetes
http://purl.obolibrary.org/obo/HP_0002816,Genu recurvatum,Knee hyperextension
http://purl.obolibrary.org/obo/HP_0009972,Duplication of phalanx of 4th finger,Duplication of bones of the ring finger
http://purl.obolibrary.org/obo/HP_0009952,Complete duplication of the middle phalanx of the 2nd finger,Complete duplication of the middle bone of the index finger
http://purl.obolibrary.org/obo/HP_0000107,Renal cyst,Kidney cyst
http://purl.obolibrary.org/obo/HP_0001107,Ocular albinism,Absent pigmentation in the eye
http://purl.obolibrary.org/obo/HP_0001171,Split hand,Split-hand
http://purl.obolibrary.org/obo/HP_0004222,Cone-shaped epiphysis of the distal phalanx of the 5th finger,Cone-shaped end part of the outermost little finger bone
http://purl.obolibrary.org/obo/HP_0001945,Fever,Fever
http://purl.obolibrary.org/obo/HP_0012395,Seasonal allergy,Seasonal allergy
http://purl.obolibrary.org/obo/HP_0003470,Paralysis,Inability to move
http://purl.obolibrary.org/obo/HP_0031057,Skin fissure,Cracked skin
http://purl.obolibrary.org/obo/HP_0000707,Abnormality of the nervous system,Neurological abnormality
http://purl.obolibrary.org/obo/HP_0005465,Facial hyperostosis,Increase in size of the facial bones
http://purl.obolibrary.org/obo/HP_0100230,Ivory epiphysis of the proximal phalanx of the 5th toe,Increased bone density of end part of the innermost bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0006315,Single median maxillary incisor,Only one upper front tooth
http://purl.obolibrary.org/obo/HP_0002076,Migraine,Migraine headache
http://purl.obolibrary.org/obo/HP_0009936,Narrow nasal septum,Thin septum of nose
http://purl.obolibrary.org/obo/HP_0100485,Symphalangism of the proximal phalanx of the 4th toe with the 4th metatarsal,Fused innermost bone of the 4th toe with 4th long bone of foot
http://purl.obolibrary.org/obo/HP_0004762,Hypoplasia of right ventricle,Small right heart chamber
http://purl.obolibrary.org/obo/HP_0009455,Symphalangism affecting the proximal phalanx of the 3rd finger,Fused innermost bone of middle finger
http://purl.obolibrary.org/obo/HP_0003236,Elevated serum creatine kinase,Elevated serum creatine kinase
http://purl.obolibrary.org/obo/HP_0000327,Hypoplasia of the maxilla,Upper jaw deficiency
http://purl.obolibrary.org/obo/HP_0100077,Absent epiphyses of the 5th toe,Absent end part of the pinky toe bone
http://purl.obolibrary.org/obo/HP_0100221,Small epiphysis of the middle phalanx of the 5th toe,Small end part of the middle bone of the little toe
http://purl.obolibrary.org/obo/HP_0002317,Unsteady gait,Unsteady walk
http://purl.obolibrary.org/obo/HP_0410335,Insect allergy,Insect allergy
http://purl.obolibrary.org/obo/HP_0009410,Absent epiphyses of the 3rd finger,Absent end part of middle finger bone
http://purl.obolibrary.org/obo/HP_0009521,Small epiphysis of the middle phalanx of the 2nd finger,Small end part of the innermost long bone of index finger
http://purl.obolibrary.org/obo/HP_0006160,Irregular metacarpals,Irregular long bones of hand
http://purl.obolibrary.org/obo/HP_0032152,Keratosis pilaris,Chicken skin
http://purl.obolibrary.org/obo/HP_0002710,Commissural lip pit,Lip pits at corners of the mouth
http://purl.obolibrary.org/obo/HP_0009392,Triangular epiphyses of the 5th finger,Triangular end part of the pinky finger
http://purl.obolibrary.org/obo/HP_0100478,Symphalangism affecting the distal phalanx of the 5th toe,Fused outermost bones of the pinky toe
http://purl.obolibrary.org/obo/HP_0003696,Absent epiphysis of the distal phalanx of the 5th finger,Absent end part of the outermost bone of the pinkie finger
http://purl.obolibrary.org/obo/HP_0000750,Delayed speech and language development,Speech and language delay
http://purl.obolibrary.org/obo/HP_0009304,Patchy sclerosis of the distal phalanx of the 4th finger,Uneven increase in bone density in the outermost bone of the ring finger
http://purl.obolibrary.org/obo/HP_0001631,Atrial septal defect,Hole in heart wall separating two upper heart chambers
http://purl.obolibrary.org/obo/HP_0001007,Hirsutism,Excessive hairiness
http://purl.obolibrary.org/obo/HP_0000253,Progressive microcephaly,Progressively abnormally small skull
http://purl.obolibrary.org/obo/HP_0008940,Generalized lymphadenopathy,Generalized swelling of lymph nodes
http://purl.obolibrary.org/obo/HP_0001464,Aplasia/Hypoplasia involving the shoulder musculature,Absent/underdeveloped shoulder muscles
http://purl.obolibrary.org/obo/HP_0100000,Early onset of sexual maturation,Early onset of sexual maturation
http://purl.obolibrary.org/obo/HP_0007734,Enlarged lacrimal glands,Enlarged tear gland
http://purl.obolibrary.org/obo/HP_0010202,Duplication of middle phalanx of toe,Partial/complete duplication of the middle bones of the toes
http://purl.obolibrary.org/obo/HP_0000293,Full cheeks,Large cheeks
http://purl.obolibrary.org/obo/HP_0002418,Abnormality of midbrain morphology,Abnormal shape of midbrain
http://purl.obolibrary.org/obo/HP_0011252,Cryptotia,Buried ear
http://purl.obolibrary.org/obo/HP_0009959,Duplication of phalanx of 3rd finger,Duplication of middle finger bone
http://purl.obolibrary.org/obo/HP_0001518,Small for gestational age,Low birth weight
http://purl.obolibrary.org/obo/HP_0100439,Bullet-shaped proximal phalanx of the 5th toe,Bullet-shaped innermost bone of pinky toe
http://purl.obolibrary.org/obo/HP_0010813,Abnormal number of hair whorls,Extra hair whorl
http://purl.obolibrary.org/obo/HP_0010935,Abnormality of the upper urinary tract,Abnormality of the upper urinary tract
http://purl.obolibrary.org/obo/HP_0010353,Symphalangism affecting the phalanges of the 2nd toe,Fused bones of 2nd toe
http://purl.obolibrary.org/obo/HP_0001977,Abnormal thrombosis,Abnormal blood clot
http://purl.obolibrary.org/obo/HP_0100086,Stippling of the epiphyses of the 5th toe,Speckled calcifications in the end part of the pinkie toe bone
http://purl.obolibrary.org/obo/HP_0006337,Premature eruption of permanent teeth,Early eruption of permanent teeth
http://purl.obolibrary.org/obo/HP_0006200,Widened distal phalanges,Widened outermost bone of limb
http://purl.obolibrary.org/obo/HP_0006337,Premature eruption of permanent teeth,Premature eruption of adult teeth
http://purl.obolibrary.org/obo/HP_0009557,Aplasia/Hypoplasia of the distal phalanx of the 2nd finger,Absent/small outermost index finger bone
http://purl.obolibrary.org/obo/HP_0000527,Long eyelashes,Unusually long eyelashes
http://purl.obolibrary.org/obo/HP_0002232,Patchy alopecia,Patchy baldness
http://purl.obolibrary.org/obo/HP_0009211,Small epiphysis of the middle phalanx of the 5th finger,Small end part of the middle bone of the pinkie finger
http://purl.obolibrary.org/obo/HP_0100491,Abnormality of lower limb joint,Abnormality of lower limb joint
http://purl.obolibrary.org/obo/HP_0033651,Pulmonary mycetoma,Lung fungus ball
http://purl.obolibrary.org/obo/HP_0001845,Overlapping toe,Overriding toes
http://purl.obolibrary.org/obo/HP_0001373,Joint dislocation,Joint dislocation
http://purl.obolibrary.org/obo/HP_0010395,Aplasia/hypoplasia of the proximal phalanx of the 2nd toe,Absent/small innermost 2nd toe bone
http://purl.obolibrary.org/obo/HP_0030828,Wheezing,Wheezing
http://purl.obolibrary.org/obo/HP_0000127,Renal salt wasting,Loss of salt in urine
http://purl.obolibrary.org/obo/HP_0002682,Broad skull,Increased width of skull
http://purl.obolibrary.org/obo/HP_0009529,Irregular epiphysis of the proximal phalanx of the 2nd finger,Irregular end part of innermost long bone of index finger
http://purl.obolibrary.org/obo/HP_0003153,Cystathioninuria,High urine cystathionine levels
http://purl.obolibrary.org/obo/HP_0000179,Thick lower lip vermilion,Increased volume of lower lip
http://purl.obolibrary.org/obo/HP_0100211,Stippling of the epiphysis of the distal phalanx of the 5th toe,Speckled calcifications in the end part of the outermost bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0000064,Hypoplastic labia minora,Underdeveloped inner lips
http://purl.obolibrary.org/obo/HP_0001738,Exocrine pancreatic insufficiency,Inability to properly digest food due to lack of pancreatic digestive enzymes
http://purl.obolibrary.org/obo/HP_0001833,Long foot,long feet
http://purl.obolibrary.org/obo/HP_0001760,Abnormal foot morphology,Abnormal feet structure
http://purl.obolibrary.org/obo/HP_0009016,Upper limb muscle hypoplasia,Underdevelopment of upper limb muscles
http://purl.obolibrary.org/obo/HP_0410332,Plant based food allergy,Plant based food allergy
http://purl.obolibrary.org/obo/HP_0002069,Bilateral tonic-clonic seizure,Grand mal seizures
http://purl.obolibrary.org/obo/HP_0000029,Testicular atrophy,Testicular degeneration
http://purl.obolibrary.org/obo/HP_0012443,Abnormality of brain morphology,Abnormal shape of brain
http://purl.obolibrary.org/obo/HP_0009315,Triangular shaped proximal phalanx of the 4th finger,Triangular shaped innermost bone of the 4th finger
http://purl.obolibrary.org/obo/HP_0010906,Hyperhistidinemia,High blood histidine level
http://purl.obolibrary.org/obo/HP_0100795,Abnormally straight spine,Abnormally straight spine
http://purl.obolibrary.org/obo/HP_0010097,Partial duplication of the distal phalanx of the hallux,Notched outermost bone of big toe
http://purl.obolibrary.org/obo/HP_0009147,Enlarged epiphysis of the distal phalanx of the 5th finger,Enlarged end part of the outermost bone of little finger
http://purl.obolibrary.org/obo/HP_0005214,Intestinal obstruction,Bowel obstruction
http://purl.obolibrary.org/obo/HP_0100204,Cone-shaped epiphysis of the distal phalanx of the 5th toe,Cone-shaped end part of the outermost bone of the little toe
http://purl.obolibrary.org/obo/HP_0001249,Intellectual disability,Mental retardation
http://purl.obolibrary.org/obo/HP_0010392,Abnormality of the distal phalanx of the 5th toe,Abnormality of the outermost bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0007018,Attention deficit hyperactivity disorder,Attention deficit disorder
http://purl.obolibrary.org/obo/HP_0009154,Triangular epiphysis of the proximal phalanx of the 5th finger,Delta-shaped epiphysis of the proximal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0008729,Absence of labia majora,Absent vaginal lips
http://purl.obolibrary.org/obo/HP_0006262,Aplasia/Hypoplasia of the 5th finger,Absent/small pinky finger
http://purl.obolibrary.org/obo/HP_0010061,Curved hallux phalanx,Curve bones of big toe
http://purl.obolibrary.org/obo/HP_0011263,Forward facing earlobe,"Lobe, forward facing"
http://purl.obolibrary.org/obo/HP_0025085,Bloody diarrhea,Bloody diarrhea
http://purl.obolibrary.org/obo/HP_0009986,Complete duplication of the phalanges of the 5th finger,Complete duplication of the pinkie finger bone
http://purl.obolibrary.org/obo/HP_0009104,Aplasia/Hypoplasia of the pubic bone,Absent/small pubic bones
http://purl.obolibrary.org/obo/HP_0002949,Fused cervical vertebrae,Fused neck
http://purl.obolibrary.org/obo/HP_0001153,Septate vagina,Double vagina
http://purl.obolibrary.org/obo/HP_0550004,Verruca plana,Flat wart
http://purl.obolibrary.org/obo/HP_0010751,Dimple chin,Chin dent
http://purl.obolibrary.org/obo/HP_0000239,Large fontanelles,Wide fontanelles
http://purl.obolibrary.org/obo/HP_0007651,Ectropion of lower eyelids,Lower eyelid turned out
http://purl.obolibrary.org/obo/HP_0000613,Photophobia,Extreme sensitivity of the eyes to light
http://purl.obolibrary.org/obo/HP_0009642,Broad distal phalanx of the thumb,Broad outermost bone of the thumb
http://purl.obolibrary.org/obo/HP_0009662,Abnormality of the epiphysis of the distal phalanx of the thumb,Abnormality of the end part of the outermost bone of the thumb
http://purl.obolibrary.org/obo/HP_0009989,Duplication of the middle phalanx of the 5th finger,Duplication of the middle little finger bone
http://purl.obolibrary.org/obo/HP_0001387,Joint stiffness,Stiff joint
http://purl.obolibrary.org/obo/HP_0000274,Small face,Small face
http://purl.obolibrary.org/obo/HP_0000775,Abnormality of the diaphragm,Diaphragmatic defect
http://purl.obolibrary.org/obo/HP_0011823,Chin with horizontal crease,Chin with horizontal crease
http://purl.obolibrary.org/obo/HP_0005923,Abnormalities of the metaphyses of the hand,Abnormality of the wide portion of the hand bone
http://purl.obolibrary.org/obo/HP_0006256,Abnormality of hand joint mobility,Abnormality of hand joint mobility
http://purl.obolibrary.org/obo/HP_0000652,Lower eyelid coloboma,Cleft lower eyelid
http://purl.obolibrary.org/obo/HP_0009836,Broad distal phalanx of finger,Broad outermost finger bone
http://purl.obolibrary.org/obo/HP_0009172,Abnormal 4th finger phalanx morphology,Abnormal bones of 4th finger
http://purl.obolibrary.org/obo/HP_0002204,Pulmonary embolism,Blood clot in artery of lung
http://purl.obolibrary.org/obo/HP_0003025,Metaphyseal irregularity,Irregular wide portion of a long bone
http://purl.obolibrary.org/obo/HP_0004762,Hypoplasia of right ventricle,Underdeveloped right heart chamber
http://purl.obolibrary.org/obo/HP_0011341,Long upper lip,Increased vertical length of upper lip
http://purl.obolibrary.org/obo/HP_0030319,Weakness of facial musculature,Weakness of facial musculature
http://purl.obolibrary.org/obo/HP_0010055,Broad hallux,Broad big toe
http://purl.obolibrary.org/obo/HP_0000708,Behavioral abnormality,Behavioral/psychiatric abnormalities
http://purl.obolibrary.org/obo/HP_0002450,Abnormal motor neuron morphology,Abnormal shape of motor neuron
http://purl.obolibrary.org/obo/HP_0100224,Absent epiphysis of the proximal phalanx of the 5th toe,Absent end part of the innermost bone of the little toe
http://purl.obolibrary.org/obo/HP_0010897,Hypersarcosinuria,High urine sarcosine levels
http://purl.obolibrary.org/obo/HP_0000075,Renal duplication,Extra kidney
http://purl.obolibrary.org/obo/HP_0009557,Aplasia/Hypoplasia of the distal phalanx of the 2nd finger,Absent/underdeveloped outermost index finger bone
http://purl.obolibrary.org/obo/HP_0006201,Hypermobility of distal interphalangeal joints,Increased mobility of outermost hinge joint
http://purl.obolibrary.org/obo/HP_0040083,Toe walking,Toe-walking
http://purl.obolibrary.org/obo/HP_0009666,Cone-shaped epiphysis of the proximal phalanx of the thumb,Cone-shaped end part of thumb innermost long bone
http://purl.obolibrary.org/obo/HP_0010011,Abnormality of the 3rd metacarpal,Abnormality of the 3rd long bone of hand
http://purl.obolibrary.org/obo/HP_0100716,Self-injurious behavior,Self-injurious behavior
http://purl.obolibrary.org/obo/HP_0100496,Abnormality of the vitamin B3 metabolism,Abnormality of the vitamin B3 metabolism
http://purl.obolibrary.org/obo/HP_0031354,Sleep onset Insomnia,Difficulty falling asleep
