## IMPORTANT
# THIS FILE HAS BEEN GENERATED BY THE BERLIN-HPO-TEAM (SEBASTIAN, SANDRA, PETER) IN 2009!! FREE FOR ACADEMIC USE. USE AT OWN RISK!!

Orphanet-I	Maps to HPO-ID	Type	Orphanet Name	HPO-Name	Curator Berlin	Comments Berlin	Curator Paris	Comments Paris	Method	STATISTICS

										Number unique Orphanet IDs (col B):
id_signe_15640	HP:0000768	EQUIV	Pectus carinatum	Pectus carinatum	sdoelken	# good mapping			Distance de Levenshtein	1361
										Number of unique HPO-IDs (col C):
										1157
id_signe_16330	HP:0008481	EQUIV	Odontoid hypoplasia	Mild odontoid hypoplasia	sdoelken	# good mapping			I-Sub distance	% done:
										85.01


id_signe_4300	HP:0009737		Lisch nodules/iris hamartomas	Lisch nodules	"skoehler, sdoelken"	# good mapping


id_signe_55300			Antenatal exposure : influenza		sdoelken	?


id_signe_50660	HP:0100634		Pheochromocytoma/paraganglioma	Neuroendocrine neoplasia	"skoehler, sdoelken"	# good mapping (added some structure and child terms)


id_signe_10070	HP:0000157		Macroglossia/tongue protrusion/proeminent/hypertrophic	Abnormality of the tongue	sdoelken	we have HP:0010808 Protruding tongue and Macroglossia HP:0000158 -  Can orphanet go through their annotations and correct those by using the precise HPO terms for these phenotypes?


id_signe_25350	HP:0010624		Absent/small toenails/anonychia of feet	Aplastic/hypoplastic toenails	"skoehler, sdoelken"	# good mapping


id_signe_32600			Ground-glass/reticular/alveolar/interstitial lung/pulmonary opacity		sdoelken	?


id_signe_50030	HP:0100637		Nose/nasal sinus neoplasm/tumor/carcinoma/cancer	Neoplasia of the nose	sdoelken	# good mapping (need to add some children to this term later)


id_signe_22500	HP:0001847		Long/prehensile big toe	Long hallux	sdoelken	# good enough (whatever prehensile in this context is supposed to mean - I think we can ignore that)


id_signe_45240	HP:0004348		Abnormal/absent ossification	Abnormality of bone mineral density	sdoelken	# good enough


id_signe_43250	HP:0002072		Chorea/athetosis/choreoathetosis/choreic syndrome	Chorea	sdoelken	# good mapping (has child Choreoathetosis)


id_signe_9360	HP:0000194		Mouth held open	Open mouth	sdoelken	# good mapping


id_signe_20740	HP:0001199		Fingerlike/triphalangeal thumb	Triphalangeal thumb	sdoelken	# good mapping


id_signe_4700	HP:0000518		Cataract/lens opacification	Cataract	"skoehler, sdoelken"	# good mapping


id_signe_35540	HP:0002617		Arterial aneurism (excluding aorta)	Aneurysm	sdoelken	"# will not get any better - we cannot and do not want to say ""excluding XYZ"""


id_signe_40810	HP:0100639		Impotence/painful erection/priapism/erection troubles	Erectile abnormalities	sdoelken	# good mapping


id_signe_48440	HP:0001879		Eosinophils anomalies/hypereosinophilia	Abnormality of eosinophils	sdoelken	# good mapping


id_signe_32200	HP:0100640		Larynx/laryngeal/epiglottic/subglottic cysts	Laryngeal cyst	sdoelken	# good enough


id_signe_48640	HP:0001872		Platelets shape anomalies	Abnormality of thrombocytes	sdoelken	# same m apping as id_signe_48620 Platelets function anomaly  - we do not have these distinctions of functional/structural/morphologic abnormality


id_signe_23090	HP:0000962		Hyperkeratosis/ainhum/hyperkeratotic skin fissures	Hyperkeratosis	sdoelken	# good mapping


id_signe_52180	HP:0001423		X-linked dominant inheritance	X-linked dominant inheritance	"skoehler, sdoelken"	# good mapping


id_signe_50670	HP:0100642		Medullar adrenal neoplasm/tumor/carcinoma/cancer	Medullar adrenal neoplasia	sdoelken	# good mapping (created new HP term)


id_signe_25600	HP:0100643		Abnormal nails colour/leukonychia/melanonychia	Abnormality of the nail colour	sdoelken	# good mapping (created new HP term and added children)


id_signe_32000	HP:0002086		Structural anomalies of the respiratory system and diaphragm	Respiratory abnormality	sdoelken	"# good enough (does not include the ""structural"" distiction of orphanet"


id_signe_26480	HP:0005205		Duodenal atresia/stenosis/megaduodenum	Duodenal stenosis/atresia	"skoehler, sdoelken"	# good mapping


id_signe_40630	HP:0000144		Sterility/hypofertility	Decreased fertility	sdoelken	# good mapping


id_signe_26200			Megaesophagus/cardiospasm/congenital dilation of the esophagus/achalasia		sdoelken	? very mixed compound term


id_signe_39040	HP:0010459		True hermaphrodism	True hermaphroditism	"skoehler, sdoelken"	# good mapping


id_signe_37640	HP:0100645		Cystocele	Cystocele	sdoelken	# good mapping (created new HP term)


id_signe_15360	HP:0004404		Abnormally placed nipples	Abnormality of the nipples	sdoelken	# good enough mapped to parent term (Low-set nipples HP:0002562 ; Wide intermamillary distance HP:0006610)


id_signe_3800			Claudication/pain on mastication/while chewing		sdoelken	? probinson?


id_signe_41000	HP:0000818		Anomalies of the endocrine glands	Endocrine abnormality	"skoehler, sdoelken"	# good enough


id_signe_41270	HP:0100646		Thyroiditis	Thyroiditis	sdoelken	# good mapping


id_signe_5840	HP:0000496		Abnormal eye movements/oculomotor disorder	Abnormality of eye movement	"skoehler, sdoelken"	# good mapping


id_signe_42510	HP:0002410		Stenosis of aqueduc of Sylvius	Aqueductal stenosis	sdoelken	# good mapping


id_signe_35750			Acute ischemia of the lower limbs		sdoelken	do we need this?


id_signe_50090	HP:0100649		Oral cavity/tongue neoplasm/tumor/carcinoma/cancer	Neoplasia of the oral cavity	sdoelken	# good mapping


id_signe_53050	HP:0004325		Wasted (excluding lipodystrophy)/poorly muscled build/cachexy	Decreased body weight	sdoelken	# not so good


id_signe_43040	HP:0100654		Retrobulbar optic neuritis	Retrobulbar optic neuritis	sdoelken	# good mapping (cretaed new HP term)


id_signe_17110	HP:0100657		Celosomia	Celosomia	sdoelken	# good mapping (cretaed new HP term)


id_signe_39580			Spermatocele/epididymal/funicular/spermatic/vaginal/albugineal cyst		sdoelken	? to many terms in one


id_signe_23470	HP:0000973		Loose skin/skin relaxation/excess skin/creases	Cutis laxa	sdoelken	# good mapping


id_signe_13640	HP:0000365		Hearing loss/hypoacusia/deafness	Hearing loss	sdoelken	# good mapping


id_signe_23080	HP:0100658		Cellulitis/panniculitis/pseudocellulitis/inflammation of subcutaneous tissue	Cellulitis	sdoelken	# good mapping (cretaed new HP term)


id_signe_26860	HP:0001541		Ascitis	Ascites	sdoelken	# good mapping


id_signe_39240	HP:0008736		Micropenis/small penis/agenesis	Hypoplasia of penis	"skoehler, sdoelken"	# good mapping


id_signe_20720	HP:0009602		Broad/bifid thumb	Abnormality of the phalanges of the thumb	sdoelken	we have Broad phalanges of the thumb HP:0009651 and Partial duplication of the phalanges of the thumb HP:0009944 (which is a synonym for bifid thumb)


id_signe_53450			Failure to thrive/difficulties for feeding in infancy/growth delay		sdoelken	"we have Failure to thrive HP:0001508 and Feeding difficulties HP:0002022 which are in totally different sections of the HP, the first is a growth abn. the second a gastrointestinal abn"


id_signe_42900	HP:0100659		Cerebral vascular anomalies	Abnormality of the cerebral vasculature	sdoelken	# good mapping (cretaed new HP term)


id_signe_16600	HP:0009793		Sacrococcygeal teratoma	Presacral teratoma	sdoelken	# good enough


id_signe_43230	HP:0100022		Hyperkinesia/dyskinesia	Abnormality of movement	sdoelken	we have Hyperkinesis HP:0002487 and Dyskinesis HP:0100660


id_signe_3600			Hypoplastic maxillary bones/zygomatic bones/maxillary hypoplasia		"skoehler, sdoelken"	we have Hypoplasia of the zygomatic bone HP:0010669 and Hypoplasia of the maxilla HP:0000327 -  Can orphanet go through their annotations and correct those by using the precise HPO terms for these phenotypes?


id_signe_26260	HP:0002577		Stomach/gastric anomaly	Abnormality of the stomach	sdoelken	# good mapping


id_signe_8480	HP:0000430		Thin/hypoplastic ala nasi	Hypoplastic nasal alae	sdoelken	# good mapping


id_signe_23480			Dermal/subcutaneous infiltration/induration		sdoelken	?


id_signe_26460			Intestinal atresia/stenosis/absence/agenesis/hypoplasia (excludes duodenum)		sdoelken	? excludes again...


id_signe_43030	HP:0100661		Trigeminal neuralgia	Trigeminal neuralgia	sdoelken	# good mapping (cretaed new HP term)


id_signe_10630	HP:0000163		Oral synechiae/abnormal frenulae	Abnormality of the oral cavity	"skoehler, sdoelken"	we have Abnormality of oral frenula HP:0000190 and Oral synechia HP:0010285


id_signe_23070			Freezing lesions		sdoelken	this is not a phenotype we want to include in HP lesions due to freezing are purely secondary phenotypes


id_signe_48660	HP:0001928		Clotting/hemostasis disorders	Abnormality of coagulation	"skoehler, sdoelken"	# good mapping


id_signe_46400	HP:0100662		Chondritis/cartilage inflammation	Chondritis	sdoelken	# good mapping (cretaed new HP term)


id_signe_13120	HP:0100663		Synotia	Synotia	sdoelken	# good mapping (cretaed new HP term)


id_signe_2960	HP:0100664		Bifid skull	Bifid skull	sdoelken	# good mapping (cretaed new HP term)


id_signe_53700	HP:0007495		Premature ageing	Prematurely aged appearance	sdoelken	# good mapping (did some restructuring of HP)


id_signe_54840			Angioedema/angioneurotic edema	Angioedema	sdoelken	# good mapping (cretaed new HP term)


id_signe_20060	HP:0100667		Short hand/brachydactyly	Brachydactyly (hand)	"skoehler, sdoelken"	# good mapping


id_signe_16630	HP:0005107		Sacro-coccyx/sacrum anomaly	Abnormality of the sacrum	"skoehler, sdoelken"	# good enough


id_signe_27000	HP:0002012		Functional anomalies of the digestive system	Abnormality of gastrointestinal organs	sdoelken	not very good - but we cannot do any better I think


id_signe_39060	HP:0000037		Male pseudohermaphrodism/lack of virilisation	Male pseudohermaphroditism	"skoehler, sdoelken"	# good mapping


id_signe_26640	HP:0100668		Intestinal/gut/bowel duplication	Intestinal duplication	sdoelken	# good mapping (cretaed new HP term)


id_signe_10840	HP:0100669		Abnormal pigmentation of the oral mucosa/gingivae	Abnormal pigmentation of oral cavity	sdoelken	# good mapping (cretaed new HP term)


id_signe_45480	HP:0100670		Rough trabeculation of bone	Rough bone trabeculation	sdoelken	# good mapping (cretaed new HP term)


id_signe_43220	HP:0100022		Movement disorder	Abnormality of movement	"skoehler, sdoelken"	# good mapping


id_signe_13380	HP:0009738		Antihelix anomaly	Abnormal antihelix	"skoehler, sdoelken"	# good mapping


id_signe_55700			Monozygotic twinning		sdoelken	? I don not think we want this kind of term...


id_signe_36150	HP:0002716		Lymphadenopathy/polyadenopathies	Lymphadenopathy	"skoehler, sdoelken"	# good mapping


id_signe_2160	HP:0001363		Craniostenosis/craniosynostosis/sutural synostosis	Craniosynostosis	"skoehler, sdoelken"	# good mapping (has child term Craniostenosis)


id_signe_39560	HP:0100672		Vaginal hydrocele/hematocele/pyocele/lymphocele/varicocele	Vaginal hernia	sdoelken	# good mapping (cretaed new HP term and all appropriate children)


id_signe_23450	HP:0100679		Tight skin/lack of elasticity	Lack of skin elasticity	sdoelken	# good mapping (cretaed new HP term)


id_signe_53200	HP:0009124		Abnormal fat distribution/lipodystrophy	Abnormality of adipose tissue	"skoehler, sdoelken"	we have Lipodystrophy HP:0009125 and also Abnormal subcutaneous fat tissue distribution HP:0007552


id_signe_50070			Oropharyngeal neoplasm/tumor/carcinoma/cancer		sdoelken	"this is tricky - Neoplasia of the pharynx HP:0100638 belongs to Neoplasia of the respiratory system HP:0100606 and Neoplasia of the oral cavity HP:0100649 is a separat child of the parent term ""Neoplasia"" HP:0002664 - I do not think it is wise to group oral and pharynx, it seems rather random, is there a reason why not larynx...?"


id_signe_3000	HP:0000271		Face/facial anomalies	Abnormality of the face	"skoehler, sdoelken"	# good mapping


id_signe_26840	HP:0002585		Structural anomaly of the peritoneum	Abnormality of the peritoneum	"skoehler, sdoelken"	# good mapping


id_signe_39260	HP:0000040		Macropenis/megapenis/large penis	Enlarged penis	"skoehler, sdoelken"	# good mapping


id_signe_23060	HP:0001065		Striae	Striae distensae	sdoelken	# good mapping


id_signe_33500	HP:0100247		Chronic hiccup	Recurrent singultus	sdoelken	# good mapping


id_signe_13620	HP:0002321		Dizziness	Vertigo	sdoelken	# good mapping


id_signe_48680	HP:0001928		Hemorrhage/hemorrhagic syndrome/excessive/long-lasting bleeding	Abnormality of coagulation	sdoelken	# won't get any better


id_signe_5870	HP:0000486		Strabismus/squint	Strabismus	"skoehler, sdoelken"	# good mapping


id_signe_20700	HP:0001172		Thumb anomalies (excluding hypoplasia)	Abnormality of the thumb	sdoelken	# we do NOT do excluding


id_signe_48400	HP:0001882		Leukopenia/hypoleukocytosis	 Leukopenia	"skoehler, sdoelken"	# good mapping


id_signe_20780	HP:0001181		Clasp thumb/thumb adduction/distal thumb phalangeal bone deviated/large	Adducted thumbs	sdoelken	# rather good mapping I think (- whatever /distal thumb phalangeal bone deviated/large stands for)


id_signe_45270	HP:0002757		Mutiple fractures/bone fragility	Recurrent fractures	"skoehler, sdoelken"	# good mapping


id_signe_26240	HP:0100681		Esophageal duplication	Esophageal duplication	"skoehler, sdoelken"	# good mapping


id_signe_32240	HP:0002777		Tracheal atresia/stenosis	Tracheal stenosis	sdoelken	# good mapping (has child term Tracheal atresia)


id_signe_54000			Health status anomalies		sdoelken	? as in immunologic - recurrent infections or something like that?


id_signe_43210	HP:0002311		Ataxia/incoordination/trouble of the equilibrium	Incoordination	skoehler	HPO has Incoordination(HP:0002311) which has child term Ataxia(HP:0001251) - but this does not cover Abnormality of balance HP:0100683 - which is an abnormality of the central nervous system and not an abnormality of movement at the moment so we would have to take that very general term instead


id_signe_26440	HP:0002242		Intestinal/colonic anomaly	Abnormality of the intestines	sdoelken	# good mapping


id_signe_35780	HP:0005244		Mesenteric/intestinal infarction	Gastrointestinal infarctions	sdoelken	# good mapping


id_signe_50060	HP:0100684		Salivary gland neoplasm/tumor/carcinoma/cancer	Salivary gland neoplasia	sdoelken	# good mapping (cretaed new HP term)


id_signe_23460	HP:0000974		Hyperelastic skin/cutaneous hyperlaxity	Hyperextensible skin	"skoehler, sdoelken"	# good mapping


id_signe_46680	HP:0100686		Enthesis anomaly/inflammation/enthesitis/enthesopathy	Enthesitis	sdoelken	# good mapping (cretaed new HP term)


id_signe_43010	HP:0002270		Dysautonomia/autonomous nervous sytem anomalies	Abnormality of the autonomic nervous system	"skoehler, sdoelken"	# good mapping


id_signe_9320	HP:0002714		Downturned mouth	Downturned corners of mouth	"skoehler, sdoelken"	# good enough


id_signe_13100	HP:0100687		Polyotia	Polyotia	sdoelken	# good mapping (cretaed new HP term)


id_signe_23050	HP:0008065		Skin hypoplasia/aplasia/atrophy	Aplasia/Hypoplasia of the skin	"skoehler, sdoelken"	# good mapping


id_signe_12550	HP:0100717		Cementum anomaly/hypercementosis	Abnormality of the cementum	sdoelken	# good mapping (cretaed new HP term)


id_signe_18400	HP:0009827		Amelia/tetramelia/hemimelia	Amelia	sdoelken	# good mapping (includes the additional terms)


id_signe_22560	HP:0001840		Metatarsus adductus	Metatarsus varus	skoehler


id_signe_28550			Supernumerary liver/midline liver/liver/hepatic transposition		sdoelken	probinson?


id_signe_33750	HP:0001608		Abnormal cry/voice/phonation disorder/nasal speech	Abnormality of the voice	skoehler


id_signe_22180	HP:0009776		Foot absent/apodia/adactyly/acheiropodia	Adactyly	skoehler	# near enough (sdoelken)


id_signe_19420	HP:0009811		Elbow anomalies(excluding luxation)	Abnormality of the elbow	skoehler


id_signe_13360	HP:0009893		Ear lobe/pinnae telangiectasia	Telangiectasias of the ears	skoehler


id_signe_22380	HP:0001780		Irregular length/shape of toes	Abnormality of the toes	sdoelken	 # mapped to parent term


id_signe_55360			Antenatal exposure : ionizing radiations		sdoelken	probinson?


id_signe_33950	HP:0006510		Chronic obstructive pulmonary disease/COPD/obstructive respiratory syndrome	Chronic obstructive pulmonary disease	"skoehler, sdoelken"	# good mapping


id_signe_18480			Ectromelia/absence of one or more limb segments		sdoelken	does this refer to ectrodactyly???


id_signe_39080	HP:0010458		Female pseudohermaphrodism/virilisation/clitoridomegaly	Female pseudohermaphroditism	"skoehler, sdoelken"	# good mapping


id_signe_13560	HP:0000359		Functional anomalies of the inner ear	Abnormality of the inner ear	"skoehler, sdoelken"	# good mapping


id_signe_2520	HP:0004493		Dense/thickened skull/calvarium/cranial/facial hyperostosis	Craniofacial hyperostosis	"skoehler, sdoelken"	# good mapping


id_signe_40180	HP:0100718		Uterine rupture	Uterine rupture	sdoelken	# good mapping


id_signe_10280	HP:0010297		Cleft/notched/bifid tongue	Bifid tongue	"skoehler, sdoelken"	# good mapping


id_signe_50880	HP:0010622		Bone/osseous neoplasm/tumor/carcinoma/cancer	Neoplasia of the skeletal system	sdoelken	# good mapping


id_signe_23040	HP:0001051		Seborrhea/hyperseborrhea/seborrheic dermatitis	Seborrheic dermatitis	"skoehler, sdoelken"	# good mapping


id_signe_43200	HP:0001288		Abnormal gait	Gait disturbance	"skoehler, sdoelken"	# good mapping


id_signe_16450	HP:0005108		Intervertebral disk anomaly	 Abnormality of the intervertebral disks	"skoehler, sdoelken"	# good mapping


id_signe_52420			Total/partial monosomy/deletion		sdoelken	no phenotype  - genotype


id_signe_41780	HP:0000078		Late puberty/hypogonadism/hypogenitalism	Abnormality of the genital system	sdoelken	 # mapped to parent term


id_signe_50610	HP:0100031		Thyroid neoplasm/tumor/carcinoma/cancer	Neoplasm of the thyroid gland	"skoehler, sdoelken"	# good mapping


id_signe_25300	HP:0008388		Abnormal toenails	Abnormality of the toenails	"skoehler, sdoelken"	# good mapping


id_signe_33550	HP:0002204		Lung/pulmonary/alveolar hemorrhage/hematoma	Pulmonary embolism	sdoelken	# good enough


id_signe_33350	HP:0002109		Bronchial dilation/dilatation/bronchiectasia	Abnormality of the bronchi	sdoelken	 # mapped to parent term


id_signe_3640	HP:0000303		Prognathism/prognathia	Mandibular prognathia	"skoehler, sdoelken"	# good mapping


id_signe_41240	HP:0000836		Hyperthyroidy	Hyperthyroidism	sdoelken	# good mapping


id_signe_26420	HP:0002566		Gastric volvulus	Intestinal malrotation	sdoelken	# good enough


id_signe_4760	HP:0100719		Coloboma of the lens	Lens coloboma	"skoehler, sdoelken"	# good mapping


id_signe_13160	HP:0100720		Ear cartilage deficiency	Hypoplasia of the ear cartilage	sdoelken	# good enough


id_signe_41030	HP:0000864		Hypothalamic-hypophyseal axis anomalies/hypothalamus/pituitary anomalies	Abnormality of the hypothalamus-pituitary axis	sdoelken	# good enough


id_signe_50600	HP:0100568		Pituitary/hypophyseal neoplasm/tumor/carcinoma/cancer	Endocrine neoplasia	sdoelken	# good enough ?


id_signe_5120	HP:0008046		Retinal vascular anomalies/retinal telangiectasia	Abnormality of the retinal vasculature	"skoehler, sdoelken"	# good mapping


id_signe_12950	HP:0000704		Alveolysis/paraodontitis	Periodontitis	sdoelken	# good enough


id_signe_23030			Unusual body odour		sdoelken	probinson?


id_signe_22580			Dorsiflexed great toe		sdoelken	does this really occur?


id_signe_26680			Short bowel		sdoelken	"short bowel syndrome as in post-operative? this would then not be a ""feature"" as such"


id_signe_32680	HP:0100721		Mediastinal/hilar adenopathies	Mediastinal lymphadenopathy	sdoelken	# good mapping (cretaed new HP term)


id_signe_23220	HP:0000988		Cutaneous rash	Skin rash	sdoelken	# good mapping


id_signe_22360	HP:0001845		Malimplantation of toes	Overriding toes	sdoelken	???


id_signe_55380			Antenatal exposure : chemical product		sdoelken	probinson


id_signe_13340	HP:0004456		Thick/wide ear lobe	Prominent ear lobes	"skoehler, sdoelken"	# good mapping


id_signe_41450	HP:0004316		Cortico-adrenal hyperplasia/hypersecretion	Increased cortisol production	sdoelken	# good enough ???


id_signe_29180	HP:0001392		Hepatitis/icterus/cholestasis	Abnormality of the liver	sdoelken	 # mapped to parent term (compound term  - hard to separate)


id_signe_49180	HP:0011031		Hyperferritinemia/iron overload	Abnormality of iron homeostasis	sdoelken	 # mapped to parent term (compound term  - hard to separate - mixes iron and ferritin)


id_signe_22160	HP:0001839		Median ray abnormal/split foot	Ectrodactyly (feet)	sdoelken	# good mapping


id_signe_13540	HP:0000384		Preauricular/branchial tags/appendages	Preauricular skin tag	sdoelken	# good mapping


id_signe_41060	HP:0000830		Hypothalamic-hypophyseal axis functional anomalies/hypopituitarism	 Hypopituitarism	"skoehler, sdoelken"	# good mapping


id_signe_34400	HP:0001660		Common arterial trunk/truncal valve	Persistant truncus arteriosus	sdoelken	# near enough


id_signe_47720	HP:0010701		Monoclonal immunoglobulins/gammapathy/dysglobulinemia	Abnormal immunoglobulin level	"skoehler, sdoelken"	# good enough


id_signe_23020	HP:0000966		Hypohidrosis/decreased sweating/thermoregulation disorder/heat intolerance	Hypohidrosis	"skoehler, sdoelken"	# good enough


id_signe_5150	HP:0001107		Retinal albinism	Ocular albinism	"skoehler, sdoelken"	# good enough


id_signe_32480	HP:0006597		Diaphragmatic palsy	Diaphragmatic paralysis	"skoehler, sdoelken"	# good mapping


id_signe_25550	HP:0001818		Onyxis/paronyxis/ungual inflammation	Paronychia	sdoelken	# good enough


id_signe_13140	HP:0000400		Long/large ear	Large ears	sdoelken	# good mapping


id_signe_42930	HP:0002514		Intracranial/cerebral calcifications	Cerebral calcification	sdoelken	# good mapping


id_signe_23210	HP:0000992		Skin photosensitivity	Photosensitivity	"skoehler, sdoelken"	# good mapping


id_signe_3240			Sharp-shaped face		sdoelken	???


id_signe_25150	HP:0001231		Thin/hypoplastic/hyperconvex fingernails	Abnormality of the fingernails	"skoehler, sdoelken"	# mapped to parent term; Hyperconvex fingernails(HP:0001812)   Hypoplastic fingernails(HP:0001804)


id_signe_26400			Congenital wallet stomach/pseudo hour-glass stomach		sdoelken	probinson?


id_signe_3620	HP:0000384		Tags on cheeks	Preauricular skin tag	sdoelken	 # I think this is sufficient


id_signe_6000	HP:0000534		Eyebrows anomalies	Abnormality of the eyebrow	"skoehler, sdoelken"	# good mapping


id_signe_52600			Fragile chromosomal site (other than Xq28)		sdoelken	???


id_signe_23010	HP:0000975		Hyperhidrosis/increased sweating	Hyperhidrosis	"skoehler, sdoelken"	# good mapping


id_signe_19000	HP:0002817		Upper limb segmental anomalies	Abnormality of the upper limbs	"skoehler, sdoelken"	# good mapping


id_signe_4780	HP:0001139		Choroidal anomalies/atrophy/choroideremia	 Choroideremia	"skoehler, sdoelken"	# good enough


id_signe_50870	HP:0100723		Gastrointestinal stromal tumor	Gastrointestinal stroma tumor	sdoelken	# good mapping


id_signe_33150	HP:0002793		Respiratory rhythm disorder	Abnormal respiratory patterns	sdoelken	# good mapping


id_signe_16660	HP:0000960		Sacral sinus/dimple	Sacral dimple	"skoehler, sdoelken"	# good mapping


id_signe_13320	HP:0009908		Bifid/cleft ear lobe/ear lobe pits	Earlobe crease	sdoelken	# good enough


id_signe_55320			Antenatal exposure : AIDS		sdoelken	probinson


id_signe_48860	HP:0100724		Blood hyperviscosity/hypercoagulability	Hypercoagulability	sdoelken	# good mapping (cretaed new HP term)


id_signe_22520	HP:0010109		Short big toe	Hypoplastic/small hallux	sdoelken	# good enough


id_signe_24520	HP:0010719		Abnormal hair texture/hair dysplasia	Abnormality of hair texture	"skoehler, sdoelken"	# good mapping


id_signe_7000	HP:0000478		"Anomalies of eyelids, eyelashes and lacrimal system"	Abnormality of the eye	sdoelken	# mapped to parent term of all three


id_signe_50640	HP:0100631		Adrenal neoplasm/tumor/carcinoma/cancer	Adrenal neoplasia	"skoehler, sdoelken"	# good mapping


id_signe_16690	HP:0008517		Sacrococcyx agenesis	Aplasia/Hypoplasia of the sacrum	sdoelken	# mapped to parent term


id_signe_12700	HP:0006288		Premature eruption of teeth/natal teeth	Advanced eruption of teeth	sdoelken	# good enough


id_signe_48100	HP:0001877		Red cell disorders	Abnormality of erythrocytes	sdoelken	# good mapping


id_signe_12900	HP:0006480		Abnormal erosion/resorption of teeth/odontolysis	Premature loss of teeth	sdoelken	 I think this is good enough as it does not specify the cause of the tooth loss


id_signe_23000			"Anomalies of skin, subcutaneous tissue and mucosae"		sdoelken	probinson?


id_signe_23280	HP:0100725		Lichen	Lichen	sdoelken	# good mapping


id_signe_50840	HP:0100242		Soft tissue sarcoma/cancer/tumor/liposarcoma/myosarcoma	Sarcoma	sdoelken	"I think this is good enough as it copmprises all forms of sarcoma - we do not distinguish between ""soft tissue"" and others so far and I'm not sure whether that is a sensible distinction"


id_signe_55120	HP:0001622		Prematurity	Premature birth	sdoelken	# good mapping


id_signe_34420	HP:0004414		Pulmonary artery stenosis/absence/hypoplasia of the pulmonary branches	Abnormality of the pulmonary artery	sdoelken	# mapped to parent term


id_signe_39500	HP:0000045		Horizontal folds on scrotum	Abnormality of the scrotum	sdoelken	???


id_signe_22140	HP:0001764		Small foot	Small feet	"skoehler, sdoelken"	# good mapping


id_signe_21120	HP:0002992		Tibia anomaly (excluding short)/absence/agenesis/hypoplasia/tibial ray anomaly	Abnormality of the tibia	"skoehler, sdoelken"	"note that this will probably include short, although the orphanet term says ""excluding short"""


id_signe_4520	HP:0004328		Iridocorneal dysgenesis/iridogoniodysgenesis	Abnormality of the anterior segment of the eye	sdoelken	# good enough ?


id_signe_7150	HP:0000581		Blepharophimosis/short palpebral fissures	Blepharophimosis	"skoehler, sdoelken"	# good mapping


id_signe_12500	HP:0010299		Dentine anomaly	Abnormality of dentin	sdoelken	# good mapping


id_signe_36300	HP:0010515		Thymic aplasia/hypoplasia	Aplasia/Hypoplasia of the thymus	sdoelken	# good mapping


id_signe_48460	HP:0001912		Basophils anomalies	Abnormality of basophils	"skoehler, sdoelken"	# good mapping


id_signe_37080	HP:0008678		Agenesis/hypoplasia/aplasia of kidneys	Renal hypoplasia/aplasia	sdoelken	# good mapping


id_signe_53250	HP:0000098		Tall stature/gigantism/growth acceleration	Tall stature	"skoehler, sdoelken"	# good enough ?


id_signe_52120	HP:0000007		Autosomal recessive inheritance	Autosomal recessive inheritance	"skoehler, sdoelken"	# good mapping


id_signe_12300	HP:0009804		Anodontia/oligodontia/hypodontia	Reduced number of teeth	"skoehler, sdoelken"	"# good mapping; mapped to parent term; HPO has Oligodontia(HP:0000677)
  Hypodontia(HP:0000668)
  Anodontia(HP:0000674)"


id_signe_52660			Fragile chromosome X site			probinson


id_signe_3680	HP:0000347		Hypoplastic mandibula/partial absence of the mandibula	Mandibular hypoplasia	"skoehler, sdoelken"	# good enough 


id_signe_14450	HP:0000474		Excess nuchal skin without pterygium colli	Excess nuchal skin	"skoehler, sdoelken"	# good mapping (this correctly does not include pterygium colli)


id_signe_50850	HP:0100726		Kaposi's sarcoma	Kaposi's sarcoma	sdoelken	# good mapping (cretaed new HP term)


id_signe_24920			Scalp cyst/giant nevus		sdoelken	???


id_signe_19060	HP:0100555		Upper limb asymmetry/hemiatrophy/hemihypertrophy	Asymmetric growth	sdoelken	has children hemiatrophy and hemihypertrophy but also inlcudes lower limbs


id_signe_4720	HP:0000665		Lens dislocation/luxation/subluxation/ectopia lentis	Lens dislocation	"skoehler, sdoelken"	# good mapping


id_signe_3460	HP:0000490		Deepset eyes/enophthalmos	Deeply set eye	"skoehler, sdoelken"	" enophthalmos is a child of ""deeply set eye"" in HPO"


id_signe_55340			Antenatal exposure : varicella		sdoelken	probinson


id_signe_44150	HP:0001324		Muscle weakness/flaccidity	Muscle weakness	"skoehler, sdoelken"	# good mapping


id_signe_13300	HP:0009906		Small/hypoplastic/adherent/absent ear lobe	Aplasia/Hypoplasia of the earlobes	sdoelken	# good mapping


