LNDB ID	LNDB Name	HPO ID	HPO Name	Mapping status	Comment
08.05.03	Short palpebral fissures	HP:0000581	Blepharophimosis	Good	0
08.03.07	Ptosis of eyelids	HP:0000508	Ptosis	Good	0
32.14.12	* ptosis of eye-lids - see EYES (GENERAL)	HP:0000508	Ptosis	Good	0
07.03.01	Conjunctivitis	HP:0000509	Conjunctivitis	Good	0
32.26.20	ERG abnormalities	HP:0000512	Abnormal electroretinogram	Good	0
07.07.00	Lens, general abnormalities	HP:0000517	Abnormality of the lens	Good	0
07.07.01	Cataract	HP:0000518	Cataract	Good	0
07.01.07	Prominent eyes/proptosis	HP:0000520	Proptosis	OK	0
08.07.00	Tears, general abnormalities	HP:0000521	Abnormality of tear glands or tear production	OK	0
08.07.01	Absent or sparse tears	HP:0000522	Alacrima	OK	0
07.03.03	Conjunctival telangiectasia	HP:0000524	Conjunctival telangiectasia	Good	0
07.06.00	Iris, general abnormalities	HP:0000525	Abnormality of the iris	Good	0
07.06.01	Aniridia	HP:0000526	Aniridia	Good	0
08.02.04	Long/prominent eyelashes	HP:0000527	Long eyelashes	OK	0
07.05.01	Anophthalmia	HP:0000528	Anophthalmia	Good	0
08.01.00	Eyebrows, general abnormalities	HP:0000534	Abnormality of the eyebrow	Good	0
08.01.03	Sparse/decreased eyebrows	HP:0000535	Sparse eyebrow	OK	0
07.13.03	Hypermetropia	HP:0000540	Hypermetropia	Good	0
07.11.03	Detached retina	HP:0000541	Retinal detachment	Good	0
07.13.05	Myopia	HP:0000545	Myopia	Good	0
07.05.02	Buphthalmos	HP:0000557	Buphthalmos	Good	0
07.02.03	Rieger anomaly	HP:0000558	Rieger anomaly	Good	0
07.04.04	Keratoconus	HP:0000563	Keratoconus	Good	0
07.05.05	Microphthalmia	HP:0000568	Microphthalmos	Good	0
32.15.09	Electrical evidence of abnormal saccades	HP:0000570	Abnormality of saccadic eye movements	OK	0
08.01.09	Thick eyebrows	HP:0000574	Thick eyebrow	Good	0
32.14.11	* pigmentary retinopathy - see EYES, GLOBES	HP:0000580	Pigmentary retinopathy	Good	0
08.05.02	Blepharophimosis/blepharospasm	HP:0000581	Blepharophimosis	Good	0
08.05.04	Palpebral fissures slant up	HP:0000582	Upslanted palpebral fissure	Good	0
07.09.02	Coloboma involving optic nerve	HP:0000588	Optic nerve coloboma	Good	0
07.11.02	Coloboma of retina/choroid	HP:0000589	Coloboma	OK	0
08.03.02	Coloboma of eyelids	HP:0000625	Cleft eyelid	Good	0
07.12.00	Sclera, general abnormalities	HP:0000591	Abnormality of the sclera	OK	0
07.12.01	Blue sclera	HP:0000592	Blue sclerae	Good	0
07.02.00	Anterior chamber, general abnormalities	HP:0000593	Abnormality of the anterior chamber	Good	0
07.02.01	Anterior chamber abnormalities, unspecified	HP:0000593	Abnormality of the anterior chamber	Good	0
06.00.00	EARS	HP:0000598	Abnormality of the ear	OK	0
07.01.06	Hypotelorism	HP:0000601	Hypotelorism	Good	0
32.14.02	N.III, IV, VI /ophthalmoplegia plus supranuclear	HP:0000602	Ophthalmoplegia	OK	0
07.08.01	Macular degeneration	HP:0000608	Macular degeneration	Good	0
07.06.03	Coloboma of iris	HP:0000612	Iris coloboma	Good	0
07.13.07	Photophobia	HP:0000613	Photophobia	Good	0
08.04.00	Nasolacrimal duct, general abnormalities	HP:0000614	Abnormality of the nasolacrimal system	OK	0
07.10.00	Pupil, general abnormalities	HP:0000615	Abnormality of the pupil	Good	0
32.15.10	Electrical evidence of abnormal smooth pursuit	HP:0000617	Abnormality of ocular smooth pursuit	Good	0
07.13.02	Blindness	HP:0000618	Blindness	Good	0
08.03.04	Entropion of eyelids	HP:0000621	Entropion	Good	0
08.03.08	Thickened/oedematous eyelids	HP:0100540	Palpebral edema	OK	0
08.06.03	Fullness of peri-orbital region	HP:0000629	Periorbital fullness	Good	0
08.05.06	Wide palpebral fissures	HP:0000637	Long palpebral fissure	Good	0
07.13.06	* Nystagmus - see NEUROLOGY/NYSTAGMUS	HP:0000639	Nystagmus	Good	0
32.15.00	NYSTAGMUS/OCULOMOTOR APRAXIA, general abnorm.	HP:0000639	Nystagmus	Good	0
07.04.02	Cloudy corneae/sclerocornea	HP:0000647	Sclerocornea	OK	0
07.09.03	Optic atrophy	HP:0000648	Optic atrophy	Good	0
32.14.10	* optic atrophy - see EYES, GLOBES	HP:0000648	Optic atrophy	Good	0
08.03.03	Ectropion of eyelids	HP:0000656	Ectropion	Good	0
32.15.07	Oculomotor apraxia	HP:0000657	Oculomotor apraxia	Good	0
07.02.02	Peters' anomaly	HP:0000659	Peters anomaly	Good	0
07.13.04	Night blindness	HP:0000662	Night blindness	Good	0
08.01.08	Synophrys	HP:0000664	Synophrys	Good	0
07.07.02	Dislocation of lens	HP:0001083	Ectopia lentis	Good	0
13.01.02	Dental caries	HP:0000670	Carious teeth	Good	0
13.01.15	Supernumerary teeth	HP:0011069	Increased number of teeth	Good	0
13.01.11	Oligodontia	HP:0000677	Oligodontia	Good	0
13.01.06	Enamel abnormalities	HP:0000682	Abnormality of dental enamel	Good	0
13.01.03	Delayed tooth eruption/development	HP:0000684	Delayed eruption of teeth	Good	0
13.01.16	Wide-spaced teeth	HP:0000687	Widely spaced teeth	Good	0
13.01.09	Malocclusion of teeth	HP:0000689	Dental malocclusion	Good	0
13.01.14	Small teeth	HP:0000691	Microdontia	Good	0
13.01.10	Neonatal teeth	HP:0000695	Natal tooth	Good	0
13.01.13	Abnormally shaped teeth	HP:0006482	Abnormality of dental morphology	Good	0
32.00.00	NEUROLOGY	HP:0000707	Abnormality of the nervous system	Good	0
32.05.00	BEHAVIOURAL PROBLEMS, general abnormalities	HP:0000708	Behavioural/Psychiatric Abnormality	Good	0
32.05.10	Psychotic behaviour	HP:0000709	Psychosis	Good	0
32.05.06	Irritability/emotional lability	HP:0000712	Emotional lability	OK	0
32.05.05	Apathy/depression	HP:0000716	Depression	OK	0
32.05.01	Autism/autistic behaviour	HP:0000717	Autism	OK	0
32.05.04	Aggressive behaviour	HP:0000718	Aggressive behavior	Good	0
32.04.03	Dementia/neurodegenerative, regress	HP:0000726	Dementia	OK	0
32.05.11	Short attention span	HP:0000736	Short attention span	Good	0
32.05.07	Self-mutilation	HP:0000742	Self-mutilation	Good	0
32.05.03	Hyperactivity	HP:0000752	Hyperactivity	Good	0
32.26.10	Electrical evidence of axonal degeneration	HP:0000764	Peripheral axonal degeneration	OK	0
17.00.00	THORAX	HP:0000765	Abnormality of the thorax	OK	0
17.01.00	Thorax, general abnormalities	HP:0000765	Abnormality of the thorax	Good	0
17.01.04	Pectus excavatum	HP:0000767	Pectus excavatum	Good	0
17.01.03	Pectus carinatum	HP:0000768	Pectus carinatum	Good	0
17.02.00	Breasts, general abnormalities	HP:0000769	Abnormality of the breast	OK	0
17.02.03	Gynaecomastia	HP:0000771	Gynecomastia	Good	0
17.09.00	Ribs, general abnormalities	HP:0000772	Abnormality of the ribs	Good	0
17.09.07	Short ribs	HP:0000773	Short ribs	Good	0
17.04.00	Diaphragm, general abnormalities	HP:0000775	Abnormality of the diaphragm	Good	0
28.06.00	Thymus, general abnormalities	HP:0000777	Abnormality of the thymus	Good	0
17.10.00	Scapulae, general abnormalities	HP:0000782	Abnormality of the scapula	Good	0
20.02.01	Primary amenorrhea	HP:0000786	Primary amenorrhea	Good	0
21.03.12	Renal stones/calcification	HP:0000787	Nephrolithiasis	OK	0
21.01.04	Haematuria	HP:0000790	Hematuria	Good	0
21.05.00	Urethra, general abnormalities	HP:0000795	Abnormality of the urethra	Good	0
20.03.17	Oligospermia/azoospermia	HP:0000798	Oligospermia	OK	0
32.23.01	Impotence	HP:0000802	Impotence	Good	0
32.05.15	Enuresis	HP:0000805	Enuresis	Good	0
28.00.00	ENDOCRINE	HP:0000818	Abnormality of the endocrine system	Good	0
28.01.00	Endocrine, general abnormalities	HP:0000818	Abnormality of the endocrine system	Good	0
28.03.01	Diabetes mellitus/hyperglycaemia	HP:0000819	Diabetes mellitus	OK	0
28.07.00	Thyroid, general abnormalities	HP:0000820	Abnormality of the thyroid gland	Good	0
28.07.03	Hypothyroidism/small/absent thyroid	HP:0000821	Hypothyroidism	OK	0
27.01.07	Hypertension	HP:0000822	Hypertension	Good	0
28.04.00	Parathyroids/calcium, general abnormalities	HP:0000828	Abnormality of the parathyroid gland	OK	0
28.04.04	Parathyroid, absent/hypoparathyroidism	HP:0000829	Hypoparathyroidism	OK	0
28.05.03	Hypo-pituitarism	HP:0000830	Anterior hypopituitarism	OK	0
28.02.00	Adrenals, general abnormalities	HP:0000834	Abnormality of the adrenal glands	Good	0
28.02.03	Adrenal hypoplasia/insufficiency	HP:0000835	Adrenal hypoplasia	OK	0
28.07.02	Hyper-thyroidism	HP:0000836	Hyperthyroidism	Good	0
28.05.00	Pituitary, general abnormalities	HP:0000864	Abnormality of the hypothalamus-pituitary axis	OK	0
28.02.02	Adrenal hyperplasia	HP:0000840	Adrenogenital syndrome	OK	0
15.01.02	Goitre	HP:0000853	Goiter	Good	0
28.05.04	Isolated growth hormone deficiency	HP:0000824	Growth hormone deficiency	OK	0
28.05.07	Pituitary - diabetes insipidus	HP:0000863	Central diabetes insipidus	OK	I thought that vasopressin (AVP) was released from the hypothalamus rather than the pituitary?
20.02.02	Secondary amenorrhea	HP:0000869	Secondary amenorrhea	Good	0
17.01.07	Short sternum	HP:0000879	Short sternum	Good	0
17.09.01	Absent ribs	HP:0000921	Missing ribs	OK	0
17.09.09	Thin ribs	HP:0000883	Thin ribs	Good	0
17.09.08	Thick/wide ribs	HP:0000885	Broad ribs	Good	0
17.03.00	Clavicles, general abnormalities	HP:0000889	Abnormality of the clavicles	Good	0
17.03.03	Long clavicles	HP:0000890	Long clavicles	Good	0
17.03.04	Bowed/hooked clavicles	HP:0000895	Hooked clavicles	Good	0
17.09.03	Bifid/fused ribs	HP:0000902	Rib fusion	OK	0
17.09.05	Flared ribs/anterior splaying	HP:0000904	Flaring of rib cage	OK	0
17.10.03	Small scapulae	HP:0000882	Hypoplastic scapulae	OK	0
17.10.02	High or Sprengel shoulder	HP:0000912	Sprengel anomaly	Good	0
17.03.02	Broad clavicles	HP:0000916	Broad clavicles	Good	0
33.00.00	SKELETAL SYSTEM	HP:0000924	Abnormality of the skeletal system	OK	0
33.01.00	Skeleton, general abnormalities	HP:0000924	Abnormality of the skeletal system	Good	0
16.01.00	Back and spine, general abnormalities	HP:0000925	Abnormality of the vertebral column	OK	0
16.03.09	Platyspondyly	HP:0000926	Platyspondyly	Good	0
32.12.00	CRANIAL BONES, general abnormalities	HP:0000929	Abnormality of the skull	OK	0
23.06.04	Cone-shaped epiphyses of phalanges	HP:0010579	Cone-shaped epiphysis	Good	0
33.01.08	Osteoporosis	HP:0000939	Osteoporosis	Good	0
19.03.03	Hypoplastic ilia	HP:0000946	Hypoplastic ilia	Good	0
33.02.13	Metaphyseal dysplasia	HP:0100255	Metaphyseal dysplasia	Good	0
34.00.00	SKIN	HP:0000951	Abnormality of the skin	OK	0
34.01.00	Skin, general abnormalities	HP:0000951	Abnormality of the skin	Good	0
18.05.05	Jaundice	HP:0000952	Jaundice	Good	0
23.03.04	Single palmar crease	HP:0000954	Single transverse palmar crease	Good	0
34.01.11	Ichthyosis	HP:0008064	Ichthyosiform abnormality of the skin	OK	0
34.03.01	Acanthosis nigricans	HP:0000956	Acanthosis nigricans	Good	0
34.03.04	Patchy pigment of skin/cafe au lait spots	HP:0000957	Cafe-au-lait spot	OK	0
16.02.04	Sacral dimple/sinus	HP:0000960	Sacral dimple	OK	0
34.01.10	Hyperkeratosis	HP:0000962	Hyperkeratosis	Good	0
34.01.22	Thin skin/generalized skin atrophy	HP:0000963	Thin skin	OK	0
34.01.03	Cutis marmorata	HP:0000965	Cutis marmorata	Good	0
34.04.08	* cutis marmorata - see SKIN GENERAL	HP:0000965	Cutis marmorata	Good	0
32.23.06	* hypohidrotic skin - see SKIN	HP:0000966	Hypohidrosis	OK	0
34.01.13	Oedema (including hydrops)	HP:0000969	Edema	OK	0
34.01.02	Cutis laxa	HP:0000973	Cutis laxa	Good	0
32.23.07	* hyperhidrosis - see SKIN	HP:0000975	Hyperhidrosis	OK	0
34.01.08	Hyperhidrosis	HP:0000975	Hyperhidrosis	Good	0
34.01.19	Soft skin	HP:0000977	Soft skin	Good	0
34.04.04	Purpura	HP:0000979	Purpura	Good	0
32.03.06	Neonatal jaundice	HP:0006579	Prolonged neonatal jaundice	OK	0
34.01.17	Abnormal scar formation	HP:0000987	Atypical scarring of skin	Good	0
34.05.08	Xanthomas	HP:0000991	Xanthomatosis	Good	0
34.01.15	Skin photosensitivity	HP:0000992	Cutaneous photosensitivity	Good	0
34.03.06	Axillary freckles	HP:0000997	Axillary freckling	Good	0
34.03.00	Skin pigment, general abnormalities	HP:0001000	Abnormality of skin pigmentation	OK	0
08.03.09	Telangiectasia of eyelids	HP:0001009	Telangiectasia	?	Is this conjunctival telangiectasia or the outer skin of eyelid?
18.01.20	Telangiectasia of intestine	HP:0002604	Gastrointestinal telangiectasia	OK	0
34.04.05	Telangiectasia/angiokeratomata of skin	HP:0100585	Teleangiectasia of the skin	OK	0
34.05.04	Lipomata	HP:0001012	Multiple lipomas	Good	0
34.04.07	Urticaria	HP:0001025	Urticaria	Good	0
34.01.06	Eczema/atopic dermatitis	HP:0001047	Atopic dermatitis	OK	0
34.04.03	Cavernous haemangioma	HP:0001048	Cavernous hemangioma	Good	0
34.02.01	Acne	HP:0001061	Acne	Good	0
34.02.07	Skin striae/stretch marks	HP:0001065	Striae distensae	Good	0
34.05.05	Neurofibromas	HP:0001067	Neurofibromas	Good	0
07.09.04	Papilloedema/optic neuritis	HP:0001085	Papilledema	OK	0
07.06.02	Brushfield spots	HP:0001088	Brushfield spots	Good	0
07.06.04	Heterochromia of iris	HP:0001100	Heterochromia iridis	Good	0
07.08.00	Macula, general abnormalities	HP:0001103	Abnormality of the macula	OK	0
08.06.04	Pigmented peri-orbital skin	HP:0001106	Periorbital hyperpigmentation	Good	0
07.05.03	Cryptophthalmos	HP:0001126	Cryptophthalmos	Good	0
07.04.03	Epibulbar dermoid	HP:0001140	Epibulbar dermoids	Good	0
07.05.07	Orbital cyst	HP:0001144	Orbital cysts	Good	0
23.00.00	HANDS	HP:0001155	Abnormality of the hand	OK	0
23.01.00	Hands, general abnormalities	HP:0001155	Abnormality of the hand	Good	0
23.04.03	Brachydactyly	HP:0001156	Brachydactyly syndrome	OK	0
23.04.05	Clinodactyly	HP:0004209	Clinodactyly of the 5th finger	Clinodactyly of the 5th finger	Or: Radial deviation of finger
26.05.10	Syndactyly of toes (not 2-3)	HP:0001770	Toe syndactyly	OK	0
23.07.05	Polydactyly/bifid thumb	HP:0001161	Polydactyly (hands)	OK	0
26.02.05	Polydactyly/bifid hallux	HP:0001829	Polydactyly (feet)	OK	0
23.04.12	Post-axial polydactyly of fingers	HP:0001162	Postaxial polydactyly (hands)	Good	0
23.05.00	Metacarpals, general abnormalities	HP:0001163	Abnormality of the metacarpal bones	Good	0
23.01.07	Small hands	HP:0004279	Short palm	OK	0
23.04.02	Arachnodactyly	HP:0001166	Arachnodactyly	Good	0
23.06.10	Long phalanges	HP:0006155	Long phalanx of finger	Good	0
23.04.00	Fingers, general abnormalities	HP:0001167	Abnormality of finger	Good	0
23.01.02	Broad hands	HP:0001169	Broad palm	OK	0
23.01.08	Split/cleft hand/ectrodactyly	HP:0001171	Ectrodactyly (hands)	Good	0
26.01.07	Split/cleft foot/ectrodactyly	HP:0001839	Ectrodactyly (feet)	Good	0
23.07.00	Thumbs, general abnormalities	HP:0001172	Abnormality of the thumb	Good	0
23.01.05	Large hands	HP:0001176	Large hands	Good	0
23.04.11	Pre-axial polydactyly of fingers	HP:0001177	Preaxial polydactyly (hands)	Good	0
23.07.02	Adducted thumbs	HP:0001181	Adducted thumb	Good	0
23.04.17	Tapering fingers	HP:0001182	Tapered finger	Good	0
23.04.08	Hyper-mobile/extensible fingers	HP:0001187	Hyperextensibility of the finger joints	Good	0
23.01.03	Clenched hands	HP:0001188	Hand clenching	Good	0
23.02.00	Carpals, general abnormalities	HP:0001191	Abnormality of the carpal bones	Good	0
32.02.00	PRENATAL PROBLEMS, general abnormalities	HP:0001197	Abnormality of prenatal development or birth	OK	0
23.07.10	Triphalangeal thumb	HP:0001199	Triphalangeal thumb	Good	0
23.04.25	Fetal finger pads	HP:0001212	Prominent fingertip pads	?	0
23.04.06	Clubbing of fingers (drumstick)	HP:0001217	Clubbing	OK	0
23.07.04	Abducted/hitchhiker thumb	HP:0001234	Hitchhiker thumb	OK	0
23.04.19	Thin fingers	HP:0001238	Slender finger	Good	0
23.01.09	Thenar hypoplasia	HP:0001245	Small thenar eminence	OK	0
32.04.02	Mental retardation/developmental delay	HP:0001249	Intellectual disability	OK	0
32.06.00	SEIZURES, general abnormalities	HP:0001250	Seizures	Good	0
32.16.00	ATAXIA, general abnormalities	HP:0001251	Ataxia	Good	0
32.04.05	Hypotonia (non-myopathic)	HP:0001252	Muscular hypotonia	OK	0
32.19.07	Hypotonia (myopathic)	HP:0001252	Muscular hypotonia	OK	0
32.04.01	Abnormality in consciousness/coma/lethargy	HP:0001254	Lethargy	OK	0
32.17.06	Spasticity/brisk reflexes/Babinski	HP:0001257	Spasticity	OK	Bundled term probably best described by spasticity also: consider (Babinski sign) HP:0003487 and Spasticity (HP:0001257)
14.01.06	Speech defect/dysarthria	HP:0001260	Dysarthria	OK	0
32.16.05	* dysarthria - see VOICE	HP:0001260	Dysarthria	Good	0
32.23.03	Orthostatic hypotension/hypertensive crisis	HP:0001278	Orthostatic hypotension	OK	0
32.07.02	Syncope/vaso vagal reflexes	HP:0001279	Syncope	OK	0
32.35.18	Meningitis	HP:0001287	Meningitis	Good	0
32.14.00	CRANIAL NERVES, general abnormalities	HP:0001291	Abnormality of the cranial nerves	Good	0
32.32.14	Dandy-Walker malformation	HP:0001305	Dandy-Walker malformation	Good	0
12.05.04	Tongue fasciculations	HP:0001308	Tongue fasciculations	Good	0
32.26.23	EP somatosensory abnormal enlarged	HP:0001312	Giant somatosensory evoked potentials	OK	0
32.31.08	Cerebellar vermis hypoplasia/aplasia	HP:0001320	Cerebellar vermis hypoplasia	OK	0
32.21.02	Muscle weakness (peripheral nerve)	HP:0001324	Muscle weakness	OK	0
32.32.18	Absence of septum pellucidum	HP:0001331	Absent septum pellucidum	Good	0
32.18.04	Dystonia	HP:0001332	Dystonia	Good	0
32.22.00	SENSORY NERVE INVOLVEMENT, general abnormalities	HP:0000759	Abnormality of the peripheral nervous system	?	too general
32.17.07	Mirror movements	HP:0001335	Bimanual synkinesia	OK	0
32.06.06	Myoclonus (for palatal and spinal myocl.i.v.)	HP:0001336	Myoclonus	OK	0
32.31.20	*Lissencephaly/pachygyria - see NEURORADIOL CONT	HP:0001339	Lissencephaly	OK	0
32.32.09	Lissencephaly/pachygyria	HP:0001339	Lissencephaly	OK	0
32.32.12	Megalencephaly	HP:0001355	Megalencephaly	Good	0
32.08.06	Plagiocephaly/asymmetrical skull	HP:0001357	Plagiocephaly	OK	0
32.32.05	Holoprosencephaly/arhinencephaly	HP:0001360	Holoprosencephaly	OK	0
32.09.01	Craniosynostosis	HP:0001363	Craniosynostosis	Good	0
31.00.00	JOINTS	HP:0001367	Abnormal joint morphology	OK	0
31.01.00	Joints, general abnormalities	HP:0001367	Abnormal joint morphology	OK	0
31.01.05	Joint stiffness/arthritis	HP:0001369	Arthritis	OK	0
31.01.01	Joint contractures (including arthrogryposis)	HP:0001371	Flexion contracture	OK	0
31.01.04	Joint laxity	HP:0001388	Joint laxity	Good	0
18.05.01	Abnormal liver (including function)	HP:0001392	Abnormality of the liver	OK	0
17.08.00	Pectoral/shoulder girdle, general abnormalities	HP:0001435	Abnormality of the shoulder girdle musculature	OK	0
18.00.00	ABDOMEN	HP:0001438	Abnormality of the abdomen	OK	0
18.01.00	Abdomen, general abnormalities	HP:0001438	Abnormality of the abdomen	OK	0
23.02.04	Osteolysis of carpals	HP:0001495	Carpal osteolysis	Good	0
02.01.00	Short stature, general abnormalities	HP:0004322	Short stature	OK	0
01.02.00	Obesity, general abnormalities	HP:0001513	Obesity	OK	0
01.02.02	Generalized obesity	HP:0001513	Obesity	OK	0
02.02.02	Tall stature, disproportionate/dolichostenomelia	HP:0001519	Disproportionate tall stature	OK	0
01.02.03	High birth weight (> 90th centile)	HP:0001520	Large for gestational age	OK	0
16.01.07	Short trunk	HP:0003521	Disproportionate short-trunk short stature	OK	0
02.02.00	Tall stature, general abnormalities	HP:0000098	Tall stature	OK	0
02.02.01	Tall stature, proportionate	HP:0000098	Tall stature	OK	0
33.02.11	Hemi-hypertrophy	HP:0001528	Hemihypertrophy	Good	0
01.03.00	Thin or slender build, general abnormalities	HP:0001533	Slender build	OK	0
01.03.01	Thin	HP:0001533	Slender build	OK	0
18.01.10	Umbilical hernia	HP:0001537	Umbilical hernia	Good	0
18.01.15	Protuberant abdomen	HP:0001538	Protuberant abdomen	Good	0
18.01.14	Omphalocele/exomphalos	HP:0001539	Omphalocele	OK	0
18.01.04	Diastasis recti	HP:0001540	Diastasis recti	Good	0
18.01.01	Ascites	HP:0001541	Ascites	Good	0
18.01.08	Gastroschisis	HP:0001543	Gastroschisis	Good	0
18.01.22	Umbilicus, abnormal shape or position	HP:0001551	Abnormality of the umbilicus	OK	0
17.01.02	Broad/barrel thorax	HP:0001552	Barrel-shaped chest	OK	0
17.01.01	Asymmetric thorax	HP:0001555	Asymmetry of the thorax	OK	0
17.11.03	Sloping shoulders	HP:0200021	Down-sloping shoulders	OK	0
32.02.03	Fetal movement - weak	HP:0001558	Decreased fetal movement	OK	0
13.01.08	Large/prominent teeth	HP:0001572	Macrodontia	OK	0
13.01.17	Single central incisor	HP:0006315	Single median maxillary incisor	Good	0
04.00.00	HAIR	HP:0001595	Abnormality of the hair	OK	0
04.01.00	Hair, sparse etc., general abnormalities	HP:0001595	Abnormality of the hair	OK	0
24.00.00	NAILS	HP:0001597	Abnormality of the nail	OK	0
24.01.00	Nails, general abnormalities	HP:0001597	Abnormality of the nail	OK	0
14.00.00	VOICE	HP:0001608	Abnormality of the voice	OK	0
14.01.00	Voice, general abnormalities	HP:0001608	Abnormality of the voice	OK	0
32.14.18	* speech/voice - see VOICE	HP:0001608	Abnormality of the voice	OK	0
14.01.02	Hoarse voice	HP:0001609	Hoarse voice	Good	0
14.01.03	Nasal speech	HP:0001611	Nasal speech	Good	0
14.01.04	High-pitched voice	HP:0001620	High pitched voice	Good	0
17.05.00	Heart, general abnormalities	HP:0001627	Abnormality of the heart	OK	0
17.05.27	Ventricular septal defect	HP:0001629	Ventricular septal defect	Good	0
17.05.01	Atrial septum defect	HP:0001631	Defect in the atrial septum	Good	0
17.05.12	Fallot tetralogy	HP:0001636	Tetralogy of Fallot	Good	0
17.05.06	Cardiomyopathy	HP:0001638	Cardiomyopathy	Good	0
32.19.15	* cardiomyopathy - see THORAX/Heart	HP:0001638	Cardiomyopathy	Good	0
17.05.20	Pulmonary stenosis	HP:0001642	Pulmonic stenosis	Good	0
17.05.17	Patent ductus arteriosus	HP:0001643	Patent ductus arteriosus	Good	0
17.05.04	Aortic stenosis	HP:0001650	Aortic valve stenosis	Good	0
17.05.23	Cardiac situs inversus/dextrocardia	HP:0001651	Dextrocardia	OK	0
17.05.15	Mitral incompetence	HP:0001653	Mitral regurgitation	Good	0
17.05.03	Aortic incompetence	HP:0001659	Aortic regurgitation	Good	0
17.05.26	Truncus arteriosus	HP:0001660	Truncus arteriosus	Good	0
17.05.11	ECG abnormality/conduction defects	HP:0011675	Arrhythmia	OK	0
17.05.28	Transposition of the great arteries	HP:0001669	Transposition of the great arteries	Good	0
17.05.31	Ectopia cordis	HP:0001683	Ectopia cordis	Good	0
17.05.18	Pericarditis (non-constrictive)	HP:0001701	Pericarditis	OK	0
17.05.16	Mitral stenosis	HP:0001718	Mitral stenosis	Good	0
06.06.03	Deafness, congenital	HP:0000365	Hearing impairment	OK	0
18.07.00	Pancreas (exocrine), general abnormalities	HP:0001732	Abnormality of the pancreas	OK	0
18.07.01	Annular pancreas	HP:0001734	Annular pancreas	Good	0
18.07.03	Pancreatic cysts/tumours	HP:0001737	Pancreatic cysts	OK	0
18.08.00	Spleen, general abnormalities	HP:0001743	Abnormality of the spleen	OK	0
18.08.04	Large spleen	HP:0001744	Splenomegaly	Good	0
18.08.05	Polysplenia	HP:0001748	Polysplenia	Good	0
17.05.22	Single ventricle	HP:0001750	Single ventricle	Good	0
06.11.03	Vestibular apparatus abnormalities	HP:0001751	Vestibular dysfunction	OK	0
26.00.00	FEET	HP:0001760	Abnormality of the foot	OK	0
26.01.00	Feet, general abnormalities	HP:0001760	Abnormality of the foot	OK	0
26.01.02	High arches of feet (pes cavus)	HP:0001761	Pes cavus	OK	0
26.01.08	Club foot, valgus	HP:0001772	Talipes equinovalgus	OK	0
26.01.09	Club foot, varus	HP:0001762	Talipes equinovarus	OK	0
26.01.01	Flat arches of feet	HP:0001763	Pes planus	OK	0
26.01.16	Small feet	HP:0001764	Small feet	Good	0
26.05.13	Camptodactyly/hammer toes	HP:0001765	Hammertoe	OK	0
26.05.08	Short toes	HP:0001831	Short toe	Good	0
26.01.17	Wide feet	HP:0001769	Broad foot	Good	0
26.05.00	Toes, general abnormalities	HP:0001780	Abnormality of toe	Good	0
24.01.09	Small/hypoplastic/deepset nails	HP:0001792	Small nail	OK	0
24.01.06	Dystrophic nails	HP:0002164	Nail dysplasia	OK	0
24.01.07	Hyperconvex/clubbed nails	HP:0001795	Hyperconvex nail	OK	0
24.01.01	Absent nails	HP:0001798	Anonychia	OK	0
24.01.10	Short nails	HP:0001799	Short nail	Good	0
24.01.08	Nail pits	HP:0001803	Nail pits	Good	0
24.01.11	Thickened nails	HP:0001805	Thick nail	Good	0
24.01.12	Thin/brittle nails	HP:0001808	Fragile nails	OK	0
24.01.03	Broad nails	HP:0001821	Broad nail	Good	0
26.02.07	Hallux valgus	HP:0001822	Hallux valgus	Good	0
26.05.06	Post-axial polydactyly of toes	HP:0001830	Postaxial polydactyly of foot	Good	0
26.03.00	Metatarsals, general abnormalities	HP:0001832	Abnormality of the metatarsal bones	Good	0
26.01.11	Large feet	HP:0001833	Large feet	Good	Should we retain this? EoM has long foot
26.01.12	Long feet	HP:0001833	Large feet	?	0
26.02.02	Broad hallux	HP:0010055	Broad hallux	Good	0
26.01.15	Rocker-bottom feet (see also vertical talus)	HP:0001838	Vertical talus	OK	0
26.05.02	Broad toes	HP:0001837	Broad toe	Good	0
26.04.04	Vertical talus (see also rocker-bottom feet)	HP:0001838	Vertical talus	OK	0
26.03.03	Metatarsus varus	HP:0001840	Metatarsus adductus	OK	0
26.05.14	Pre-axial polydactyly of toes	HP:0001841	Preaxial polydactyly of foot	Good	0
26.02.00	Hallux, general abnormalities	HP:0001844	Abnormality of the hallux	Good	0
26.04.00	Tarsals, general abnormalities	HP:0001850	Abnormality of the tarsal bones	Good	0
26.05.07	Sandal gap of toes	HP:0001852	Sandal gap	Good	0
26.02.04	Long hallux	HP:0001847	Long hallux	Good	0
26.01.03	Abnormal/deep plantar creases	HP:0001869	Deep plantar creases	OK	0
29.01.07	Platelet abnormalities	HP:0001872	Abnormality of thrombocytes	Good	0
29.01.08	Anaemia/red cell abnormalities	HP:0001877	Abnormality of erythrocytes	OK	0
29.01.09	Bleeding diatheses	HP:0001892	Abnormal bleeding	Good	0
21.03.10	Renal artery stenosis	HP:0001920	Renal artery stenosis	Good	0
29.01.11	Storage cells/vacuolated lymphocytes	HP:0001922	Vacuolated lymphocytes	OK	0
29.01.14	Acanthocytosis	HP:0001927	Acanthocytosis	Good	0
