?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/HP_0000019>	"Difficulty in beginning the process of urination."	"UMLS:C0152032 SNOMEDCT_US:5972002"
<http://purl.obolibrary.org/obo/HP_0000322>	"Distance between nasal base and midline upper lip vermilion border more than 2 SD below the mean. Alternatively, an apparently decreased distance between nasal base and midline upper lip vermilion border."	"UMLS:C1861324"
<http://purl.obolibrary.org/obo/HP_0030333>	"A structuraly anomaly of T cells that express an alpha-beta T cell receptor."	"UMLS:C4022503"
<http://purl.obolibrary.org/obo/HP_0031380>	"Any abnormality in the multiplication or reproduction of B cells, which results in the expansion of a cell population."	
<http://purl.obolibrary.org/obo/HP_0001331>	"Absence of the septum pellucidum."	"SNOMEDCT_US:253143001 MSH:C535562 UMLS:C0431371"
<http://purl.obolibrary.org/obo/HP_0001691>	"A type of subvalvular aortic stenosis resulting from thickening of the musculature of the interventricular septum, which results in obstruction to blood flow through the left-ventricular outflow tract."	"UMLS:C3887554"
<http://purl.obolibrary.org/obo/HP_0031805>	"A subtype of fundus hemorrhage occurring within the neurosensory retina. Intraretinal haemorrhages may be 'dot' or' blot' shaped or flame shaped depending upon their depth within the retina."	
<http://purl.obolibrary.org/obo/HP_0009103>		"UMLS:C4024597"
<http://purl.obolibrary.org/obo/HP_0004681>	"Narrow, paramedian longitudinal depressions in the plantar skin of the forefoot."	"UMLS:C4280508 UMLS:C1859223"
<http://purl.obolibrary.org/obo/HP_0003418>	"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the back."	"SNOMEDCT_US:161891005 UMLS:C0004604 MSH:D001416"
<http://purl.obolibrary.org/obo/HP_0012877>	"The emission of semen and seminal fluid into the bladder instead of through the penis during orgasm."	"SNOMEDCT_US:50112006 UMLS:C0403673"
<http://purl.obolibrary.org/obo/HP_0025567>	"An anomaly of the retina with serous detachment of the neurosensory retina secondary to one or more focal lesions of the retinal pigment epithelium (RPE), and associated with blurred vision, usually in one eye only and perceived typically by the patient as a dark spot in the centre of the visual field with associated micropsia and metamorphopsia. Normal vision often recurs spontaneously within a few months."	
<http://purl.obolibrary.org/obo/HP_0002346>	"An unintentional, oscillating to-and-fro muscle movement affecting head movement."	"UMLS:C0239882"
<http://purl.obolibrary.org/obo/HP_0001042>		"UMLS:C4025806"
<http://purl.obolibrary.org/obo/HP_0001238>	"Fingers that are disproportionately narrow (reduced girth) for the hand/foot size or build of the individual."	"UMLS:C1857482"
<http://purl.obolibrary.org/obo/HP_0030116>	"A deviation from normal of the amount of the inner nuclear membrane protein emerin in muscle tissue."	"UMLS:C4022629"
<http://purl.obolibrary.org/obo/HP_0008258>	"A type of adrenal hyperplasia with congenital onset."	"UMLS:C0001627 SNOMEDCT_US:237751000 MSH:D000312"
<http://purl.obolibrary.org/obo/HP_0005972>	"Acidosis because of respiratory retention of carbon dioxide."	"UMLS:C0001127 SNOMEDCT_US:12326000 MSH:D000142"
<http://purl.obolibrary.org/obo/HP_0000943>		"UMLS:C0086795 MSH:D008059 SNOMEDCT_US:254069004 SNOMEDCT_US:65327002"
<http://purl.obolibrary.org/obo/HP_0032319>	"Health status of a family member with respect to the disease being investigated in a proband."	
<http://purl.obolibrary.org/obo/HP_0500204>	"Abnormally decreased levels of arginine in cerebrospinal fluid."	
<http://purl.obolibrary.org/obo/HP_3000054>	"An abnormality of an inferior alveolar artery."	"UMLS:C4073262"
<http://purl.obolibrary.org/obo/HP_0012613>	"Elevated concentration of SO4(2-), i.e., sulfate, in the urine."	"UMLS:C4022820"
<http://purl.obolibrary.org/obo/HP_0000188>	"Decreased width of the upper lip."	"UMLS:C1848977"
<http://purl.obolibrary.org/obo/HP_0009924>	"Underdevelopment or absence of the nose or parts thereof."	"UMLS:C0685684 UMLS:C4024159 SNOMEDCT_US:204519007 SNOMEDCT_US:93278002 UMLS:C4280392"
<http://purl.obolibrary.org/obo/HP_0006645>	"Abnormally reduced diameter (cross section) of the clavicles."	"UMLS:C0575535 SNOMEDCT_US:298764003"
<http://purl.obolibrary.org/obo/HP_0031447>	"Multiple pigmented macules located on the skin of the penis."	
<http://purl.obolibrary.org/obo/HP_0003782>	"A body habitus that is tall, slim and underweight, with long legs and long arms (i.e., arm span exceeds height by 5 cm or more)."	"UMLS:C4025569"
<http://purl.obolibrary.org/obo/HP_0001043>		"UMLS:C1856542"
<http://purl.obolibrary.org/obo/HP_0001176>		"SNOMEDCT_US:249752003 UMLS:C0426870"
<http://purl.obolibrary.org/obo/HP_0001966>	"An abnormality of the mesangium, i.e., of the central part of the renal glomerulus between capillaries."	"UMLS:C4025733"
<http://purl.obolibrary.org/obo/HP_0011198>	"EEG discharges recorded on the entire scalp typically seen in persons with epilepsy."	"UMLS:C4023476"
<http://purl.obolibrary.org/obo/HP_0005987>	"Enlargement of the thyroid gland related to multiple nodules in the thyroid gland."	"UMLS:C0342208 SNOMEDCT_US:237570007"
<http://purl.obolibrary.org/obo/HP_0011193>	"EEG with focal sharp transient waves of a duration less than 80 msec."	"UMLS:C4023481"
<http://purl.obolibrary.org/obo/HP_0012568>	"Edema in the region of the Lower eyelid."	"UMLS:C2025810 UMLS:C3839997 SNOMEDCT_US:700327003"
<http://purl.obolibrary.org/obo/HP_0000811>		"UMLS:C4025825"
<http://purl.obolibrary.org/obo/HP_0010446>	"A narrowing of the orifice of the tricuspid valve of the heart."	"EPCC:06.01.92 MSH:D014264 UMLS:C0040963 ICD-10:Q22.4 SNOMEDCT_US:49915006"
<http://purl.obolibrary.org/obo/HP_0006603>		"UMLS:C1865833"
<http://purl.obolibrary.org/obo/HP_0009996>	"Partial or complete duplication of the fifth proximal phalanx of hand, seen on x-rays as a broad and/or bifid phalanx."	"UMLS:C4024122"
<http://purl.obolibrary.org/obo/HP_0000822>	"The presence of chronic increased pressure in the systemic arterial system."	"UMLS:C0020538 MSH:D006973 SNOMEDCT_US:24184005 SNOMEDCT_US:38341003 UMLS:C0497247"
<http://purl.obolibrary.org/obo/HP_0008445>	"An abnormal narrowing of the cervical spinal canal."	"UMLS:C1844925"
<http://purl.obolibrary.org/obo/HP_0009988>	"Partial or complete duplication of the distal phalanx of little finger."	"UMLS:C4021353"
<http://purl.obolibrary.org/obo/HP_0002374>		"UMLS:C4025710"
<http://purl.obolibrary.org/obo/HP_0010356>		"UMLS:C4023885"
<http://purl.obolibrary.org/obo/HP_0030629>		"UMLS:C4073099"
<http://purl.obolibrary.org/obo/HP_0025112>	"Decreased tolerance to sound."	
<http://purl.obolibrary.org/obo/HP_0003009>		"UMLS:C4025661"
<http://purl.obolibrary.org/obo/HP_0100913>	"An elevation of bone density in the proximal phalanx of the thumb."	"UMLS:C4021929"
<http://purl.obolibrary.org/obo/HP_0000460>	"Interalar distance more than 2 SD below the mean for age, or alternatively, an apparently decreased width of the nasal base and alae."	"UMLS:C0426422 SNOMEDCT_US:249322008"
<http://purl.obolibrary.org/obo/HP_0031181>	"Acral or periorificial lesions that evolve in recurrent crops, with an annular and migratory distribution."	
<http://purl.obolibrary.org/obo/HP_0009311>	"Bullet-shaped phalanx refers to a short and wide phalanx that tapers distally . Bullet-shaped phalanges lack the normal diaphyseal constriction. This term is used if the proximal phalanx of the 4th finger is affected."	"UMLS:C4024451"
<http://purl.obolibrary.org/obo/HP_0030628>		"UMLS:C4073098"
<http://purl.obolibrary.org/obo/HP_0031479>	"An increase in the diameter of the ring (annulus) of the mitral valve."	
<http://purl.obolibrary.org/obo/HP_0008030>		"SNOMEDCT_US:11255009 UMLS:C0271069"
<http://purl.obolibrary.org/obo/HP_0000787>	"The presence of calculi (stones) in the kidneys."	"UMLS:C0392525 MSH:D053040"
<http://purl.obolibrary.org/obo/HP_0009652>	"An abnormal morphology of one or more phalanges of the thumb, with a short and wide phalanx that tapers distally. Bullet-shaped phalanges lack the normal diaphyseal constriction."	"UMLS:C4021415"
<http://purl.obolibrary.org/obo/HP_0004608>	"Anterior mislocalization of the dens of the axis."	"UMLS:C1844512"
<http://purl.obolibrary.org/obo/HP_0025470>	"A type of hair loss characterized by an abnormal increase in dormant, telogen stage hair follicles."	
<http://purl.obolibrary.org/obo/HP_0500094>	"Latex allergy is an IgE-mediated immediate hypersensitivity response to natural rubber latex (NRL) protein with a variety of clinical signs ranging from contact urticaria, angioedema, asthma, and anaphylaxis."	
<http://purl.obolibrary.org/obo/HP_0008063>	"Absence or underdevelopment of the lens."	"UMLS:C4024738"
<http://purl.obolibrary.org/obo/HP_0030684>	"A deviation from the normal circulating concentration of adiponectin, a 30-kDa complement C1-related protein that is the most abundant secreted protein expressed in adipose tissue, and that plays a crucial role in the regulation of insulin sensitivity and glucose metabolism."	"UMLS:C4073126"
<http://purl.obolibrary.org/obo/HP_0001045>		"UMLS:C0042900 SNOMEDCT_US:56727007 MSH:D014820"
<http://purl.obolibrary.org/obo/HP_0100292>	"The presence of amyloid deposition in the nerves of the peripheral nervous system."	"UMLS:C4022162"
<http://purl.obolibrary.org/obo/HP_0004732>	"A reduction in the ability of the kidneys to remove uric acid from the serum."	"UMLS:C1969371"
<http://purl.obolibrary.org/obo/HP_0007132>	"Neurodegeneration involving the globus pallidus,a part of the basal ganglia that is involved in the regulation of voluntary movement."	"UMLS:C0393577 SNOMEDCT_US:230302004"
<http://purl.obolibrary.org/obo/HP_0100856>	"Decreased ossification of the vertebral bodies."	"UMLS:C4021953"
<http://purl.obolibrary.org/obo/HP_0003336>	"An abnormality of the process of endochondral ossification, which is a type of replacement ossification in which bone tissue replaces cartilage."	"UMLS:C4025628"
<http://purl.obolibrary.org/obo/HP_0008163>	"Abnormally reduced concentration of cortisol in the blood."	"UMLS:C1833054 UMLS:C1836623 UMLS:C1846225"
<http://purl.obolibrary.org/obo/HP_0011551>		"UMLS:C4023303"
<http://purl.obolibrary.org/obo/HP_0008872>	"Impaired feeding performance of an infant as manifested by difficulties such as weak and ineffective sucking, brief bursts of sucking, and falling asleep during sucking. There may be difficulties with chewing or maintaining attention."	"UMLS:C2674608"
<http://purl.obolibrary.org/obo/HP_0007935>		"UMLS:C1863408"
<http://purl.obolibrary.org/obo/HP_0010237>	"The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphyses of phalanges of the fingers."	"UMLS:C4021304"
<http://purl.obolibrary.org/obo/HP_0040242>	"Haemorrhage occurring within a muscle"	"UMLS:C0151702 SNOMEDCT_US:95422003"
<http://purl.obolibrary.org/obo/HP_0030627>		"UMLS:C4073097"
<http://purl.obolibrary.org/obo/HP_0001980>	"Abnormal increased number of megaloblasts in the bone marrow."	"UMLS:C0238801 SNOMEDCT_US:167921008"
<http://purl.obolibrary.org/obo/HP_0008167>		"UMLS:C3279397"
<http://purl.obolibrary.org/obo/HP_0000297>	"Reduced muscle tone of a muscle that is innervated by the facial nerve (the seventh cranial nerve)."	"UMLS:C1845251 UMLS:C4280646"
<http://purl.obolibrary.org/obo/HP_0009308>	"Fusion of the middle phalanx of the 4th finger with another bone."	"UMLS:C4024453"
<http://purl.obolibrary.org/obo/HP_0010354>		"UMLS:C4023886"
<http://purl.obolibrary.org/obo/HP_0008922>	"A type of disproportionate short stature characterized by a short trunk but a average-sized limbs with onset in childhood."	"UMLS:C3148833"
<http://purl.obolibrary.org/obo/HP_0011840>	"A functional anomaly of T cells."	"UMLS:C4023166"
<http://purl.obolibrary.org/obo/HP_0000863>	"A form of diabetes insipidus related to a failure of vasopressin (AVP) release from the hypothalamus."	"UMLS:C0687720 MSH:D020790 SNOMEDCT_US:45369008"
<http://purl.obolibrary.org/obo/HP_0030725>	"The neurenteric cyst is a rare lesion composed of heterotopic endodermal tissue. During the third week of human embryogenesis, the neurenteric canal unites the yolk sac and the amniotic cavity as it traverses the primitive notochordal plate. Persistence of the normally transient neurenteric canal prevents appropriate separation of endoderm and notochord. This results in a variable degree of communication between neural and enteric epithelium."	"MSH:D009436 UMLS:C0027806 SNOMEDCT_US:41353005 SNOMEDCT_US:253127008"
<http://purl.obolibrary.org/obo/HP_0000121>	"Nephrocalcinosis is the deposition of calcium salts in renal parenchyma."	"SNOMEDCT_US:48638002 UMLS:C0027709 MSH:D009397 UMLS:C4280679"
<http://purl.obolibrary.org/obo/HP_0032446>	"A cystic space with a diameter of one cm or more. Bullae can reach substantial size and occupy an entire lobe."	
<http://purl.obolibrary.org/obo/HP_0012513>	"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the arm."	"UMLS:C0239377 SNOMEDCT_US:102556003"
<http://purl.obolibrary.org/obo/HP_0100961>	"Increase in size of the hippocampus."	"UMLS:C4021908"
<http://purl.obolibrary.org/obo/HP_0007801>		
<http://purl.obolibrary.org/obo/HP_0008033>		
<http://purl.obolibrary.org/obo/HP_0008633>	"Absence of sex glands (gonads are the organs that produce gametes; testis in males and ovary in females)."	"UMLS:C4024652"
<http://purl.obolibrary.org/obo/HP_0410278>	"A fluid-filled sacs that develop on or near the pituitary gland."	
<http://purl.obolibrary.org/obo/HP_0004445>	"The presence of elliptical, cigar-shaped erythrocytes on peripheral blood smear."	"UMLS:C0013902 SNOMEDCT_US:191169008 UMLS:C0427480 SNOMEDCT_US:250242004 MSH:D004612 SNOMEDCT_US:178935009"
<http://purl.obolibrary.org/obo/HP_0008845>	"A type of disproportionate short stature characterized by disproportionate shortening of the medial parts of the extremities (forearm or lower leg)."	"UMLS:C1855274"
<http://purl.obolibrary.org/obo/HP_0011557>	"The condition in which both atria are joined to a single ventricle each by its own atrioventricular valve. The morphology of this ventricle does not allow one to determine if it corresponds to the left or right ventricle."	"UMLS:C4023301"
<http://purl.obolibrary.org/obo/HP_0000010>	"Repeated infections of the urinary tract."	"UMLS:C0262655 SNOMEDCT_US:197927001"
<http://purl.obolibrary.org/obo/HP_0002377>		
<http://purl.obolibrary.org/obo/HP_0030626>		"UMLS:C4073096"
<http://purl.obolibrary.org/obo/HP_0010386>	"A deviation from the normal straight form of one or more phalanges of the fifth toe."	"UMLS:C4021276"
<http://purl.obolibrary.org/obo/HP_0012429>	"Absence or underdevelopment of the cerebral white matter."	"UMLS:C4021844"
<http://purl.obolibrary.org/obo/HP_0100348>	"The proximal interphalangeal joint of the 2nd toe cannot be straightened actively or passively."	"UMLS:C4021019"
<http://purl.obolibrary.org/obo/HP_0031497>	"A subtype of colorectal carcinoma with mucin lakes."	
<http://purl.obolibrary.org/obo/HP_0012752>	"A darker than expected T2 signal on magnetic resonance imaging (MRI) of the basal ganglia. This term refers to a localized hypointensity affecting a particular region of the basal ganglia."	"UMLS:C4022744"
<http://purl.obolibrary.org/obo/HP_0001879>	"An abnormal count or structure of eosinophils."	"UMLS:C4025738"
<http://purl.obolibrary.org/obo/HP_0030874>	"Oxygen saturation less than 95% on exertion or arterial partial pressure of oxygen falling by more than 1kPa."	"UMLS:C4280731"
<http://purl.obolibrary.org/obo/HP_0000968>	"Ectodermal dysplasia is a group of conditions in which there is abnormal development of the skin, hair, nails, teeth, or sweat glands."	"MSH:D004476 SNOMEDCT_US:254154003 UMLS:C0013575 SNOMEDCT_US:8654005"
<http://purl.obolibrary.org/obo/HP_0002640>	"A type of hypertension associated with pheochromocytoma."	"UMLS:C4025693"
<http://purl.obolibrary.org/obo/HP_0002904>	"An increased amount of bilirubin in the blood."	"UMLS:C0311468 SNOMEDCT_US:26165005"
<http://purl.obolibrary.org/obo/HP_0007588>	"Increased pigmentation of the skin with a netlike (reticular) pattern."	"UMLS:C1851972"
<http://purl.obolibrary.org/obo/HP_0005157>	"Hypertrophic cardiomyopathy with an symmetrical and concentric pattern of hypertrophy."	"UMLS:C0238044"
<http://purl.obolibrary.org/obo/HP_0009277>	"Chronic loss of joint motion of the metacarpophalangeal joint of the 4th finger due to structural changes in non-bony tissue."	"UMLS:C4024475"
<http://purl.obolibrary.org/obo/HP_0009913>	"Aplasia or developmental hypoplasia of the tragus."	"UMLS:C4024161"
<http://purl.obolibrary.org/obo/HP_0030625>		"UMLS:C4073095"
<http://purl.obolibrary.org/obo/HP_0006744>	"A malignant neoplasm of the adrenal cortex that may produce hormones such as cortisol, aldosterone, estrogen, or testosterone."	"NCIT:C2916 SNOMEDCT_US:255035007 SNOMEDCT_US:2227007 MSH:D018268 UMLS:C0206686"
<http://purl.obolibrary.org/obo/HP_0012220>	"The presence of multiple epithelioid cell granulomas consist of highly differentiated mononuclear phagocytes (epithelioid cells and giant cells) and lymphocytes, not exhibiting caseation (a form of necrosis in which the tissue changes into a dry, amorphous mass said to resemble cheese)."	"UMLS:C4022999"
<http://purl.obolibrary.org/obo/HP_0005072>	"The ability of the wrist joints to move beyond their normal range of motion."	"UMLS:C1850853"
<http://purl.obolibrary.org/obo/HP_0006289>	"Agenesis of one or more central incisors, i.e., of lower secondary incisor, lower primary incisor, upper secondary incisor, or of upper central primary incisor."	"UMLS:C4020819 UMLS:C1855000"
<http://purl.obolibrary.org/obo/HP_0031076>	"Failure of cortisol levels to respond adequately (by increasing) to the insulin tolerance test (ITT)."	
<http://purl.obolibrary.org/obo/HP_0012677>	"An abnormal build up of iron (Fe) in the globus pallidus."	"UMLS:C4022786"
<http://purl.obolibrary.org/obo/HP_0000130>	"An abnormality of the uterus."	"SNOMEDCT_US:37849005 MSH:C562565 UMLS:C0266383"
<http://purl.obolibrary.org/obo/HP_0030127>	"The growth of endometrial tissue outside the uterus."	"MSH:D004715 UMLS:C0014175 SNOMEDCT_US:129103003 SNOMEDCT_US:396224008"
<http://purl.obolibrary.org/obo/HP_0001263>	"A delay in the achievement of motor or mental milestones in the domains of development of a child, including motor skills, speech and language, cognitive skills, and social and emotional skills. This term should only be used to describe children younger than five years of age."	"UMLS:C1864897 UMLS:C0557874 SNOMEDCT_US:224958001 UMLS:C4020875"
<http://purl.obolibrary.org/obo/HP_0011683>	"Any ventricular septal defect (VSD) that is small enough to restrict flow across it such that a pressure gradient exists between the two sides of the VSD."	"SNOMEDCT_US:253551005 UMLS:C0344924"
<http://purl.obolibrary.org/obo/HP_0008353>	"The presence of an abnormally increased concentration of neutral amino acids in the urine. The neutral amino acids are tryptophan, alanine, asparagine, glutamine, histidine, isoleucine, leucine, phenylalanine, serine, threonine, tyrosine and valine."	"UMLS:C1856194"
<http://purl.obolibrary.org/obo/HP_0011857>	"A discrete mass of neoplastic monoclonal plasma cells either in the bone marrow or in an extramedullary location."	"MSH:D010954 SNOMEDCT_US:415112005 UMLS:C0032131 SNOMEDCT_US:10639003"
<http://purl.obolibrary.org/obo/HP_0004409>	"A decreased sensitivity to odorants (that is, a decreased ability to perceive odors)."	"SNOMEDCT_US:83156004 UMLS:C2364082"
<http://purl.obolibrary.org/obo/HP_0000155>	"Erosion of the mucous mebrane of the mouth with local excavation of the surface, resulting from the sloughing of inflammatory necrotic tissue."	"UMLS:C0149745 MSH:D019226 SNOMEDCT_US:26284000"
<http://purl.obolibrary.org/obo/HP_0031510>	"A transverse linear fissure (crease) in the lobule of the ear."	
<http://purl.obolibrary.org/obo/HP_0009108>		"UMLS:C4024594"
<http://purl.obolibrary.org/obo/HP_0025559>	"A type of cataract characterised by club-shaped and dot opacities distributed radially in the deep cortex. These lens opacities surround the nucleus in an appearance that is though to resemble a crown."	
<http://purl.obolibrary.org/obo/HP_0030624>		"UMLS:C4073094"
<http://purl.obolibrary.org/obo/HP_0032281>	"Deviation from the normal quantity of base excess, defined as the amount of strong acid (in millimoles per liter) that needs to be added in vitro to 1 liter of fully oxygenated whole blood to return a blood sample to standard conditions (pH of 7.40, Pco2 of 40 mm Hg, and temperature of 37 degrees C)."	
<http://purl.obolibrary.org/obo/HP_0010868>	"A type of dyssynergia affecting eye movements and characterized by the inability to smoothly follow a visual target across the visual field."	"UMLS:C4023680"
<http://purl.obolibrary.org/obo/HP_0025140>	"A reduction below normal limits of the concentration of estrone in the circulation."	
<http://purl.obolibrary.org/obo/HP_0001537>	"Protrusion of abdominal contents through a defect in the abdominal wall musculature around the umbilicus. Skin and subcutaneous tissue overlie the defect."	"UMLS:C0019322 Fyler:4445 SNOMEDCT_US:396347007"
<http://purl.obolibrary.org/obo/HP_3000004>	"An abnormality of a frontalis muscle belly."	"UMLS:C4073213"
<http://purl.obolibrary.org/obo/HP_0004828>	"A type of myelodysplastic syndrome characterized by less than 5% myeloblasts in the bone marrow, but with 15% or greater red cell precursors in the marrow being abnormal iron-stuffed cells called ringed sideroblasts."	"ICD-O:M9982/3 SNOMEDCT_US:128846006 UMLS:C1264195 SNOMEDCT_US:109998009"
<http://purl.obolibrary.org/obo/HP_0000413>	"Absence or failure to form of the external auditory canal."	"UMLS:C1866190 UMLS:C1840305 UMLS:C1398325 UMLS:C1857079"
<http://purl.obolibrary.org/obo/HP_0032172>	"A crescent of air surrounding a soft-tissue mass in a pulmonary cavity and can be seen in both plain X-ray and CT scan."	
<http://purl.obolibrary.org/obo/HP_0030623>		"UMLS:C4073093"
<http://purl.obolibrary.org/obo/HP_0031006>	"A type of paresthesia (tingling, pins-and-needles, burning or numbness or stiffness) that occurs in the hands and feet and particularly in the fingers and toes."	
<http://purl.obolibrary.org/obo/HP_0025206>	"Applies to a sign or symptom that is provoked or brought about by exposure to cold surroundings."	
<http://purl.obolibrary.org/obo/HP_0025090>	"A structural anomaly of the mucous lining of the large intestine."	
<http://purl.obolibrary.org/obo/HP_0030878>	"Any anomaly measure by pulmonary function testing, which includes spirometry, measures of diffusing capacity, and plethysmography."	"UMLS:C4280728"
<http://purl.obolibrary.org/obo/HP_0001106>	"Increased pigmentation of the skin in the region surrounding the orbit of the eye."	"UMLS:C1844606"
<http://purl.obolibrary.org/obo/HP_0009598>	"Fusion of the proximal phalanx of the 2nd finger with the 2nd metacarpal."	"UMLS:C4024274"
<http://purl.obolibrary.org/obo/HP_0004387>	"An inflammation of the colon and small intestine. However, most conditions are either categorized as Enteritis (inflammation of the small intestine) or Colitis (inflammation of the large intestine)."	"MSH:D004760 UMLS:C0014356 SNOMEDCT_US:43752006"
<http://purl.obolibrary.org/obo/HP_0010609>	"Cutaneous skin tags also known as acrochorda or fibroepithelial polyps are small benign tumours that may either form secondarily over time primarily in areas where the skin forms creases, such as the neck, armpit or groin or may also be present at birth, in which case they usually occur in the periauricular region."	"SNOMEDCT_US:80801001 SNOMEDCT_US:201091002 UMLS:C0037293 SNOMEDCT_US:31069005"
<http://purl.obolibrary.org/obo/HP_0011113>	"An abnormality in the production or cellular release of a cytokine (i.e., any of the non-antibody proteins made by inflammatory leukocytes and some non-leukocytic cells that affect the behavior of other cells)."	"UMLS:C4023534 MP:0003009"
<http://purl.obolibrary.org/obo/HP_0002102>	"Inflammation of the pleura."	"SNOMEDCT_US:196075003 UMLS:C0032231 MSH:D010998"
<http://purl.obolibrary.org/obo/HP_0002781>	"Increased resistance to the passage of air in the upper airway."	"UMLS:C0740852"
<http://purl.obolibrary.org/obo/HP_0009218>	"Fragmented appearance of the epiphysis of the middle phalanx of the 4th finger."	"UMLS:C4024523"
<http://purl.obolibrary.org/obo/HP_0009428>	"Curved appearance of the distal phalanx of the 3rd finger."	"UMLS:C4024369"
<http://purl.obolibrary.org/obo/HP_0100926>	"An elevation in bone density in one or more phalanges of the second toe. Sclerosis is normally detected on a radiograph as an area of increased opacity."	"UMLS:C4020930"
<http://purl.obolibrary.org/obo/HP_0001072>	"Laminar thickening of skin."	"SNOMEDCT_US:17417006 UMLS:C0334008 MEDDRA:10040936 UMLS:C4020878 SNOMEDCT_US:69943009"
<http://purl.obolibrary.org/obo/HP_0008052>	"A wrinkle of retinal tissue projecting outward from the surface of the retina and visible as a line on fundoscopy."	"UMLS:C0229197 SNOMEDCT_US:37480005"
<http://purl.obolibrary.org/obo/HP_0012262>	"Any anomaly of the normal motility of motile cilia. Evaluation of ciliary beat frequency and ciliary beat pattern requires high-speed videomicroscopy of freshly obtained ciliary biopsies that are maintained in culture media under controlled conditions."	"UMLS:C4022983"
<http://purl.obolibrary.org/obo/HP_0004915>	"An impairment of galactose metabolism."	"UMLS:C4021643"
<http://purl.obolibrary.org/obo/HP_0030622>		"UMLS:C4073092"
<http://purl.obolibrary.org/obo/HP_0200000>	"Different levels of maturation of different bones."	"UMLS:C4020918"
<http://purl.obolibrary.org/obo/HP_0500039>	"An abnormality of the conjuctiva and ocular surface caused by conjunctival inflammation and associated with scarring."	
<http://purl.obolibrary.org/obo/HP_0012606>	"An abnormally increased sodium concentration in the urine in the presence of hyponatremia."	"UMLS:C2748576"
<http://purl.obolibrary.org/obo/HP_0030227>	"Immunohistochemistry shows accumulation of myotilin protein in the muscle biopsy."	"UMLS:C4022571"
<http://purl.obolibrary.org/obo/HP_0010760>	"Aplasia of a toe. That is, absence of all phalanges of a non-hallux digit of the foot and the associated soft tissues."	"UMLS:C3553754"
<http://purl.obolibrary.org/obo/HP_0007808>		
<http://purl.obolibrary.org/obo/HP_0003320>	"A partial dislocation of the atlantoaxial joints."	"UMLS:C1848446"
<http://purl.obolibrary.org/obo/HP_0030770>	"A neural tube defect in which both the brain and spinal cord remain open to varying degrees."	"MSH:D009436 UMLS:C0152426 SNOMEDCT_US:32219008"
<http://purl.obolibrary.org/obo/HP_0030621>		"UMLS:C4073091"
<http://purl.obolibrary.org/obo/HP_0000067>	"Congenital anomaly characterized by closure or failure to develop an opening in the urethra in females."	"UMLS:C4025890"
<http://purl.obolibrary.org/obo/HP_0001055>	"Increased susceptibility to erysipelas, as manifested by a medical history of repeated episodes of erysipelas, which is a superficial infection of the skin, typically involving the lymphatic system."	"MEDDRA:10015145 SNOMEDCT_US:44653001 SNOMEDCT_US:51510002 UMLS:C0014714 UMLS:C0014733 MSH:D004886 MSH:D004881"
<http://purl.obolibrary.org/obo/HP_0010851>	"The burst suppression pattern in electroencephalography refers to a characteristic periodic pattern of low voltage (<10 microvolts) suppressed background and a relatively shorter pattern of higher amplitude slow, sharp, and spiking complexes."	"UMLS:C1969156"
<http://purl.obolibrary.org/obo/HP_0030620>		"UMLS:C4073090"
<http://purl.obolibrary.org/obo/HP_0012600>	"An abnormal concentration of chloride in the urine."	"UMLS:C4022827"
<http://purl.obolibrary.org/obo/HP_0032456>	"A type of lissencephaly whereby upon neuropathological examination the cortical plate is severely disorganized with a festooned-like pattern and with neither lamination nor clear demarcation between white and grey matter."	
<http://purl.obolibrary.org/obo/HP_0006988>	"A type of holoprosencephaly characterized by the presence of a single ventricle and no separation of the cerebral hemisphere. The single midline ventricle is often greatly enlarged."	"SNOMEDCT_US:253137003 UMLS:C0431363 MSH:D016142"
<http://purl.obolibrary.org/obo/HP_0008039>		"UMLS:C1857307"
<http://purl.obolibrary.org/obo/HP_0031671>	"Typical atrial flutter is an organised atrial tachycardia. It can also be defined as a macroreentrant tachycardia confined to the right atrium. This arrhythmia has a 200-260 ms cycle length, although it may fluctuate depending on patient's previous treatment or ablation, congenital heart disease, etc. Ventricular rate response will be limited by the atrioventricular node conductions, usually presenting a 2:1 or 3:1 response, during atrial flutter. Typical (counter clockwise) flutter is associated with the common flutter pattern: a regular continuous undulation with dominant negative deflections in inferior leads II, III and aVF, often described also as a saw tooth pattern, and flat atrial deflections in leads I and aVL. Atrial deflections in V1 can be positive, biphasic or negative."	
<http://purl.obolibrary.org/obo/HP_0007807>		"SNOMEDCT_US:72983001 UMLS:C0271344"
<http://purl.obolibrary.org/obo/HP_0000631>	"The presence of an increased number of twists and turns of the retinal artery."	"UMLS:C0423401 SNOMEDCT_US:247123003"
<http://purl.obolibrary.org/obo/HP_0025301>	"Applies to an abnormality that occurs in or is exacerbated during the night."	
