?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0410167>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of the chest musculature"	"Abnormality of the chest musculature"	"Anomalía de la musculatura del tórax"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006088>	<http://www.w3.org/2000/01/rdf-schema#label>	"1-5 finger complete cutaneous syndactyly"	"1st-5th finger complete cutaneous syndactyly"	"Sindactilia cutánea completa de dedos 1-5 de la mano"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0034384>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating insulin:C-peptide ratio"	"Elevated circulating insulin: C-peptide ratio"	"Insulina circulante elevada: proporción de péptido C"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010569>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating 7-dehydrocholesterol concentration"	"Elevated 7-dehydrocholesterol"	"7-dehidrocolesterol elevado"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012290>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Mouth neoplasm"	"Mouth neoplasm"	"Neoplasia de la boca"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025361>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal medullary pyramid morphology"@en	"Abnormality of medullary pyramid morphology"	"Morfología anormal de la pirámide medular renal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008803>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Narrow sacroiliac notch"	"Narrow sacroiliac notch"	"Muesca sacroilíaca estrecha"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010716>	<http://www.w3.org/2000/01/rdf-schema#label>	"3-5 toe syndactyly"	"3rd-5th toe syndactyly"	"Sindactilia de dedos 3-5 del pie"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000824>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased response to growth hormone stimulation test"	"Growth hormone deficiency"	"Déficit de hormona de crecimiento"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004037>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal ulnar epiphysis morphology"	"Abnormality of the ulnar epiphyses"	"Anomalía de las epífisis cubital"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009804>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tooth agenesis"	"Reduced number of teeth"	"Reducción del número de dientes"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012881>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal labia majora morphology"	"Abnormality of the labia majora"	"Anomalía de los labios mayores"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030001>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lagophthalmos"	"Lagopthalmos"	"Lagoftalmos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003343>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced glutathione synthetase level"	"Reduced glutathione synthetase activity"	"Deficiencia de glutatión sintetasa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031185>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating NT-proBNP concentration"	"Increased NT-proBNP level"	"Aumento del nivel de NT-proBNP"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005369>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating complement factor H concentration"	"Decreased serum complement factor H"	"Disminución sérica del factor H del complemento"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000044>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hypogonadotropic hypogonadism"	"Hypogonadotrophic hypogonadism"	"Hipogonadismo hipogonadotrófico"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030985>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased serum bile acid concentration"	"Decreased serum bile concentration"	"Disminución de la concentración de bilis en suero"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012639>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal nervous system morphology"	"Abnormality of nervous system morphology"	"Alteración en la morfología del sistema nervioso"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030680>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal cardiovascular system morphology"	"Abnormality of cardiovascular system morphology"	"Anomalía de la morfología del sistema cardiovascular"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031398>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased proportion of naive T cells"	"Elevated proportion of naive T cells"	"Proporción incrementada de células T naive"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008823>	<http://www.w3.org/2000/01/rdf-schema#label>	"Inferior pubic ramus hypoplasia"	"Hypoplastic inferior pubic rami"	"Hipoplasia de las ramas púbicas inferiores"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031975>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased vertical cup-to-disc ratio - 0.7"	"Increased vertical cup-to-disc ratio - 0,7"	"Aumento de la relación copa-disco vertical (CDR) - 0.7 del nervio óptico"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008075>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Progressive pes cavus"	"Progressive pes cavus"	"Pie cavo progresivo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040168>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Focal seizures, afebril"	"Focal seizures, afebril"	"Convulsiones focales afebriles"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0033519>	<http://www.w3.org/2000/01/rdf-schema#label>	"Addictive methamphetamine use"	"Methamphetamine addiction"	"Adicción a la metanfetamina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006143>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal finger flexion crease"	"Abnormal finger flexion creases"	"Pliegues de flexión de los dedos de la mano anormales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005186>	<http://www.w3.org/2000/01/rdf-schema#label>	"Synovial lining hyperplasia"	"Synovial hypertrophy"	"Hipertrofia sinovial"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0033512>	<http://www.w3.org/2000/01/rdf-schema#label>	"Addictive stimulant use"	"Stimulant addiction"	"Adicción a los estimulantes"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008202>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced circulating prolactin concentration"	"Prolactin deficiency"	"Déficit de prolactina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031974>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased vertical cup-to-disc ratio - 0.6"	"Increased vertical cup-to-disc ratio - 0,6"	"Aumento de la relación copa-disco vertical (CDR) - 0.6 del nervio óptico"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025191>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Segmental myoclonic seizures"@en	"Segmental myoclonic seizures"	"Ataques mioclónicos segmentarios"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006297>	<http://www.w3.org/2000/01/rdf-schema#label>	"Enamel hypoplasia"	"Hypoplasia of dental enamel"	"Hipoplasia del esmalte dental"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010160>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal toe epiphysis morphology"	"Abnormality of the epiphyses of the toes"	"Anomalía de las epífisis de los dedos de los pies"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006436>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Shortening of the tibia"	"Shortening of the tibia"	"Acortamiento de la tibia"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002418>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal midbrain morphology"	"Abnormality of midbrain morphology"	"Alteración en la morfología del cerebro medio o mesencéfalo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0430015>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of musculature of pharynx"	"Abnormality of musculature of pharynx"	"Anomalía de la musculatura de la faringe"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012100>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating creatinine concentration"	"Abnormal circulating creatinine level"	"Nivel de creatinina circulante anormal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000758>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal nonverbal communicative behavior"	"Impaired use of nonverbal behaviors"	"Deterioro de la capacidad de usar comportamientos no verbales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012544>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating aldolase concentration"	"Elevated aldolase level"	"Nivel de aldolasa elevada"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100781>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal sacroiliac joint morphology"	"Abnormality of the sacroiliac joint"	"Anomalía de la articulación sacroilíaca"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010707>	<http://www.w3.org/2000/01/rdf-schema#label>	"1-4 finger syndactyly"	"1st-4th finger syndactyly"	"Sindactilia de dedos 1-4 de la mano"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0020150>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated urinary uromodulin level"	"Elevated urinary uromodulin"	"Aumento de uromodulina en orina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040047>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal right hemidiaphragm morphology"	"Abnormality of the right hemidiaphragm"	"Anomalía del hemidiafragma derecho"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0034510>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal muscle tissue enzyme activity or level"	"Abnormal muscle tissue enzyme activity"	"Actividad anormal de las enzimas del tejido muscular"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025266>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Cervical osteoarthritis"@en	"Cervical osteoarthritis"	"Osteoartritis cervical"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000060>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal infraorbital artery morphology"	"Abnormality of infraorbital artery"	"Anomalía de la arteria infraorbital"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006285>	<http://www.w3.org/2000/01/rdf-schema#label>	"Enamel hypomineralization"	"Hypomineralization of enamel"	"Hipomineralización del esmalte dental"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032717>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal impaired awareness motor seizure with dystonia"	"Focal motor impaired awareness seizure with dystonia"	"Convulsión focal motora con pérdida de conciencia con distonía"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012379>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating enzyme concentration or activity"	"Abnormal enzyme/coenzyme activity"	"Actividad anormal de la enzima/coenzima"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_5000006>	<http://www.w3.org/2000/01/rdf-schema#label>	"Anti-CV2/CRMP5 antibody positivity"	"Anti-CV2/CRMP5 antibody"	"Anticuerpo anti-CV2/CRMP5"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010324>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of phalanx of the 2nd toe"	"Abnormality of phalanx of the 2nd toe"	"Anomalía de la falange del segundo dedo del pie"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032212>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased urinary squamous epithelial cell count"	"Increased urinary sqamous epithelial cell count"	"Aumento del recuento de células epiteliales escamosas urinarias"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011040>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal intrahepatic bile duct morphology"	"Abnormality of the intrahepatic bile duct"	"Anomalía de la vía biliar intrahepática"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030556>	<http://www.w3.org/2000/01/rdf-schema#label>	"Best corrected visual acuity 0.3 LogMAR"	"Best corrected visual acuity 0,3 LogMAR"	"Mejor agudeza visual corregida 0.3 LogMAR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025202>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating apolipoprotein A-IV concentration"@en	"Elevated apolipoprotein A-IV level"	"Nivel elevado de apolipoproteína A-IV"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030973>	<http://www.w3.org/2000/01/rdf-schema#label>	"Postexertional symptom exacerbation"	"Postexertional malaise"	"Malestar post-ejercicio o esfuerzo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011789>	<http://www.w3.org/2000/01/rdf-schema#label>	"Impaired sensitivity to thyroid stimulating hormone"	"Thyroid-stimulating hormone receptor defect"	"Déficit del receptor de la hormona estimulante de la tiroides (TSHR)"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003887>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal humeral head morphology"	"Abnormality of the humeral heads"	"Anomalía de las cabezas humerales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030349>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating androgen concentration"	"Decreased circulating androgen level"	"Disminución del nivel de andrógeno circulante"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011167>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal tonic seizure"	"Focal tonic seizures"	"Convulsiones tónicas focales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005925>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal hand diaphysis morphology"	"Abnormalities of the diaphyses of the hand"	"Anomalías de las diáfisis de la mano"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040207>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal CSF biopterin concentration"	"Abnormal CSF biopterin level"	"Nivel anormal de biopterina en el LCR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005982>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced phenylalanine hydroxylase level"	"Reduced phenylalanine hydroxylase activity"	"Disminución de la actividad de fenilalanina hidroxilasa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032859>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal impaired awareness motor seizure with paresis/paralysis"	"Focal motor impaired awareness seizure with paresis/paralysis"	"Convulsión motora focal con pérdida de conciencia con paresia / parálisis"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001780>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal toe morphology"	"Abnormality of toe"	"Anomalía del dedo del pie"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006527>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lymphocytic interstitial pneumonia"	"Lymphoid interstitial pneumonia"	"Neumonía intersticial linfoide"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000535>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Sparse and thin eyebrow"	"Sparse and thin eyebrow"	"Cejas poco pobladas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025112>	<http://www.w3.org/2000/01/rdf-schema#label>	"Auditory sensitivity"	"Sound sensitivity"	"Hipersensibilidad al sonido"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030085>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal CSF lactate concentration"	"Abnormal CSF lactate level"	"Nivel anormal de lactato en LCR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0033803>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sub-lamina densa cleavage"	"Blistering with sub-lamina densa plane of cleavage"	"Ampollas con plano de clivaje sublámina densa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009735>	<http://www.w3.org/2000/01/rdf-schema#label>	"Spinal neurofibroma"	"Spinal neurofibromas"	"Neurofibromas espinales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011441>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal medulla oblongata morphology"	"Abnormality of the medulla oblongata"	"Anomalía de la médula oblongada o bulbo raquídeo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009624>	<http://www.w3.org/2000/01/rdf-schema#label>	"Carpometacarpal thumb joint contracture"	"Contractures of the carpometacarpal joint of the thumb"	"Contracturas de la articulación carpometacarpiana del pulgar"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030205>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased jitter at single fiber EMG"	"Increased jitter at single fibre EMG"	"EMG: aumento de la inestabilidad en una sola fibra"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001442>	<http://www.w3.org/2000/01/rdf-schema#label>	"Typified by somatic mosaicism"	"Somatic mosaicism"	"Mosaicismo somático"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011349>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Abducens palsy"	"Abducens palsy"	"Parálisis del vi par craneal (abducente)"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100587>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal preputium morphology"	"Abnormality of the preputium"	"Anomalía del prepucio"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100639>	<http://www.w3.org/2000/01/rdf-schema#label>	"Erectile dysfunction"	"Erectile abnormalities"	"Anomalías en la erección"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0033518>	<http://www.w3.org/2000/01/rdf-schema#label>	"Addictive methylphenidate use"	"Methylphenidate addiction"	"Adicción al metilfenidato"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003571>	<http://www.w3.org/2000/01/rdf-schema#label>	"Propionic acidemia"	"Propionicacidemia"	"Propionicacidemia"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100016>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal mesentery morphology"	"Abnormality of mesentery morphology"	"Anomalía del mesenterio"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005484>	<http://www.w3.org/2000/01/rdf-schema#label>	"Secondary microcephaly"	"Postnatal microcephaly"	"Microcefalia postnatal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002795>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal respiratory system physiology"	"Functional respiratory abnormality"	"Alteración respiratoria funcional"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030356>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating interferon-gamma concentration"	"Increased serum interferon-gamma level"	"Aumento del nivel sérico de interferón gamma"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011446>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormality of mental function"	"Abnormality of higher mental function"	"Alteración en las funciones mentales superiores"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031102>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating antimullerian hormone concentration"	"Increased antimullerian hormone level"	"Aumento del nivel de hormona antimulleriana"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012004>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal cognitive seizure with deja vu/jamais vu"	"Mnemonic auras"	"Auras mnemónicas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011814>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased urinary hypoxanthine level"	"Increased urinary hypoxanthine"	"Aumento de hipoxantina urinaria"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0033516>	<http://www.w3.org/2000/01/rdf-schema#label>	"Addictive benzodiazepine use"	"Benzodiazepine addiction"	"Adicción a las benzodiazepinas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003949>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal elbow metaphysis morphology"	"Abnormality of the elbow metaphyses"	"Anomalía de las metáfisis de codo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0034113>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Anti-type I liver-kidney microsomal antibody positivity"	"Anti-type I liver-kidney microsomal antibody positivity"	"Positividad de anticuerpos microsomales de hígado-riñón anti-tipo I"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001575>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Mood changes"	"Mood changes"	"Cambios de humor"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005162>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal left ventricular function"	"Left ventricular dysfunction"	"Deterioro de la función ventricular izquierda"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010713>	<http://www.w3.org/2000/01/rdf-schema#label>	"1-5 toe syndactyly"	"1st-5th toe syndactyly"	"Sindactilia de dedos 1-5 del pie"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410026>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal periodontium morphology"	"Abnormality of the periodontium"	"Anomalía del periodontio"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030538>	<http://www.w3.org/2000/01/rdf-schema#label>	"Unaided visual acuity 0.3 LogMAR"	"Unaided visual acuity 0,3 LogMAR"	"Agudeza visual sin ayuda 0.3 LogMAR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025622>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Decreased proportion of CD4+ central memory cells"@en	"Reduced proportion of CD4+ central memory cells"	"Proporción disminuida de células de memoria central CD4 +"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032940>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dissociation"	"Dissociative reaction"	"Reacción disociativa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410253>	<http://www.w3.org/2000/01/rdf-schema#label>	"Myeloid maturation arrest"	"Chronic neutropenia in myeloid maturation arrest in bone marrow"	"Neutropenia crónica por detención de la maduración mieloide en médula ósea"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002492>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal corticospinal tract morphology"	"Abnormality of the corticospinal tract"	"Anomalía del tracto corticoespinal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011398>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Central hypotonia"	"Central hypotonia"	"Hipotonía central"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002360>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sleep abnormality"	"Sleep disturbance"	"Trastornos del sueño"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0020183>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating A-type natriuretic peptide concentration"	"Increased circulating A-type natriuretic peptide level"	"Aumento del nivel de péptido natriurético de tipo A circulante"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001469>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of the pelvis musculature"	"Abnormality of the musculature of the pelvis"	"Anomalía de la musculatura de la pelvis"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011165>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal sensory seizure with visual features"	"Visual auras"	"Auras visuales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008818>	<http://www.w3.org/2000/01/rdf-schema#label>	"Large iliac wing"	"Large iliac wings"	"Alas ilíacas grandes"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011162>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Psychic auras"	"Psychic auras"	"Auras psíquicas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410196>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal uridine diphosphate glucose-4-epimerase level in red blood cells"	"Abnormal uridine diphosphate glucose-4-epimerase activity in red blood cells"	"Actividad anormal de uridina difosfato glucosa-4-epimerasa en glóbulos rojos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025352>	<http://www.w3.org/2000/01/rdf-schema#label>	"Typically de novo"@en	"Autosomal dominant germline de novo mutation"	"Mutación de novo en línea germinal autosómica dominante"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011843>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal musculoskeletal physiology"	"Abnormality of skeletal physiology"	"Anomalía de la función ósea"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030555>	<http://www.w3.org/2000/01/rdf-schema#label>	"Best corrected visual acuity 0.2 LogMAR"	"Best corrected visual acuity 0,2 LogMAR"	"Mejor agudeza visual corregida 0.2 LogMAR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030346>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating follicle-stimulating hormone concentration"	"Abnormal circulating follicle-stimulating hormone level"	"Nivel anormal de hormona folículo estimulante circulante (FSH)"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025201>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating apolipoprotein concentration"@en	"Abnormal apolipoprotein level"	"Nivel anormal de apolipoproteína"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011732>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal adrenal morphology"	"Abnormality of adrenal morphology"	"Alteración de la morfología adrenal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002733>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal lymph node morphology"	"Abnormality of the lymph nodes"	"Anomalía de los ganglios linfáticos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032719>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal impaired awareness motor seizure with dysarthria/anarthria"	"Focal motor impaired awareness seizure with dysarthria/anarthria"	"Convulsión focal motora con pérdida de conciencia y con disartria / anartria"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032274>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased CSF N-acetylaspartic acid concentration"	"Increased CSF N-Acetylaspartic acid concentration"	"Aumento de la concentración de ácido N-acetilaspártico en LCR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012865>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal sperm head morphology"	"Sperm head anomaly"	"Anomalía de la cabeza del espermatozoide"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011451>	<http://www.w3.org/2000/01/rdf-schema#label>	"Primary microcephaly"	"Congenital microcephaly"	"Microcefalia congénita"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410003>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Cleft maxillary alveolus"	"Cleft maxillary alveolus"	"Paladar primario fisurado"@es	"OFFICIAL"
