?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0008672>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of calcium- and oxalate-containing calculi (stones) in the kidneys."	"The presence of calcium- and oxalate-containing calculi (stones) in the kidneys"	"Böbreklerde kalsiyum ve okzalat içeren kalküli (taş) varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009915>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of a size difference between the left and right cornea."	"The presence of a size difference between the left and right cornea"	"Sol ve sağ kornea arasında boyut farkı varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012172>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Habitual repetitive movement of the entire body, front to back or side to side."	"Habitual repetitive movement of the body"	"Tekrarlayıcı vücut hareketi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010490>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the creases of the skin of palm of hand."	"An abnormality of the creases of the skin of palm of hand"	"Elin avuç içi derisi çizgilerinin bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025382>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Reduced fluid intake (drinking) in a clinical situation where the plasma molarity or sodium concentration normally would induce greater fluid intake."	"Reduced fluid intake (drinking) in a clinical situation where the plasma molarity or sodium concentration normally would induce greater fluid intake"	"Plazma molaritesinin veya sodyum konsantrasyonunun normalde daha fazla sıvı alımını tetikleyeceği klinik bir durumda azalmış sıvı alımı (tüketimi)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000517>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the lens."	"An abnormality of the lens"	"Lensin bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011523>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An iris cyst is composed of a single cell layer of epithelium and is filled with fluid."	"An iris cyst is composed of a single cell layer of epithelium and is filled with fluid"	"Bir iris kisti tek bir hücre katmanından oluşmuştur ve sıvı ile doludur"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011857>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A discrete mass of neoplastic monoclonal plasma cells either in the bone marrow or in an extramedullary location."	"A discrete mass of neoplastic monoclonal plasma cells either in the bone marrow or in an extramedullary location"	"Ya kemik iliğinde ya da ekstramedüller lokasyonda neoplastik monoklonal plazma hücrelerinin göze çarpan kitlesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009380>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Aplasia of one or more fingers."	"Aplasia of one or more fingers"	"Bir veya daha fazla parmağın aplazisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010701>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal deviation from normal levels of immunoglobulins in blood."	"An abnormal deviation from normal levels of immunoglobulins in blood"	"Kanda normal immünoglobülin seviyelerinden anormal bir sapma"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001291>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Structural abnormality affecting one or more of the cranial nerves, which emerge directly from the brain stem."	"Structural abnormality affecting one or more of the cranial nerves, which emerge directly from the brain stem"	"Direk beyin sapından köken alan kraniyal sinirlerin bir veya birden fazlasını etkileyen anormallik"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004879>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Episodic hyperventilation."	"Episodic hyperventilation"	"Epizodik hiperventilasyon"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009878>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of cerebellar signs and symptoms such as lack of balance associated with quadrupedal gait (locomotion on all four extremities with a 'bear-like' gait with the legs held straight)."	"The presence of cerebellar signs and symptoms such as lack of balance associated with quadrupedal gait (locomotion on all four extremities with a 'bear-like' gait with the legs held straight)"	"Kuadrupedal yürüyüş (bacakların düz durduğu 'ayı benzeri' yürüyüş ile her dört ekstremitede lokomosyon) ile ilişkili denge eksikliği ile serebellar bulguların ve belirtilerin varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004763>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An episodic form of supraventricular tachycardia with abrupt onset and termination."	"An episodic form of supraventricular tachycardia with abrupt onset and termination"	"Ani başlama ve son bulma ile birlikte epizodik bir supraventriküler taşikardi formu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001371>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A flexion contracture is a bent (flexed) joint that cannot be straightened actively or passively. It is thus a chronic loss of joint motion due to structural changes in muscle, tendons, ligaments, or skin that prevents normal movement of joints."	"A flexion contracture is a bent (flexed) joint that cannot be straightened actively or passively. It is thus a chronic loss of joint motion due to structural changes in muscle, tendons, ligaments, or skin that prevents normal movement of joints"	"Fleksiyon kontraktürü aktif veya pasif olarak düzleştirilemeyen bükülmüş (fleks halde) bir eklemdir. Bu yüzdendir ki eklemlerin normal hareketlerini engelleyen kas, tendon, ligament veya derideki yapısal değişiklikler kronik eklem hareket kaybına neden olur"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012767>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A deviation from normal size of the placenta."	"A deviation from normal size of the placenta"	"Normal plasenta boyutundan bir sapma"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002644>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the bony pelvic girdle, which is a ring of bones connecting the vertebral column to the femurs."	"An abnormality of the bony pelvic girdle, which is a ring of bones connecting the vertebral column to the femurs"	"Vertebral kolonu femura bağlayan bir kemik halkası olan pelvik kemik kuşağın bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003798>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Nemaline rods are abnormal bodies that can occur in skeletal muscle fibers. The rods can be observed on histological analysis of muscle biopsy tissue or upon electron microscopy, where they appear either as extensions of sarcomeric Z-lines, in random array without obvious attachment to Z-lines (often in areas devoid of sarcomeres) or in large clusters localized at the sarcolemma or intermyofibrillar spaces."	"Nemaline rods are abnormal bodies that can occur in skeletal muscle fibers. The rods can be observed on histological analysis of muscle biopsy tissue or upon electron microscopy, where they appear either as extensions of sarcomeric Z-lines, in random array without obvious attachment to Z-lines (often in areas devoid of sarcomeres) or in large clusters localized at the sarcolemma or intermyofibrillar spaces"	"Nemalin çubuklar, iskelet kas liflerinde görülen anormal cisimlerdir. Çubuklar, kas biyopsisi dokusunun histolojik analizi veya elektron mikroskopisi ile gözlemlenebilir; burada, Z-çizgilerine (çoğunlukla sarkomerlerin bulunmadığı bölgelerde) açıkça bağlanmadan rastgele dizide sarkomerik Z-çizgilerinin uzantıları olarak veya geniş sarkolemma veya interfibriler boşluklara lokalize kümeler şeklinde görülürler"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010990>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of blood coagulation, common pathway."	"An abnormality of blood coagulation, common pathway"	"Kan pıhtılaşması ortak yolağının bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031945>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increased concentration of N,N-dimethylglycine in the circulation."	"An increased concentration of N,N-dimethylglycine in the circulation"	"Dolaşımda artmış bir N,N-dimetilglisin konsantrasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031733>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A form of watery eye associated with overproduction of tears due to reflex tearing in response to a local irritant (e.g. trichiasis or foreign body), chronic ocular surface disease (e.g. blepharitis) or systemic disease (e.g. thyroid eye disease)."	"A form of watery eye associated with overproduction of tears due to reflex tearing in response to a local irritant (e.g. trichiasis or foreign body), chronic ocular surface disease (e.g. blepharitis) or systemic disease (e.g. thyroid eye disease)"	"Lokal bir tahriş ediciye (örneğin triiyazis veya yabancı cisim), kronik oküler yüzey hastalığına (örneğin blefaritis) veya sistemik hastalığa (örneğin tiroid hastalığı) yanıt olarak refleks ağlamaya bağlı aşırı göz yaşı üretimi ile ilişkili bir sulu göz formu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012373>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A functional anomaly of the eye."	"A functional anomaly of the eye"	"Gözün fonksiyonel bir anomalisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009410>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Absence of the epiphyses of the 3rd finger."	"Absence of the epiphyses of the 3rd finger"	"3. el parmağının olmayan epifizleri"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011338>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the outline, configuration, or contour of the mouth."	"An abnormality of the outline, configuration, or contour of the mouth"	"Ağzin ana hattının, konfigürasyonunun veya kontuarının bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012732>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the anus or rectum."	"An abnormality of the anus or rectum"	"Anüs veya rektumun bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011873>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormal number of platelets per volume of blood. In a healthy adult, a normal platelet count is between 150,000 and 450,000 per microliter of blood."	"Abnormal number of platelets per volume of blood. In a healthy adult, a normal platelet count is between 150,000 and 450,000 per microliter of blood"	"Kan hacmi başına anormal platelet sayısı. Sağlıklı bir erişkinde normal platelet sayımı mikrolitre kan başına 150,000 ve 550,000'dir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003856>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Increased width (breadth) of metaphyses of the arms."	"Increased width (breadth) of metaphyses of the arms"	"Kolların metafizlerinin artmış genişliği (eni)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001009>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Telangiectasias refer to small dilated blood vessels located near the surface of the skin or mucous membranes, measuring between 0.5 and 1 millimeter in diameter. Telangiectasia are located especially on the tongue, lips, palate, fingers, face, conjunctiva, trunk, nail beds, and fingertips."	"Telangiectasias refer to small dilated blood vessels located near the surface of the skin or mucous membranes, measuring between 0.5 and 1 millimeter in diameter. Telangiectasia are located especially on the tongue, lips, palate, fingers, face, conjunctiva, trunk, nail beds, and fingertips"	"Telenjiektazi deri veya mukoz membran yüzeyine yakın yerleşmiş 0.5 ve 1 milimetre çap arasında ölçülen küçük, genişlemiş kan damarlarına denmektedir. Telenjiektaziler özellikle dil, dudaklar, parmaklar, yüz, konjunktiva, gövde, tırnak yatakları ve parmak uçlarında yer alır"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100283>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Continuous electromyographic activity of motor units at rest, i.e., without voluntary movement of the muscles."	"Continuous electromyographic activity of motor units at rest, i.e., without voluntary movement of the muscles"	"Dinlenme halinde,yani istemsiz kas hareketi olmadan devam eden elektromyografik motor birim aktivitesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001426>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A mode of inheritance that depends on a mixture of major and minor genetic determinants possibly together with environmental factors. Diseases inherited in this manner are termed complex diseases."	"A mode of inheritance that depends on a mixture of major and minor genetic determinants possibly together with environmental factors. Diseases inherited in this manner are termed complex diseases"	"Majör ve minör genetik katkılar ve muhtemelen çevresel faktörlerin bir karışımına dayanan bir kalıtım tipi. Bu şekilde kalıtılan hastalıklar kompleks hastalıklar olarak tanımlanır"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011344>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A severe delay in the achievement of motor or mental milestones in the domains of development of a child."	"A severe delay in the achievement of motor or mental milestones in the domains of development of a child"	"Bir çocuğun gelişim alanlarında motor veya zihinsel aşamalarının başarılmasında ciddi bir gecikme"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030212>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Excessive or pathological tendency to save and collect possessions."	"Excessive or pathological tendency to save and collect possessions"	"Aşırı veya patolojik mülk saklama ve toplama eğilimi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0500062>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Venous dilatation and arteriolar tortuosity of the posterior retinal vessels and may later increase in severity to include iris vascular engorgement, poor pupillary dilatation (rigid pupil), and vitreous haze. This definition has been further refined in the later clinical trials in which the diagnosis of plus disease could be made if sufficient vascular dilatation and tortuosity are present in at least 2 quadrants of the eye."	"Venous dilatation and arteriolar tortuosity of the posterior retinal vessels and may later increase in severity to include iris vascular engorgement, poor pupillary dilatation (rigid pupil), and vitreous haze. This definition has been further refined in the later clinical trials in which the diagnosis of plus disease could be made if sufficient vascular dilatation and tortuosity are present in at least 2 quadrants of the eye"	"Posterior retinal damarların arterioler bükülmesi ve venöz dilatasyonu ve sonra iris vasküler tıkanmasını, zayıf pupiller dilatasyonunu (rijit pupil) ve vitröz bulanıklığı içerecek şekilde ciddiyette artış olabilir. Bu tanım daha sonra ilaveten, eğer gözün en az iki kadranında yeterli vasküler dilatasyon ve bükülme mevcut olduğunda plus hastalığı tanısı yapılabildiği klinik araştırmalarda geliştirilmiştir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010501>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal limitation of knee joint mobility."	"An abnormal limitation of knee joint mobility"	"Diz eklem hareketinin anormal bir sınırlılığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100540>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Edema in the region of the eyelids."	"Edema in the region of the eyelids"	"Göz kapağı bölgesinde ödem"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009897>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal horizontal axis orientation of the crus of the helix. That is, the main axis of the crus of the helix is perpendicular to the medial longitudinal axis of the ear, instead of sloping inferoposteriorly."	"An abnormal horizontal axis orientation of the crus of the helix. That is, the main axis of the crus of the helix is perpendicular to the medial longitudinal axis of the ear, instead of sloping inferoposteriorly"	"Heliks krusunun anormal yatay aks oryantasyonu. Bu, heliks krusunun inferoposterior olarak eğiminden ziyade ana aksı kulağın mediyal longitidunal aksına diktir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006334>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Developmental hypoplasia of the primary teeth."	"Developmental hypoplasia of the primary teeth"	"Süt dişlerinin gelişimsel hipoplazi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001719>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Double outlet right ventricle (DORV) is a type of ventriculoarterial connection in which both great vessels arise entirely or predominantly from the right ventricle."	"Double outlet right ventricle (DORV) is a type of ventriculoarterial connection in which both great vessels arise entirely or predominantly from the right ventricle"	"Çift çıkışlı sağ ventrikül (DORV) her iki büyük damarın tamamen veya çoğunlukla sağ ventrikülden ortaya çıktığı bir ventriküloarteriyal bir bağlantı türüdür"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100757>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A rare pediatric carcinoma of the pancreas."	"A rare pediatric carcinoma of the pancreas"	"Pankreasın pediatrik nadir bir karsinomu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010196>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal morphology of one or more middle phalanges of the toes, with a short and wide phalanx that tapers distally. Bullet-shaped phalanges lack the normal diaphyseal constriction."	"An abnormal morphology of one or more middle phalanges of the toes, with a short and wide phalanx that tapers distally. Bullet-shaped phalanges lack the normal diaphyseal constriction"	"Distale doğru incelen kısa ve geniş bir falanks ile ayak parmaklarının bir veya daha fazla orta falanksının anormal bir morfolojisi. Mermi şeklindeki falankslar normal diyafizyal daralmadan yoksundur"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006262>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A small/hypoplastic or absent/aplastic 5th finger."	"A small/hypoplastic or absent/aplastic 5th finger"	"Küçük/hipoplastik veya olmayan/aplastik bir 5. el parmağı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012614>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An anomalous finding in the examination of the urine for cells."	"An anomalous finding in the examination of the urine for cells"	"İdrarın hücreler için incelenmesinde anormal bir bulgu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012307>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Ribs that are increased in width and taper to the posterior ends."	"Ribs that are increased in width and taper to the posterior ends"	"Genişlikte artmış ve posterior uçlarına doğru incelen kaburgalar"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009267>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Sclerosis of the epiphysis of the proximal phalanx of the ring finger, leading to an increased degree of radiopacity (white or ivory appearance) in X-rays."	"Sclerosis of the epiphysis of the proximal phalanx of the ring finger, leading to an increased degree of radiopacity (white or ivory appearance) in X-rays"	"Röntgende artmış radyoopaklık derecesine (beyaz veya fil dişi görünüm) sebep olan yüzük parmak proksimal falanks epifiz sklerozu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011317>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Unicoronal synostosis affecting only the right coronal suture."	"Unicoronal synostosis affecting only the right coronal suture"	"Sadece sağ koronal süturu etkileyen unikoronal sinositoz"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011793>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Neoplasm categorized according to the anatomical site of origin of the neoplasm."	"Neoplasm categorized according to the anatomical site of origin of the neoplasm"	"Neoplazmın köken aldığı anatomik bölgeye göre sınıflandırılan neoplazm"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000777>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormality of the thymus, an organ located in the upper anterior portion of the chest cavity just behind the sternum and whose main function is to provide an environment for T lymphocyte maturation."	"Abnormality of the thymus, an organ located in the upper anterior portion of the chest cavity just behind the sternum and whose main function is to provide an environment for T lymphocyte maturation"	"Göğüs boşluğunun üst ön kısmında sternumun hemen arkasında yer alan ve ana görevi T lenfosit olgunlaşması için çevre sağlamak olan organ timusun anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000627>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A posterior embryotoxon is the presence of a prominent and anteriorly displaced line of Schwalbe."	"A posterior embryotoxon is the presence of a prominent and anteriorly displaced line of Schwalbe"	"Posterior embriyotokson belirgin ve öne doğru yerleşmiş Schwalbe çizgisinin varlığıdır"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008242>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A state of renal tubular unresponsiveness or resistance to the action of aldosterone."	"A state of renal tubular unresponsiveness or resistance to the action of aldosterone"	"Aldosteron aktivitesine renal tübüler duyarsızlık veya direnç durumu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004299>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of a hernia in the abdominal wall."	"The presence of a hernia in the abdominal wall"	"Karın duvarında bir fıtık varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000356>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the external ear."	"An abnormality of the external ear"	"Dış kulağın bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010794>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Reduced ability affecting mainly visuospatial cognition which may be tested using pattern construction (for example by Differential Ability Scales, which test a person's strengths and weaknesses across a range of intellectual abilities)."	"Reduced ability affecting mainly visuospatial cognition which may be tested using pattern construction (for example by Differential Ability Scales, which test a person's strengths and weaknesses across a range of intellectual abilities)"	"Patern oluşturma (örneğin entellektüel yetenek aralığı genişliğinde bir kişinin güçlüklerini ve zayıflıklarını test eden diferansiyel kabiliyet skalası ile) kullanılarak test edilebilecek, esas olarak görsel-uzaysal kavramayı etkileyen azalmış yetenek"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005241>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A congenital defect characterized by the lack of ganglion cells in the entire intestine, i.e., the aganglionic segment comprises the entire large and small bowel."	"A congenital defect characterized by the lack of ganglion cells in the entire intestine, i.e., the aganglionic segment comprises the entire large and small bowel"	"Tüm bağırsakta ganglion hücrelerinin eksikliği, diğer bir deyişle agangliyonik parçanın tüm kalın ve ince bağırsakları kapsaması ile karakterize olan konjenital bir gelişim bozukluğu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000062>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A genital phenotype that is not clearly assignable to a single gender. Ambiguous genitalia can be evaluated using the Prader scale: Prader 0: Normal female external genitalia. Prader 1: Female external genitalia with clitoromegaly. Prader 2: Clitoromegaly with partial labial fusion forming a funnel-shaped urogenital sinus. Prader 3: Increased phallic enlargement. Complete labioscrotal fusion forming a urogenital sinus with a single opening. Prader 4: Complete scrotal fusion with urogenital opening at the base or on the shaft of the phallus. Prader 5: Normal male external genitalia. The diagnosis of ambiguous genitalia is made for Prader 1-4."	"A genital phenotype that is not clearly assignable to a single gender. Ambiguous genitalia can be evaluated using the Prader scale: Prader 0: Normal female external genitalia. Prader 1: Female external genitalia with clitoromegaly. Prader 2: Clitoromegaly with partial labial fusion forming a funnel-shaped urogenital sinus. Prader 3: Increased phallic enlargement. Complete labioscrotal fusion forming a urogenital sinus with a single opening. Prader 4: Complete scrotal fusion with urogenital opening at the base or on the shaft of the phallus. Prader 5: Normal male external genitalia. The diagnosis of ambiguous genitalia is made for Prader 1-4"	"Tek bir cinsiyete aidiyeti tanımlanamayan genital bir fenotip. Kuşkulu genitalya Prader ölçeği kullanılarak değerlendirilebilir: Prader 0: Normal dişi dış genitalyası. Prader 1: Kliteromegali ile birlikte dişi dış genitalyası. Prader 2: Huni şeklinde ürogenital sinüs oluşturan kısmi labial füzyon ve kliteromegali. Prader 3: Artmış fallik genişleme. Tek bir açıklık ile olan ürogenital sinüs oluşturan tam labioskrotal füzyon. Prader 4: Ürogenital açıklığın fallusun tabanında veya şaftında olduğu tam skrotal füzyon. Prader 5: Normal erkek dış genitalyası. Kuşkulu genitalya tanısı Prader 1-4 için yapılmaktadır"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009520>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A secondary ossification center in the middle phalanx of the second finger that is distinct from the normal epiphysis that does not contribute to the longitudinal growth of a tubular bone."	"A secondary ossification center in the middle phalanx of the second finger that is distinct from the normal epiphysis that does not contribute to the longitudinal growth of a tubular bone"	"Tübüler kemiğin uzunlamasına olan büyümeye katkı vermeyen normal epifizden ayrı olan ikinci parmağın orta falanksında ikincil bir ossifikasyon merkezi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011810>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A reduced ability to distinguish tactile sensations at points that are very close to one another. This can be tested by using special calipers whose points can be set from 2mm to several centimeters apart."	"A reduced ability to distinguish tactile sensations at points that are very close to one another. This can be tested by using special calipers whose points can be set from 2mm to several centimeters apart"	"Birbirine çok yakın olan noktalarda azalmış taktil uyarıyı ayırma kabiliyeti. Bu, noktaları 2 mm'den santimetrelere ayarlanabilen özel bir pergel kullanarak test edilebilir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012553>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A thumbnail that is diminished in length and width, i.e., underdeveloped thumb nail."	"A thumbnail that is diminished in length and width, i.e., underdeveloped thumb nail"	"Uzunlukta ve genişlikte küçülmüş, yani tam gelişmemiş bir baş parmak tırnağı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011254>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of cryptotia associated with reduction in size of the antihelix and inferior crus that are affected."	"A type of cryptotia associated with reduction in size of the antihelix and inferior crus that are affected"	"Etkilenmiş antiheliks ve inferior krus boyutunda azalma ile ilişkili bir tip kriptoti"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410294>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A reduced ability to synthesize postvaccination antibodies against proteins in vaccines, as measured by antibody titer determination following vaccination."	"A reduced ability to synthesize postvaccination antibodies against proteins in vaccines, as measured by antibody titer determination following vaccination"	"Aşılamayı takiben antikor titresi tespiti ile ölçülen, aşılama sonrası aşıdaki proteinlere karşı azalmış antikor sentez etme kabiliyeti"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012667>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal motion of a segment of the left ventricle during the cardiac cycle."	"An abnormal motion of a segment of the left ventricle during the cardiac cycle"	"Kalp döngüsü esnasında sol ventrikülün bir segmentinin anormal hareketi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001395>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of excessive fibrous connective tissue in the liver. Fibrosis is a reparative or reactive process."	"The presence of excessive fibrous connective tissue in the liver. Fibrosis is a reparative or reactive process"	"Karaciğerde aşırı fibröz bağ dokusu varlığı. Fibröz tekrarlayan veya tepkisel oluşan bir süreçtir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000075>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any structural anomaly of a lingual nerve."	"Any structural anomaly of a lingual nerve"	"Lingual sinirin herhangi bir yapısal anomalisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032045>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Underdevelopment of the carotid canal, which normally is a circular aperture in the temporal bone of the skull through which the internal carotid artery and the carotid plexus of nerves traverse."	"Underdevelopment of the carotid canal, which normally is a circular aperture in the temporal bone of the skull through which the internal carotid artery and the carotid plexus of nerves traverse"	"Normal olarak kafatasının temporal kemiğinde dairesel bir aralık olan içinden internal karotid arter ve sinirlerin karotid pleksusunun geçtiği karotid kanalın tam gelişmemesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030872>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the cardiac ventricular function."	"An abnormality of the cardiac ventricular function"	"Kardiyak ventriküler fonksiyonun bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010077>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increase in width of the distal phalanx of the big toe."	"An increase in width of the distal phalanx of the big toe"	"Ayak baş parmağının distal falanksının genişliğinde bir artış"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012556>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Increased concentration of beta-alanine in the blood."	"Increased concentration of beta-alanine in the blood"	"Kanda artmış beta alanin konsantrasyonu"@tr	"OFFICIAL"
