?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0000510>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An inherited retinal disease subtype in which the rod photoreceptors appear to be more severely affected than the cone photoreceptors. Typical presentation is with nyctalopia (due to rod dysfunction) followed by loss of mid-peripheral field of vision, which gradually extends and leaves many patients with a small central island of vision due to the preservation of macular cones."	"An inherited retinal disease subtype in which the rod photoreceptors appear to be more severely affected than the cone photoreceptors. Typical presentation is with nyctalopia (due to rod dysfunction) followed by loss of mid-peripheral field of vision, which gradually extends and leaves many patients with a small central island of vision due to the preservation of macular cones"	"Un sous-type de maladie rétinienne héréditaire dans laquelle les photorécepteurs à bâtonnets semblent être plus gravement touchés que les photorécepteurs à cônes. La présentation typique est une nyctalopie (due au dysfonctionnement des bâtonnets) suivie d'une perte du champ de vision périphérique moyen, qui s'étend progressivement et laisse à de nombreux patients un petit îlot de vision centrale en raison de la préservation des cônes maculaires."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000356>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the external ear."	"An abnormality of the external ear"	"Anomalie de l'oreille externe"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000178>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the lower lip."	"An abnormality of the lower lip"	"Anomalie de la lèvre inférieure"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000134>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Decreased functionality of the female gonads, i.e., of the ovary."	"Decreased functionality of the female gonads, i.e., of the ovary"	"Fonction réduite des gonades féminines (les ovaires)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000035>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An anomaly of the testicle (the male gonad)."	"An anomaly of the testicle (the male gonad)"	"Une anomalie touchant les testicules (les gonades mâles)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000388>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Inflammation or infection of the middle ear."	"Inflammation or infection of the middle ear"	"Inflammation ou infection de l'oreille moyenne"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000467>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Decreased strength of the neck musculature."	"Decreased strength of the neck musculature"	"Une diminution de la force de la musculature du cou."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000103>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increased rate of urine production."	"An increased rate of urine production"	"Taux accru de production d'urine"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000119>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of any abnormality of the genitourinary system."	"The presence of any abnormality of the genitourinary system"	"La présence de toute anomalie du système génito-urinaire."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000228>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Presence of telangiectases in the oral cavity."	"Presence of telangiectases in the oral cavity"	"Présence de télangiectasies dans la cavité buccale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000542>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Reduced ability to move the eye in the direction of the nose."	"Reduced ability to move the eye in the direction of the nose"	"Diminution de la capacité à déplacer l'œil dans la direction du nez"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000154>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Distance between the oral commissures more than 2 SD above the mean. Alternatively, an apparently increased width of the oral aperture (subjective)."	"Distance between the oral commissures more than 2 SD above the mean. Alternatively, an apparently increased width of the oral aperture (subjective)"	"Distance entre les commissures orales supérieure de plus de 2 DS par rapport à la moyenne. Alternativement, une largeur apparemment accrue de l'ouverture orale (subjectif)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000495>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of recurrent corneal epithelial erosions. Although most corneal epithelial defects heal quickly, some may show recurrent ulcerations."	"The presence of recurrent corneal epithelial erosions. Although most corneal epithelial defects heal quickly, some may show recurrent ulcerations"	"La présence d'érosions épithéliales cornéennes récurrentes. Bien que la plupart des défauts de l'épithélium cornéen guérissent rapidement, certains peuvent présenter des ulcérations récurrentes."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000201>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Pierre Robin malformation is a sequence of developmental malformations characterized by micrognathia (mandibular hypoplasia), glossoptosis and cleft palate."	"Pierre Robin malformation is a sequence of developmental malformations characterized by micrognathia (mandibular hypoplasia), glossoptosis and cleft palate"	"La malformation de Pierre Robin est une séquence de malformations développementales caractérisées par une micrognathie (hypoplasie mandibulaire), une glossoptose et une fente palatine"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000525>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the iris, which is the pigmented muscular tissue between the cornea and the lens, that is perforated by an opening called the pupil."	"An abnormality of the iris, which is the pigmented muscular tissue between the cornea and the lens, that is perforated by an opening called the pupil"	"Une anomalie de l'iris, tissu musculaire pigmenté situé entre la cornée et le cristallin et percé d'un orifice appelé pupille."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000225>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Hemorrhage affecting the gingiva."	"Hemorrhage affecting the gingiva"	"Hémorragie affectant la gencive"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000481>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any abnormality of the cornea, which is the transparent tissue at the front of the eye that covers the iris, pupil, and anterior chamber."	"Any abnormality of the cornea, which is the transparent tissue at the front of the eye that covers the iris, pupil, and anterior chamber"	"Toute anomalie de la cornée, qui est le tissu transparent situé à l'avant de l'œil et qui recouvre l'iris, la pupille et la chambre antérieure."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000202>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of a cleft in the oral cavity, the two main types of which are cleft lip and cleft palate. In cleft lip, there is the congenital failure of the maxillary and median nasal processes to fuse, forming a groove or fissure in the lip. In cleft palate, there is a congenital failure of the palate to fuse properly, forming a grooved depression or fissure in the roof of the mouth. Clefts of the lip and palate can occur individually or together. It is preferable to code each defect separately."	"The presence of a cleft in the oral cavity, the two main types of which are cleft lip and cleft palate. In cleft lip, there is the congenital failure of the maxillary and median nasal processes to fuse, forming a groove or fissure in the lip. In cleft palate, there is a congenital failure of the palate to fuse properly, forming a grooved depression or fissure in the roof of the mouth. Clefts of the lip and palate can occur individually or together. It is preferable to code each defect separately"	"La présence d'une fente dans la cavité buccale, dont les deux principaux types sont la fente labiale et la fente palatine. Dans le cas d'une fente labiale, il y a un défaut congénital de fusion entre les processus maxillaire et nasal médian, ce qui forme un sillon ou une fissure dans la lèvre. Dans le cas de la fente palatine, il y a un défaut congénital de fusion du palais, ce qui forme une dépression ou une fissure dans le palais. Les fentes labiales et palatines peuvent se produire individuellement ou ensemble. Il est préférable de coder chaque défaut séparément"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000522>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Absence of tear secretion."	"Absence of tear secretion"	"Absence de larmes"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000175>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Cleft palate is a developmental defect of the palate resulting from a failure of fusion of the palatine processes and manifesting as a separation of the roof of the mouth (soft and hard palate)."	"Cleft palate is a developmental defect of the palate resulting from a failure of fusion of the palatine processes and manifesting as a separation of the roof of the mouth (soft and hard palate)"	"La fente palatine est un défaut de développement du palais résultant d'un défaut de fusion des apophyses palatines et se manifestant par une séparation du toit de la bouche (palais mou et palais dur)."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000233>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Height of the vermilion of the medial part of the lip more than 2 SD below the mean, or apparently reduced height of the vermilion of the lip in the frontal view. The vermilion is the red part of the lips (and confusingly, the vermilion itself is also often referred to as being equivalent the lips)."	"Reduced width of the skin of vermilion border region of upper lip"	"Largeur réduite de la peau de la région du bord vermillon de la lèvre supérieure."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000336>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Greater than average forward and/or lateral protrusion of the supraorbital portion of the frontal bones."	"Greater than average forward and/or lateral protrusion of the supraorbital portion of the frontal bones"	"Projection avant et/ou latérale de la partie supra-orbitaire des os frontaux supérieure à la moyenne."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000529>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A reduction of previously attained ability to see."	"A reduction of previously attained ability to see"	"Diminution de l'acuité visuelle précédemment atteinte"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000072>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The distention of the ureter with urine."	"The distention of the ureter with urine"	"Une distension de l'uretère par l'urine."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000534>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the eyebrow."	"An abnormality of the eyebrow"	"Anomalie du sourcil"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000127>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A high concentration of one or more electrolytes in the urine in the presence of low serum concentrations of the electrolyte(s)."	"A high concentration of one or more electrolytes in the urine in the presence of low serum concentrations of the electrolyte(s)"	"Une forte concentration d'un ou plusieurs électrolytes dans l'urine en présence de faibles concentrations sériques de(s) l'électrolyte(s)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000062>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A genital phenotype that is not clearly assignable to a single gender. Ambiguous genitalia can be evaluated using the Prader scale: Prader 0: Normal female external genitalia. Prader 1: Female external genitalia with clitoromegaly. Prader 2: Clitoromegaly with partial labial fusion forming a funnel-shaped urogenital sinus. Prader 3: Increased phallic enlargement. Complete labioscrotal fusion forming a urogenital sinus with a single opening. Prader 4: Complete scrotal fusion with urogenital opening at the base or on the shaft of the phallus. Prader 5: Normal male external genitalia. The diagnosis of ambiguous genitalia is made for Prader 1-4."	"A genital phenotype that is not clearly assignable to a single gender. Ambiguous genitalia can be evaluated using the Prader scale: Prader 0: Normal female external genitalia. Prader 1: Female external genitalia with clitoromegaly. Prader 2: Clitoromegaly with partial labial fusion forming a funnel-shaped urogenital sinus. Prader 3: Increased phallic enlargement. Complete labioscrotal fusion forming a urogenital sinus with a single opening. Prader 4: Complete scrotal fusion with urogenital opening at the base or on the shaft of the phallus. Prader 5: Normal male external genitalia. The diagnosis of ambiguous genitalia is made for Prader 1-4"	"Phénotype génital qui ne peut être clairement attribué à un seul sexe. Les organes génitaux ambigus peuvent être évalués à l'aide de l'échelle de Prader : Prader 0 : Organes génitaux externes féminins normaux. Prader 1 : Organes génitaux externes féminins avec clitoromégalie. Prader 2 : Clitoromégalie avec fusion labiale partielle formant un sinus urogénital en forme d'entonnoir. Prader 3 : Augmentation de l'hypertrophie phallique. Fusion labioscrotale complète formant un sinus urogénital à ouverture unique. Prader 4 : Fusion scrotale complète avec ouverture urogénitale à la base ou sur la tige du pénis. Prader 5 : Organes génitaux externes masculins normaux. Le diagnostic d'organes génitaux ambigus est posé pour les cas Prader 1-4."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000110>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of developmental dysplasia of the kidney."	"The presence of developmental dysplasia of the kidney"	"La présence d'une dysplasie lors du développement du rein"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000022>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the male internal genitalia."	"An abnormality of the male internal genitalia"	"Une anomalie des organes génitaux internes masculins"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000567>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Absence of a region of the retina, retinal pigment epithelium, and choroid."	"Absence of a region of the retina, retinal pigment epithelium, and choroid"	"Absence d'une région de la rétine, de l'épithélium pigmentaire rétinien et de la choroïde."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000527>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Mid upper eyelash length >10 mm or increased length of the eyelashes (subjective)."	"Mid upper eyelash length >10 mm or increased length of the eyelashes (subjective)"	"Longueur moyenne des cils supérieurs > 10 mm ou longueur accrue des cils (subjective)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000026>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Decreased functionality of the male gonad, i.e., of the testis, with reduced spermatogenesis or testosterone synthesis."	"Decreased functionality of the male gonad, i.e., of the testis, with reduced spermatogenesis or testosterone synthesis"	"Déficit de fonctionnement des gonades masculines (les testicules) entraînant une réduction de la spermatogenèse et de la synthèse de la testostérone"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000375>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the cochlea."	"An abnormality of the cochlea"	"Une anomalie de la cochlée"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002056>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the glabella."	"An abnormality of the glabella"	"Une anomalie de la glabelle"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000574>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Increased density/number and/or increased diameter of eyebrow hairs."	"Increased density/number and/or increased diameter of eyebrow hairs"	"Augmentation de la densité/du nombre/du diamètre de la pilosité des sourcils"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000009>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Dysfunction of the urinary bladder."	"Dysfunction of the urinary bladder"	"Dysfonctionnement de la vessie"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000148>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Congenital occlusion of the vagina or adhesion of the walls of the vagina causing occlusion."	"Congenital occlusion of the vagina or adhesion of the walls of the vagina causing occlusion"	"Occlusion congénitale du vagin ou adhésion des parois du vagin causant l'occlusion"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000215>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Height of the vermilion of the upper lip in the midline more than 2 SD above the mean. Alternatively, an apparently increased height of the vermilion of the upper lip in the frontal view (subjective)."	"Height of the vermilion of the upper lip in the midline more than 2 SD above the mean. Alternatively, an apparently increased height of the vermilion of the upper lip in the frontal view (subjective)"	"Hauteur du vermillon de la lèvre supérieure sur la ligne médiane supérieure à 2 DS au-dessus de la moyenne. Ou encore, une hauteur apparemment plus importante du vermillon de la lèvre supérieure en vue frontale (subjective)."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000311>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The facial appearance is more circular than usual as viewed from the front."	"The facial appearance is more circular than usual as viewed from the front"	"L'aspect du visage, vu de face, est plus circulaire que d'habitude."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000802>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Inability to develop or maintain an erection of the penis."	"Inability to develop or maintain an erection of the penis"	"Incapacité à développer ou maintenir une érection du pénis"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000219>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Height of the vermilion of the upper lip in the midline more than 2 SD below the mean. Alternatively, an apparently reduced height of the vermilion of the upper lip in the frontal view (subjective)."	"Height of the vermilion of the upper lip in the midline more than 2 SD below the mean. Alternatively, an apparently reduced height of the vermilion of the upper lip in the frontal view (subjective)"	"Hauteur du vermillon de la lèvre supérieure sur la ligne médiane supérieure à 2 DS en dessous de la moyenne. Ou bien, une hauteur apparemment réduite du vermillon de la lèvre supérieure en vue frontale (subjectif)."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000071>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of a stenotic, i.e., constricted ureter."	"The presence of a stenotic, i.e., constricted ureter"	"La présence d'un uretère sténosé, c'est-à-dire rétréci."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000819>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A group of abnormalities characterized by hyperglycemia and glucose intolerance."	"A group of abnormalities characterized by hyperglycemia and glucose intolerance"	"Groupe d'anomalies caractérisées par une hyperglycémie et une intolérance au glucose"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000303>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormal prominence of the chin related to increased length of the mandible."	"Abnormal prominence of the chin related to increased length of the mandible"	"Une proéminence anormale du menton liée à une augmentation de la longueur de la mandibule."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000476>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A cystic lymphatic lesion of the neck."	"A cystic lymphatic lesion of the neck"	"Lésion lymphatique kystique du cou"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000027>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Absence of any measurable level of sperm,whereby spermatozoa cannot be observed even after centrifugation of the semen pellet."	"Absence of any measurable level of sperm in his semen"	"Absence totale de spermatozoïdes dans le sperme"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000099>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Inflammation of the renal glomeruli."	"Inflammation of the renal glomeruli"	"Inflammation des glomérules rénaux"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000191>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Extra fold of tissue extending from the alveolar ridge to the inner surface of the upper or lower lip."	"Extra fold of tissue extending from the alveolar ridge to the inner surface of the upper or lower lip"	"Pli supplémentaire de tissu s'étendant de la crête alvéolaire à la surface interne de la lèvre supérieure ou inférieure."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000060>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Developmental hypoplasia of the clitoris."	"Developmental hypoplasia of the clitoris"	"Hypoplasie congénitale du clitoris"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000538>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Apparent optic disc swelling in the absence of increased intracranial pressure."	"Apparent optic disc swelling in the absence of increased intracranial pressure"	"Disque optique apparent en l'absence d'hypertension intra-crânienne"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000141>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Absence of menses for an interval of time equivalent to a total of more than (or equal to) 3 previous cycles or 6 months."	"Absence of menses for an interval of time equivalent to a total of more than (or equal to) 3 previous cycles or 6 months"	"Absence de règles pour un intervalle de temps équivalent à un total de plus de (ou égal à) 3 cycles précédents ou 6 mois"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012093>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A function abnormality of the endocrine pancreas."	"A function abnormality of the endocrine pancreas"	"Une anomalie de fonction du pancréas endocrine"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000546>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A nonspecific term denoting degeneration of the retinal pigment epithelium and/or retinal photoreceptor cells."	"A nonspecific term denoting degeneration of the retinal pigment epithelium and/or retinal photoreceptor cells"	"Terme non spécifique désignant la dégénérescence de l'épithélium pigmentaire rétinien et/ou des cellules photoréceptrices de la rétine."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000171>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Decreased length and width of the tongue."	"Decreased length and width of the tongue"	"Longueur et largeur diminuées de la langue"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001741>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The male foreskin cannot be fully retracted from the head of the penis."	"The male foreskin cannot be fully retracted from the head of the penis"	"Le prépuce mâle ne peut pas être entièrement rétracté de la tête du pénis"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000376>	<http://purl.obolibrary.org/obo/IAO_0000115>	"With incomplete partition II, the cochlea consists of 1.5 turns; the apical and middle cochlea turns are undifferentiated and form a cystic apex. The vestibule is normal while the vestibular aqueduct is always enlarged. Developmental arrest occurs at the seventh week of gestation."	"IWith incomplete partition II, the cochlea consists of 1.5 turns; the apical and middle cochlea turns are undifferentiated and form a cystic apex. The vestibule is normal while the vestibular aqueduct is always enlarged. Developmental arrest occurs at the seventh week of gestation"	"Dans le cas d'une partition II incomplète, la cochlée est constituée de 1,5 tour ; les tours apicaux et médians de la cochlée sont indifférenciés et forment un apex kystique. Le vestibule est normal tandis que l'aqueduc vestibulaire est toujours élargi. L'arrêt du développement se produit à la septième semaine de gestation."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000121>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Nephrocalcinosis is the deposition of calcium salts in renal parenchyma."	"Nephrocalcinosis is the deposition of calcium salts in renal parenchyma"	"La néphrocalcinose est le dépôt de sels de calcium dans le parenchyme rénal."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000054>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormally small penis. At birth, the normal penis is about 3 cm (stretched length from pubic tubercle to tip of penis) with micropenis less than 2.0-2.5 cm."	"Abnormally small penis. At birth, the normal penis is about 3 cm (stretched length from pubic tubercle to tip of penis) with micropenis less than 2.0-2.5 cm"	"Pénis anormalement petit. À la naissance, le pénis normal mesure environ 3 cm (longueur étirée du tubercule pubien à l'extrémité du pénis) et le micropénis est inférieur à 2,0-2,5 cm."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000051>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Hypospadias with location of the urethral meatus in the perineal region."	"Hypospadias with location of the urethral meatus in the perineal region"	"Hypospadias avec localisation du méat urétral dans la région périnéale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000511>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A supranuclear gaze palsy is an inability to look in a vertical direction as a result of cerebral impairment. There is a loss of the voluntary aspect of eye movements, but, as the brainstem is still intact, all the reflex conjugate eye movements are normal."	"A supranuclear gaze palsy is an inability to look in a vertical direction as a result of cerebral impairment. There is a loss of the voluntary aspect of eye movements, but, as the brainstem is still intact, all the reflex conjugate eye movements are normal"	"La paralysie supranucléaire du regard est une incapacité à regarder dans une direction verticale résultant d'une déficience cérébrale. Il y a une perte de l'aspect volontaire des mouvements oculaires, mais, comme le tronc cérébral est encore intact, tous les mouvements oculaires conjugués réflexes sont normaux."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000815>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Reduced function of the gonads (testes in males or ovaries in females) associated with excess pituitary gonadotropin secretion and resulting in delayed sexual development and growth delay."	"Reduced function of the gonads (testes in males or ovaries in females) associated with excess pituitary gonadotropin secretion and resulting in delayed sexual development and growth delay"	"Diabète léger"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000031>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of inflammation of the epididymis."	"The presence of inflammation of the epididymis"	"Inflammation de l'épididyme"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000217>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Dryness of the mouth due to salivary gland dysfunction."	"Dryness of the mouth due to salivary gland dysfunction"	"Sécheresse de la bouche due à un dysfonctionnement des glandes salivaires."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000453>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Absence or abnormal closure of the choana (the posterior nasal aperture). Most embryologists believe that posterior choanal atresia results from a failure of rupture between the 35th and 38th day of fetal life of the partition which separates the bucconasal or buccopharyngeal membranes. The resultant choanal atresia may be unilateral or bilateral, bony or membranous, complete or incomplete. In over 90 per cent of cases the obstruction is bony, while in the remainder it is membranous. The bony type of atresia is commonly located 1-2 mm. anterior to the posterior edge of the hard palate, and the osseous septum varies in thickness from 1 to 10 mm. In the membranous form of choanal atresia the obstruction usually occurs further posteriorly. In approximately one third of cases the atresia is bilateral."	"Absence or abnormal closure of the choana (the posterior nasal aperture)"	"Absence ou fermeture anormale des choanes (l'ouverture nasale postérieure)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000212>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Hyperplasia of the gingiva (that is, a thickening of the soft tissue overlying the alveolar ridge. The degree of thickening ranges from involvement of the interdental papillae alone to gingival overgrowth covering the entire tooth crown."	"Hyperplasia of the gingiva (that is, a thickening of the soft tissue overlying the alveolar ridge. The degree of thickening ranges from involvement of the interdental papillae alone to gingival overgrowth covering the entire tooth crown"	"Hyperplasie de la gencive (c'est-à-dire un épaississement du tissu mou recouvrant la crête alvéolaire. Le degré d'épaississement va de l'implication des papilles interdentaires seules à une prolifération gingivale couvrant toute la couronne dentaire."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000080>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal functionality of the genital system."	"An abnormal functionality of the genital system"	"Fonctionnement anormal du système génital"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000523>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A cataract that affects the region of the lens directly beneath the capsule of the lens."	"A cataract that affects the region of the lens directly beneath the capsule of the lens"	"Une cataracte qui affecte la région du cristallin située directement sous la capsule du cristallin."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000169>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of fibrosis of the gingiva."	"The presence of fibrosis of the gingiva"	"La présence d'une fibrose de la gencive"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000581>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A fixed reduction in the vertical distance between the upper and lower eyelids with short palpebral fissures."	"A fixed reduction in the vertical distance between the upper and lower eyelids with short palpebral fissures"	"Une réduction fixe de la distance verticale entre les paupières supérieures et inférieures avec des fissures palpébrales courtes."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000151>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Aplasia of the uterus."	"Aplasia of the uterus"	"Aplasie de l'utérus"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000482>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A congenital abnormality of the cornea in which the cornea and the anterior segment of the eye are smaller than normal. The horizontal diameter of the cornea does not reach 10 mm even in adulthood."	"A congenital abnormality of the cornea in which the cornea and the anterior segment of the eye are smaller than normal. The horizontal diameter of the cornea does not reach 10 mm even in adulthood"	"Anomalie congénitale de la cornée : la cornée et le segment antérieur de l'œil sont plus petits que la normale. Le diamètre horizontal de la cornée n'atteint pas 10 mm, même à l'âge adulte."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000429>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the Ala of nose."	"An abnormality of the Ala of nose"	"Une anomalie de l'aile du nez"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000267>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Asymmetry of the bones of the skull."	"Asymmetry of the bones of the skull"	"Asymétrie des os du crâne"@fr	"OFFICIAL"
