subject_id	source_language	translation_language	predicate_id	source_value	translation_status	translation_value
HP:0009504	en	fr	rdfs:label	Cone-shaped epiphysis of the distal phalanx of the 2nd finger	OFFICIAL	Épiphyses en forme de cône de la phalange distale de l'index
HP:0009505	en	fr	rdfs:label	Enlarged epiphysis of the distal phalanx of the 2nd finger	OFFICIAL	Épiphyse élargie de la phalange distale de l'index
HP:0009506	en	fr	rdfs:label	Fragmentation of the epiphysis of the distal phalanx of the 2nd finger	OFFICIAL	fragmentation épiphysaire de la phalange distale de l'index
HP:0009507	en	fr	rdfs:label	Irregular epiphysis of the distal phalanx of the 2nd finger	OFFICIAL	Épiphyse irrégulière de la phalange distale de l'index
HP:0009508	en	fr	rdfs:label	Ivory epiphysis of the distal phalanx of the 2nd finger	OFFICIAL	épiphyse d'ivoire de la phalange distale de l'index
HP:0009509	en	fr	rdfs:label	Pseudoepiphysis of the distal phalanx of the 2nd finger	OFFICIAL	Pseudo-épiphyse de la phalange distale de l'index
HP:0009510	en	fr	rdfs:label	Small epiphysis of the distal phalanx of the 2nd finger	OFFICIAL	petites épiphyses de la phalange distale de l'index
HP:0009511	en	fr	rdfs:label	Stippling of the epiphysis of the distal phalanx of the 2nd finger	OFFICIAL	Calcifications ponctuées de l'épiphyse des phalanges distales de l'index
HP:0009512	en	fr	rdfs:label	Triangular epiphysis of the distal phalanx of the 2nd finger	OFFICIAL	Épiphyse triangulaire de la phalange distale de l'index
HP:0009513	en	fr	rdfs:label	Absent epiphysis of the middle phalanx of the 2nd finger	OFFICIAL	Absence des épiphyses de la deuxième phalange de l'index
HP:0009514	en	fr	rdfs:label	Bracket epiphysis of the middle phalanx of the 2nd finger	OFFICIAL	pont épiphysaire de la phalange moyenne de l'index
HP:0009515	en	fr	rdfs:label	Cone-shaped epiphysis of the middle phalanx of the 2nd finger	OFFICIAL	épiphyses en forme de cône de la phalange moyenne de l'index
HP:0009516	en	fr	rdfs:label	Enlarged epiphysis of the middle phalanx of the 2nd finger	OFFICIAL	Épiphyse élargie de la phalange moyenne de l'index
HP:0009517	en	fr	rdfs:label	Fragmentation of the epiphysis of the middle phalanx of the 2nd finger	OFFICIAL	fragmentation épiphysaire de la phalange moyenne de l'index
HP:0009518	en	fr	rdfs:label	Irregular epiphysis of the middle phalanx of the 2nd finger	OFFICIAL	Épiphyse irrégulière de la phalange moyenne de l'index
HP:0009519	en	fr	rdfs:label	Ivory epiphysis of the middle phalanx of the 2nd finger	OFFICIAL	épiphyse d'ivoire de la phalange moyenne de l'index
HP:0009520	en	fr	rdfs:label	Pseudoepiphysis of the middle phalanx of the 2nd finger	OFFICIAL	pseudo-épiphyse de la phalange moyenne de l'index
HP:0009521	en	fr	rdfs:label	Small epiphysis of the middle phalanx of the 2nd finger	OFFICIAL	Petites épiphyses de la phalange moyenne de l'index
HP:0009522	en	fr	rdfs:label	Stippling of the epiphysis of the middle phalanx of the 2nd finger	OFFICIAL	calcifications ponctuées de l'épiphyse des phalanges moyennes du troisième orteil
HP:0009523	en	fr	rdfs:label	Triangular epiphysis of the middle phalanx of the 2nd finger	OFFICIAL	épiphyse triangulaire de la phalange moyenne de l'index
HP:0009524	en	fr	rdfs:label	Absent epiphysis of the proximal phalanx of the 2nd finger	OFFICIAL	Epiphyses absentes de la phalange proximale de l'index
HP:0009525	en	fr	rdfs:label	Bracket epiphysis of the proximal phalanx of the 2nd finger	OFFICIAL	pont épiphysaire de la phalange proximale de l'index
HP:0009526	en	fr	rdfs:label	Cone-shaped epiphysis of the proximal phalanx of the 2nd finger	OFFICIAL	Épiphyses en forme de cône de la phalange proximale de l'index
HP:0009527	en	fr	rdfs:label	Enlarged epiphysis of the proximal phalanx of the 2nd finger	OFFICIAL	Épiphyse élargie de la phalange proximale de l'index
HP:0009528	en	fr	rdfs:label	Fragmentation of the epiphysis of the proximal phalanx of the 2nd finger	OFFICIAL	fragmentation épiphysaire de la phalange proximale de l'index
HP:0009529	en	fr	rdfs:label	Irregular epiphysis of the proximal phalanx of the 2nd finger	OFFICIAL	épiphyse irrégulière de la phalange proximale de l'index
HP:0009530	en	fr	rdfs:label	Ivory epiphysis of the proximal phalanx of the 2nd finger	OFFICIAL	Épiphyse d'ivoire de la phalange proximale de l'index
HP:0009531	en	fr	rdfs:label	Pseudoepiphysis of the proximal phalanx of the 2nd finger	OFFICIAL	pseudo-épiphyse de la phalange proximale de l'index
HP:0009532	en	fr	rdfs:label	Small epiphysis of the proximal phalanx of the 2nd finger	OFFICIAL	Petites épiphyses de la phalange proximale de l'index
HP:0009533	en	fr	rdfs:label	Stippling of the epiphysis of the proximal phalanx of the 2nd finger	OFFICIAL	calcifications ponctuées de l'épiphyse des phalanges proximales de l'index
HP:0009534	en	fr	rdfs:label	Triangular epiphysis of the proximal phalanx of the 2nd finger	OFFICIAL	Épiphyse triangulaire de la phalange proximale de l'index
HP:0009535	en	fr	rdfs:label	Aplasia of the 2nd finger	OFFICIAL	Aplasie de l'index
HP:0009536	en	fr	rdfs:label	Short 2nd finger	OFFICIAL	index hypoplasique/petit
HP:0009537	en	fr	rdfs:label	Flexion contracture of the 2nd finger	OFFICIAL	contractures articulaires de l'index
HP:0009538	en	fr	rdfs:label	Contracture of the distal interphalangeal joint of the 2nd finger	OFFICIAL	Contracture de l'articulation inter-phalangienne distale de l'index
HP:0009539	en	fr	rdfs:label	Contracture of the metacarpophalangeal joint of the 2nd finger	OFFICIAL	Contracture de l'articulation métacarpophalangienne de l'index
HP:0009540	en	fr	rdfs:label	Contracture of the proximal interphalangeal joint of the 2nd finger	OFFICIAL	contracture de l'articulation interphalangienne proximale de l'index
HP:0009541	en	fr	rdfs:label	Abnormality of the phalanges of the 2nd finger	OFFICIAL	Anomalie des phalanges de l'index
HP:0009542	en	fr	rdfs:label	Abnormality of the distal phalanx of the 2nd finger	OFFICIAL	Anomalie de la troisième phalange de l'index
HP:0009543	en	fr	rdfs:label	Abnormality of the middle phalanx of the 2nd finger	OFFICIAL	anomalie de la deuxième phalange de l'index
HP:0009544	en	fr	rdfs:label	Abnormality of the proximal phalanx of the 2nd finger	OFFICIAL	Anomalie de la première phalange de l'index
HP:0009545	en	fr	rdfs:label	Symphalangism of the 2nd finger	OFFICIAL	Symphalangisme de l'index
HP:0009546	en	fr	rdfs:label	Triangular shaped phalanges of the 2nd finger	OFFICIAL	phalanges de l'index de forme triangulaire
HP:0009547	en	fr	rdfs:label	Broad phalanges of the 2nd finger	OFFICIAL	Phalanges de l'index larges
HP:0009548	en	fr	rdfs:label	Bullet-shaped phalanges of the 2nd finger	OFFICIAL	Phalange de l'index en forme de balle de fusil
HP:0009549	en	fr	rdfs:label	Curved phalanges of the 2nd finger	OFFICIAL	Courbure des phalanges de l'index
HP:0009550	en	fr	rdfs:label	Osteolytic defects of the phalanges of the 2nd finger	OFFICIAL	anomalies ostéolytiques des phalanges de l'index
HP:0009551	en	fr	rdfs:label	Patchy sclerosis of 2nd finger phalanx	OFFICIAL	Sclérose irrégulière des phalanges de l'index
HP:0009552	en	fr	rdfs:label	Aplasia/Hypoplasia of the phalanges of the 2nd finger	OFFICIAL	Aplasie/hypoplasie des phalanges de l'index
HP:0009553	en	fr	rdfs:label	Abnormality of the hairline	OFFICIAL	Anomalie de l'implantation des cheveux
HP:0009554	en	fr	rdfs:label	Projection of scalp hair onto lateral cheek	OFFICIAL	projection du cuir chevelu vers la joue latérale
HP:0009555	en	fr	rdfs:label	Hypoplasia of the pharynx	OFFICIAL	Hypoplasie du pharynx
HP:0009556	en	fr	rdfs:label	Absent tibia	OFFICIAL	aplasie du tibia
HP:0009557	en	fr	rdfs:label	Aplasia/Hypoplasia of the distal phalanx of the 2nd finger	OFFICIAL	Aplasie/hypoplasie de la troisième phalange de l'index
HP:0009558	en	fr	rdfs:label	Broad distal phalanx of the 2nd finger	OFFICIAL	Large phalange distale de l'index
HP:0009559	en	fr	rdfs:label	Bullet-shaped distal phalanx of the 2nd finger	OFFICIAL	phalange distale de l'index en forme de balle de fusil
HP:0009560	en	fr	rdfs:label	Curved distal phalanx of the 2nd finger	OFFICIAL	Courbure de la phalange distale de l'index
HP:0009561	en	fr	rdfs:label	Osteolytic defects of the distal phalanx of the 2nd finger	OFFICIAL	Anomalies ostéolytiques de la phalange distale de l'index
HP:0009562	en	fr	rdfs:label	Patchy sclerosis of the distal phalanx of the 2nd finger	OFFICIAL	sclérose irrégulière de la phalange distale de l'index
HP:0009563	en	fr	rdfs:label	Distal/middle symphalangism of 2nd finger	OFFICIAL	Symphalangisme affectant la phalange distale de l'index
HP:0009564	en	fr	rdfs:label	Triangular shaped distal phalanx of the 2nd finger	OFFICIAL	Phalange distale de l'index de forme triangulaire
HP:0009565	en	fr	rdfs:label	Aplasia of the distal phalanx of the 2nd finger	OFFICIAL	Aplasie de la troisième phalange de l'index
HP:0009566	en	fr	rdfs:label	Short distal phalanx of the 2nd finger	OFFICIAL	phalange distale de l'index petite/hypoplasique
HP:0009568	en	fr	rdfs:label	Aplasia/Hypoplasia of the middle phalanx of the 2nd finger	OFFICIAL	Aplasie/hypoplasie de la deuxième phalange de l'index
HP:0009569	en	fr	rdfs:label	Broad middle phalanx of the 2nd finger	OFFICIAL	Deuxième phalange de l'index large
HP:0009570	en	fr	rdfs:label	Bullet-shaped middle phalanx of the 2nd finger	OFFICIAL	phalange moyenne de l'index en forme de balle de fusil
HP:0009571	en	fr	rdfs:label	Curved middle phalanx of the 2nd finger	OFFICIAL	Courbure de la phalange moyenne de l'index
HP:0009572	en	fr	rdfs:label	Osteolytic defects of the middle phalanx of the 2nd finger	OFFICIAL	anomalies ostéolytiques de la phalange moyenne de l'index
HP:0009573	en	fr	rdfs:label	Patchy sclerosis of the middle phalanx of the 2nd finger	OFFICIAL	Sclérose irrégulière de la phalange moyenne de l'index
HP:0009574	en	fr	rdfs:label	Symphalangism of middle phalanx of 2nd finger	OFFICIAL	Symphalangisme affectant la phalange moyenne de l'index
HP:0009575	en	fr	rdfs:label	Triangular shaped middle phalanx of the 2nd finger	OFFICIAL	phalange moyenne de l'index de forme triangulaire
HP:0009576	en	fr	rdfs:label	Absent middle phalanx of 2nd finger	OFFICIAL	Aplasie de la deuxième phalange de l'index
HP:0009577	en	fr	rdfs:label	Short middle phalanx of the 2nd finger	OFFICIAL	Phalange moyenne de l'index petite/hypoplasique
HP:0009579	en	fr	rdfs:label	Proximal/middle symphalangism of the 2nd finger	OFFICIAL	symphalangisme des phalanges proximales et moyennes de l'index
HP:0009580	en	fr	rdfs:label	Aplasia/Hypoplasia of the proximal phalanx of the 2nd finger	OFFICIAL	aplasie/hypoplasie de la première phalange de l'index
HP:0009581	en	fr	rdfs:label	Broad proximal phalanx of the 2nd finger	OFFICIAL	Phalange proximale de l'index large
HP:0009582	en	fr	rdfs:label	Bullet-shaped proximal phalanx of the 2nd finger	OFFICIAL	Phalange proximale de l'index en forme de balle de fusil
HP:0009583	en	fr	rdfs:label	Curved proximal phalanx of the 2nd finger	OFFICIAL	courbure de la phalange proximale de l'index
HP:0009584	en	fr	rdfs:label	Osteolytic defects of the proximal phalanx of the 2nd finger	OFFICIAL	Anomalies ostéolytiques de la phalange proximale de l'index
HP:0009585	en	fr	rdfs:label	Patchy sclerosis of the proximal phalanx of the 2nd finger	OFFICIAL	Sclérose irrégulière des phalanges proximales de l'index
HP:0009586	en	fr	rdfs:label	Symphalangism affecting the proximal phalanx of the 2nd finger	OFFICIAL	Symphalangisme affectant les phalanges proximales de l'index
HP:0009587	en	fr	rdfs:label	Triangular shaped proximal phalanx of the 2nd finger	OFFICIAL	Phalange proximale de l'index de forme triangulaire
HP:0009588	en	fr	rdfs:label	Vestibular Schwannoma	OFFICIAL	Schwannome vestibulaire
HP:0009589	en	fr	rdfs:label	Bilateral vestibular Schwannoma	OFFICIAL	Schwannome vestibulaire bilatéral
HP:0009590	en	fr	rdfs:label	Unilateral vestibular Schwannoma	OFFICIAL	Schwannome vestibulaire unilatéral
HP:0009591	en	fr	rdfs:label	Abnormality of the vestibulocochlear nerve	OFFICIAL	Anomalie du nerf crânien VIII
HP:0009592	en	fr	rdfs:label	Astrocytoma	OFFICIAL	astrocytome
HP:0009593	en	fr	rdfs:label	Peripheral Schwannoma	OFFICIAL	Schwannome périphérique
HP:0009594	en	fr	rdfs:label	Retinal hamartoma	OFFICIAL	Hamartomes rétiniens
HP:0009595	en	fr	rdfs:label	Occasional neurofibromas	OFFICIAL	neurofibromes occasionnels
HP:0009596	en	fr	rdfs:label	Aplasia of the proximal phalanx of the 2nd finger	OFFICIAL	Aplasie de la première phalange de l'index
HP:0009597	en	fr	rdfs:label	Short proximal phalanx of the 2nd finger	OFFICIAL	phalange proximale de l'index petite/hypoplasique
HP:0009598	en	fr	rdfs:label	Symphalangism of the proximal phalanx of the 2nd finger with the 2nd metacarpal	OFFICIAL	Symphalangisme de la phalange proximale de l'index avec le 2nd métacarpien
HP:0009599	en	fr	rdfs:label	Abnormality of thumb epiphysis	OFFICIAL	anomalie des épiphyses du pouce
HP:0009600	en	fr	rdfs:label	Flexion contracture of thumb	OFFICIAL	Contractures articulaires du pouce
HP:0009601	en	fr	rdfs:label	Aplasia/Hypoplasia of the thumb	OFFICIAL	Aplasie/hypoplasie du pouce
HP:0009602	en	fr	rdfs:label	Abnormality of thumb phalanx	OFFICIAL	Anomalie des phalanges du pouce
HP:0009603	en	fr	rdfs:label	Deviation of the thumb	OFFICIAL	Déviation/déplacement du pouce
HP:0009606	en	fr	rdfs:label	Complete duplication of distal phalanx of the thumb	OFFICIAL	duplication de la phalange distale du pouce
HP:0009608	en	fr	rdfs:label	Complete duplication of proximal phalanx of the thumb	OFFICIAL	Duplication de la phalange proximale du pouce
HP:0009609	en	fr	rdfs:label	Duplication of the 1st metacarpal	OFFICIAL	duplication partielle/complète du premier métacarpien
HP:0009611	en	fr	rdfs:label	Bifid distal phalanx of the thumb	OFFICIAL	Phalange distale bifide du pouce
HP:0009612	en	fr	rdfs:label	Duplication of the distal phalanx of the thumb	OFFICIAL	duplication partielle/complète de la phalange distale du pouce
HP:0009613	en	fr	rdfs:label	Duplication of the proximal phalanx of the thumb	OFFICIAL	Duplication partielle/complète de la phalange proximale du pouce
HP:0009614	en	fr	rdfs:label	Bifid proximal phalanx of the thumb	OFFICIAL	Phalange proximale bifide du pouce
HP:0009615	en	fr	rdfs:label	Complete duplication of the first metacarpal	OFFICIAL	1er métacarpien dupliqué
HP:0009616	en	fr	rdfs:label	Bifid first metacarpal	OFFICIAL	Premier métacarpien bifide
HP:0009617	en	fr	rdfs:label	Abnormality of the distal phalanx of the thumb	OFFICIAL	anomalie de la troisième phalange du pouce
HP:0009618	en	fr	rdfs:label	Abnormality of the proximal phalanx of the thumb	OFFICIAL	Anomalie de la première phalange du pouce
HP:0009622	en	fr	rdfs:label	Distally placed thumb	OFFICIAL	Pouce placé distalement
HP:0009623	en	fr	rdfs:label	Proximal placement of thumb	OFFICIAL	Placement proximal du pouce
HP:0009624	en	fr	rdfs:label	Contractures of the carpometacarpal joint of the thumb	OFFICIAL	contractures de l'articulation carpométacarpienne du pouce
HP:0009625	en	fr	rdfs:label	Contractures of the metacarpophalangeal joint of the thumb	OFFICIAL	contractures de l'articulation métacarpophalangienne du pouce
HP:0009626	en	fr	rdfs:label	Contractures of the interphalangeal joint of the thumb	OFFICIAL	Contractures de l'articulation interphalangienne du pouce
HP:0009629	en	fr	rdfs:label	Aplasia/Hypoplasia of the proximal phalanx of the thumb	OFFICIAL	aplasie/hypoplasie de la première phalange du pouce
HP:0009630	en	fr	rdfs:label	Broad proximal phalanx of the thumb	OFFICIAL	Phalange proximale du pouce large
HP:0009631	en	fr	rdfs:label	Bullet-shaped proximal phalanx of the thumb	OFFICIAL	Phalange proximale du pouce en forme de balle de fusil
HP:0009632	en	fr	rdfs:label	Curved proximal phalanx of the thumb	OFFICIAL	courbure de la phalange proximale du pouce
HP:0009633	en	fr	rdfs:label	Osteolytic defect of the proximal phalanx of the thumb	OFFICIAL	Anomalies ostéolytiques de la phalange proximale du pouce
HP:0009634	en	fr	rdfs:label	Patchy sclerosis of the proximal phalanx of the thumb	OFFICIAL	Sclérose irrégulière des phalanges proximales du pouce
HP:0009635	en	fr	rdfs:label	Synostosis of thumb phalanx	OFFICIAL	Symphalangisme affectant la phalange proximale du pouce
HP:0009636	en	fr	rdfs:label	Triangular shaped proximal phalanx of the thumb	OFFICIAL	Phalange proximale du pouce de forme triangulaire
HP:0009637	en	fr	rdfs:label	Absent proximal phalanx of thumb	OFFICIAL	aplasie de la première phalange du pouce
HP:0009638	en	fr	rdfs:label	Short proximal phalanx of thumb	OFFICIAL	phalange proximale du pouce petite/hypoplasique
HP:0009640	en	fr	rdfs:label	Synostosis of the proximal phalanx of the thumb with the 1st metacarpal	OFFICIAL	Symphalangisme de la phalange proximale du pouce avec le 1er métacarpien
HP:0009641	en	fr	rdfs:label	Aplasia/Hypoplasia of the distal phalanx of the thumb	OFFICIAL	aplasie/hypoplasie de la troisième phalange du pouce
HP:0009642	en	fr	rdfs:label	Broad distal phalanx of the thumb	OFFICIAL	Large phalange distale du pouce
HP:0009643	en	fr	rdfs:label	Bullet-shaped distal phalanx of the thumb	OFFICIAL	Phalange distale du pouce en forme de balle de fusil
HP:0009644	en	fr	rdfs:label	Curved distal phalanx of the thumb	OFFICIAL	courbure de la phalange distale du pouce
HP:0009645	en	fr	rdfs:label	Osteolytic defect of the distal phalanx of the thumb	OFFICIAL	Anomalies ostéolytiques de la phalange distale du pouce
HP:0009646	en	fr	rdfs:label	Patchy sclerosis of the distal phalanx of the thumb	OFFICIAL	Sclérose irrégulière de la phalange distale du pouce
HP:0009648	en	fr	rdfs:label	Triangular shaped distal phalanx of the thumb	OFFICIAL	phalange distale du pouce de forme triangulaire
HP:0009649	en	fr	rdfs:label	Aplasia of the distal phalanx of the thumb	OFFICIAL	aplasie de la troisième phalange du pouce
HP:0009650	en	fr	rdfs:label	Short distal phalanx of the thumb	OFFICIAL	Phalange distale du pouce petite/hypoplasique
HP:0009652	en	fr	rdfs:label	Bullet-shaped thumb phalanx	OFFICIAL	phalange du pouce en forme de balle de fusil
HP:0009653	en	fr	rdfs:label	Curved thumb phalanx	OFFICIAL	courbure des phalanges du pouce
HP:0009654	en	fr	rdfs:label	Osteolytic defect of thumb phalanx	OFFICIAL	Anomalies ostéolytiques des phalanges du pouce
HP:0009655	en	fr	rdfs:label	Patchy sclerosis of thumb phalanx	OFFICIAL	sclérose irrégulière des phalanges du pouce
HP:0009656	en	fr	rdfs:label	Symphalangism of the thumb	OFFICIAL	Symphalangisme du pouce
HP:0009657	en	fr	rdfs:label	Triangular shaped thumb phalanx	OFFICIAL	Phalanges du pouce de forme triangulaire
HP:0009658	en	fr	rdfs:label	Aplasia/Hypoplasia of the phalanges of the thumb	OFFICIAL	Aplasie/hypoplasie des phalanges du pouce
HP:0009659	en	fr	rdfs:label	Partial absence of thumb	OFFICIAL	aplasie des phalanges du pouce
HP:0009660	en	fr	rdfs:label	Short phalanx of the thumb	OFFICIAL	Phalanges du pouce petites/hypoplasiques
HP:0009662	en	fr	rdfs:label	Abnormality of the epiphysis of the distal phalanx of the thumb	OFFICIAL	Anomalie des épiphyses de la troisième phalange du pouce
HP:0009663	en	fr	rdfs:label	Abnormality of the epiphysis of the proximal phalanx of the thumb	OFFICIAL	anomalie des épiphyses de la première phalange du pouce
HP:0009664	en	fr	rdfs:label	Absent epiphysis of the proximal phalanx of the thumb	OFFICIAL	Epiphyses absentes de la phalange proximale du pouce
HP:0009665	en	fr	rdfs:label	Bracket epiphysis of the proximal phalanx of the thumb	OFFICIAL	Pont épiphysaire de la phalange proximale du pouce
HP:0009666	en	fr	rdfs:label	Cone-shaped epiphysis of the proximal phalanx of the thumb	OFFICIAL	Épiphyses en forme de cône de la phalange proximale du pouce
HP:0009667	en	fr	rdfs:label	Enlarged epiphysis of the proximal phalanx of the thumb	OFFICIAL	Épiphyse élargie de la phalange proximale du pouce
HP:0009668	en	fr	rdfs:label	Fragmentation of the epiphysis of the proximal phalanx of the thumb	OFFICIAL	Fragmentation épiphysaire de la phalange proximale du pouce
HP:0009669	en	fr	rdfs:label	Irregular epiphysis of the proximal phalanx of the thumb	OFFICIAL	Épiphyse irrégulière de la phalange proximale du pouce
HP:0009670	en	fr	rdfs:label	Ivory epiphysis of the proximal phalanx of the thumb	OFFICIAL	épiphyse d'ivoire de la phalange proximale du pouce
HP:0009671	en	fr	rdfs:label	Pseudoepiphysis of the proximal phalanx of the thumb	OFFICIAL	Pseudo-épiphyse de la phalange proximale du pouce
HP:0009672	en	fr	rdfs:label	Small epiphysis of the proximal phalanx of the thumb	OFFICIAL	Petites épiphyses de la phalange proximale du pouce
HP:0009673	en	fr	rdfs:label	Stippling of the epiphysis of the proximal phalanx of the thumb	OFFICIAL	Calcifications ponctuées de l'épiphyse des phalanges proximales du pouce
HP:0009674	en	fr	rdfs:label	Triangular epiphysis of the proximal phalanx of the thumb	OFFICIAL	Épiphyse triangulaire de la phalange proximale du pouce
HP:0009675	en	fr	rdfs:label	Absent epiphysis of the distal phalanx of the thumb	OFFICIAL	Absence des épiphyses de la phalange distale du pouce
HP:0009676	en	fr	rdfs:label	Bracket epiphysis of the distal phalanx of the thumb	OFFICIAL	pont épiphysaire de la phalange distale du pouce
HP:0009677	en	fr	rdfs:label	Cone-shaped epiphysis of the distal phalanx of the thumb	OFFICIAL	Épiphyses en forme de cône de la phalange distale du pouce
HP:0009678	en	fr	rdfs:label	Enlarged epiphysis of the distal phalanx of the thumb	OFFICIAL	épiphyse élargie de la phalange distale du pouce
HP:0009679	en	fr	rdfs:label	Fragmentation of the epiphysis of the distal phalanx of the thumb	OFFICIAL	Fragmentation épiphysaire de la phalange distale du pouce
HP:0009680	en	fr	rdfs:label	Irregular epiphysis of the distal phalanx of the thumb	OFFICIAL	épiphyse irrégulière de la phalange distale du pouce
HP:0009681	en	fr	rdfs:label	Ivory epiphysis of the distal phalanx of the thumb	OFFICIAL	épiphyse d'ivoire de la phalange distale du pouce
HP:0009682	en	fr	rdfs:label	Pseudoepiphysis of the distal phalanx of the thumb	OFFICIAL	Pseudo-épiphyse de la phalange distale du pouce
HP:0009683	en	fr	rdfs:label	Small epiphysis of the distal phalanx of the thumb	OFFICIAL	petites épiphyses de la phalange distale du pouce
HP:0009684	en	fr	rdfs:label	Stippling of the epiphysis of the distal phalanx of the thumb	OFFICIAL	Calcifications ponctuées de l'épiphyse des phalanges distales du pouce
HP:0009685	en	fr	rdfs:label	Triangular epiphysis of the distal phalanx of the thumb	OFFICIAL	épiphyse triangulaire de la phalange distale du pouce
HP:0009686	en	fr	rdfs:label	Absent epiphyses of the thumb	OFFICIAL	Absence des épiphyses du pouce
HP:0009687	en	fr	rdfs:label	Bracket epiphyses of the thumb	OFFICIAL	Pont épiphysaire du pouce
HP:0009688	en	fr	rdfs:label	Cone-shaped epiphysis of the thumb	OFFICIAL	épiphyses en forme de cône du pouce
HP:0009689	en	fr	rdfs:label	Enlarged thumb epiphysis	OFFICIAL	épiphyses du pouce élargies
HP:0009690	en	fr	rdfs:label	Fragmentation of thumb epiphysis	OFFICIAL	Fragmentation épiphysaire du pouce
HP:0009691	en	fr	rdfs:label	Irregular thumb epiphysis	OFFICIAL	épiphyses irrégulières du pouce
HP:0009692	en	fr	rdfs:label	Ivory epiphysis of the thumb	OFFICIAL	épiphyses d'ivoire du pouce
HP:0009693	en	fr	rdfs:label	Pseudoepiphysis of the thumb	OFFICIAL	Pseudo-épiphyses du pouce
HP:0009694	en	fr	rdfs:label	Small thumb epiphysis	OFFICIAL	petites épiphyses du pouce
HP:0009695	en	fr	rdfs:label	Stippling of thumb epiphysis	OFFICIAL	Calcifications ponctuées de l'épiphyse du pouce
HP:0009696	en	fr	rdfs:label	Triangular epiphyses of the thumb	OFFICIAL	épiphyses triangulaires du pouce
HP:0009697	en	fr	rdfs:label	Contracture of the distal interphalangeal joint of the fingers	OFFICIAL	Contractures des articulations interphalangiennes distales des doigts
HP:0009699	en	fr	rdfs:label	Osteolytic defects of the hand bones	OFFICIAL	Anomalies ostéolytiques des os de la main
HP:0009700	en	fr	rdfs:label	Finger symphalangism	OFFICIAL	Synostose impliquant les os des doigts
HP:0009701	en	fr	rdfs:label	Metacarpal synostosis	OFFICIAL	Synostose impliquant les os du métacarpe
HP:0009702	en	fr	rdfs:label	Carpal synostosis	OFFICIAL	Synostose impliquant les os du carpe
HP:0009703	en	fr	rdfs:label	Synostosis involving the 1st metacarpal	OFFICIAL	synostose impliquant le premier métacarpien
HP:0009704	en	fr	rdfs:label	Chronic CSF lymphocytosis	OFFICIAL	Hyperlymphocytose chronique du liquide céphalorachidien
HP:0009705	en	fr	rdfs:label	Synostosis involving the 2nd metacarpal	OFFICIAL	Synostose impliquant le second métacarpien
HP:0009706	en	fr	rdfs:label	Synostosis involving the 3rd metacarpal	OFFICIAL	synostose impliquant le troisième métacarpien
HP:0009707	en	fr	rdfs:label	Synostosis involving the 4th metacarpal	OFFICIAL	Synostose impliquant le quatrième métacarpien
HP:0009708	en	fr	rdfs:label	Synostosis involving the 5th metacarpal	OFFICIAL	synostose impliquant le cinquième métacarpien
HP:0009709	en	fr	rdfs:label	Increased CSF interferon alpha	OFFICIAL	Interferon alpha du LCR augmenté
HP:0009710	en	fr	rdfs:label	Chilblains	OFFICIAL	Lésions par engelures
HP:0009711	en	fr	rdfs:label	Retinal capillary hemangioma	OFFICIAL	hémangioblastome rétinien
HP:0009713	en	fr	rdfs:label	Spinal hemangioblastoma	OFFICIAL	hémangioblastome spinal
HP:0009714	en	fr	rdfs:label	Abnormality of the epididymis	OFFICIAL	Anomalie de l'épididyme
HP:0009715	en	fr	rdfs:label	Papillary cystadenoma of the epididymis	OFFICIAL	cystadénome papillaire de l'épididyme
HP:0009716	en	fr	rdfs:label	Subependymal nodules	OFFICIAL	Nodules sousépendymaires
HP:0009717	en	fr	rdfs:label	Cortical tubers	OFFICIAL	Tubercules corticaux
HP:0009718	en	fr	rdfs:label	Subependymal giant-cell astrocytoma	OFFICIAL	Astrocytome sous-épendymaire à cellules géantes
HP:0009719	en	fr	rdfs:label	Hypomelanotic macule	OFFICIAL	Macules hypopigmentées
HP:0009720	en	fr	rdfs:label	Adenoma sebaceum	OFFICIAL	Adénomes sébacés
HP:0009721	en	fr	rdfs:label	Shagreen patch	OFFICIAL	Peau de chagrin
HP:0009722	en	fr	rdfs:label	Dental enamel pits	OFFICIAL	Puits d'émail dentaire
HP:0009723	en	fr	rdfs:label	Abnormality of the subungual region	OFFICIAL	Anomalie de la région sous-unguéale
HP:0009724	en	fr	rdfs:label	Subungual fibromas	OFFICIAL	fibrome sous-unguéal
HP:0009725	en	fr	rdfs:label	Bladder neoplasm	OFFICIAL	Tumeurs de la vessie
HP:0009726	en	fr	rdfs:label	Renal neoplasm	OFFICIAL	tumeur rénale
HP:0009727	en	fr	rdfs:label	Achromatic retinal patches	OFFICIAL	Taches rétiniennes achromatiques
HP:0009728	en	fr	rdfs:label	Neoplasm of striated muscle	OFFICIAL	Tumeurs du muscle strié
HP:0009729	en	fr	rdfs:label	Cardiac rhabdomyoma	OFFICIAL	Rhabdomyome cardiaque
HP:0009730	en	fr	rdfs:label	Rhabdomyoma	OFFICIAL	Rhabdomyome
HP:0009731	en	fr	rdfs:label	Cerebral hamartoma	OFFICIAL	hamartome cérébral
HP:0009732	en	fr	rdfs:label	Plexiform neurofibroma	OFFICIAL	Névrome plexiforme
HP:0009733	en	fr	rdfs:label	Glioma	OFFICIAL	Gliome
HP:0009734	en	fr	rdfs:label	Optic nerve glioma	OFFICIAL	gliome optique
